date,issue,residual_count,initial_soc_kwh,final_soc_kwh,planned_cost,emergency_cost,total_cost,calibration_used,theta,day_seconds
2025-03-07,True,42,1838.1966903174623,1958.708815026454,14371.517431850029,0.0,14371.517431850029,True,"[-293.0875363689438, -84.2857254045505, 0.7103849734170127, -6401.863671483896, 0.967511891546736, -4111.243781426657, 1.6807152890535875]",0.6948339999944437
2025-03-08,True,42,1958.708815026454,4278.529409365084,14384.394727085055,0.0,14384.394727085055,True,"[-2835.160110056645, -4862.186991617176, 1.4664001505698891, -2945.0439541712253, -0.17884220298340558, -6221.128195798405, 1.0304568699771126]",0.711484700004803
2025-03-09,True,42,4278.529409365084,1886.6551989690201,46522.995126594236,0.0,46522.995126594236,True,"[-7789.058176766589, -1975.8992021628294, 0.7731661554314986, -707.5572147475618, -0.4281677024062145, -3497.2883431464516, 0.4494668800710677]",0.7350430999940727
2025-03-10,True,42,1886.6551989690201,1833.4111164285728,48288.13137460107,0.0,48288.13137460107,True,"[-3680.950183420716, -5241.685826452921, -0.056939646874422545, -397.9514632357276, -0.07935545539201061, -8347.445987608866, 0.6123924604187723]",0.7536452999920584
2025-03-11,True,42,1833.4111164285728,2093.6236573544998,47138.70497031976,0.0,47138.70497031976,True,"[-3753.041719294151, -8781.097603624547, -1.1219218931257644, -355.1430716265216, -1.8857674089679701, -6469.010632774988, 1.1724482095359305]",0.6827450999990106
2025-03-12,True,42,2093.6236573544998,2360.0158709879997,46105.23423990143,0.0,46105.23423990143,True,"[-2019.0512028290243, -6900.1377297751615, -1.3895649877893406, -366.27213786058945, 0.9850267439608751, -6157.79734998601, 0.23930032726465011]",0.6551921000063885
2025-03-13,True,42,2360.0158709879997,1630.3169412962961,45672.57492279397,5552.350487012311,51224.92540980628,True,"[-5035.405579736754, -921.7548395252493, -0.21250246513346105, -392.55841382764913, 1.8406611157329698, -9366.129984690648, 0.5079315855782665]",0.6799347999913152
2025-03-14,True,42,1630.3169412962961,2507.063173783069,13042.098699750853,0.0,13042.098699750853,True,"[-7460.152444045608, -5252.329425592527, 1.2649743280890609, -3840.6928208209856, -0.3090389501970532, -1532.1079271757167, -0.3992983263190073]",0.6724490999913542
2025-03-15,True,42,2507.063173783069,9572.629954761904,15836.253638853093,24.110202479747546,15860.36384133284,True,"[-5094.081707459569, -6417.52001194433, -0.16083383103720417, -6143.430912561093, -0.48170019759803795, -475.509840490232, -1.009720217276218]",0.6631875000020955
2025-03-16,True,42,9572.629954761904,3561.0154605555563,42669.956516994935,0.0,42669.956516994935,True,"[-3986.441880512815, -425.35284628532395, -0.7243861756836307, -612.6934164381715, -0.2787254339023797, -1751.157310335159, 1.3204701396019463]",0.668760000000475
2025-03-17,True,42,3561.0154605555563,2952.4270495238115,44014.24583865955,0.0,44014.24583865955,True,"[-6693.156536518696, -1416.9627768431037, -0.6205538698324413, -445.79360082920374, -0.7000968435559096, -2631.4972973566496, 1.8229424464112145]",0.6571723999950336
2025-03-18,True,42,2952.4270495238115,1822.3884415608486,42951.10074777447,0.0,42951.10074777447,True,"[-7967.999191358375, -2755.1563613230883, -0.772427372154374, -404.67795603858224, -0.277126008754109, -8962.410052115269, -1.574069198253413]",0.7573125000053551
2025-03-19,True,42,1822.3884415608486,3048.026654682536,43714.67354651671,0.0,43714.67354651671,True,"[-4261.801521261735, -8129.4825991430325, 1.978831110124169, -532.2966224539357, -0.821918084384591, -3329.301759721184, -1.1340292517091908]",0.6795889000059105
2025-03-20,True,42,3048.026654682536,2139.350034894182,43767.76795990812,0.0,43767.76795990812,True,"[-275.5354125224951, -2559.8815102392145, -1.9071703136975466, -519.1035375423351, 0.03289471167850122, -1058.26206627199, 1.1312634630111416]",0.7572171999927377
2025-03-21,True,42,2139.350034894182,2187.027189074071,12828.194647103635,0.0,12828.194647103635,True,"[-3709.750580108855, -3933.9086737014027, 1.8564502975594417, -2632.3635244956686, 1.5380831853052945, -4313.628368705064, 0.5058832964632063]",0.693254199999501
2025-03-22,True,42,2187.027189074071,10800.0,16157.42112113143,0.0,16157.42112113143,True,"[-2453.0081747471327, -5419.824707665138, -1.2128870381228392, -9444.123314810457, 1.0623820958932244, -200.23440054299505, 0.2670302390085211]",0.6687436000065645
2025-03-23,True,42,10800.0,1735.24634827098,37145.864930199095,0.0,37145.864930199095,True,"[-6139.964010141799, -4247.878665516001, 0.4916779041037169, -521.0499292683959, -1.4183086783453045, -5579.430662325173, -0.30278957638735227]",0.6699073999916436
2025-03-24,True,42,1735.24634827098,2606.027550211642,41485.07261068805,0.0,41485.07261068805,True,"[-6170.374908394515, -5560.762536665141, 0.2094006751966515, -356.13124103155513, -0.6197598157790085, -874.4986576546065, 0.04098225576392078]",0.6604212999955053
2025-03-25,True,42,2606.027550211642,1628.8563003703723,40614.63061013629,0.0,40614.63061013629,True,"[-6188.8922458536135, -2415.967997720878, 0.19273713905626444, -553.4911113966764, 0.2903081276890185, -2879.452850001273, -0.8803800944079909]",0.6851924999937182
2025-03-26,True,42,1628.8563003703723,2436.482073333336,40960.03175431481,0.0,40960.03175431481,True,"[-3841.7061057236847, -3274.7082394188315, -0.3318683439849224, -635.2553067370242, -0.7693884462429721, -4811.236925566377, 1.69877227381056]",0.6764847999875201
2025-03-27,True,42,2436.482073333336,1850.9749200456008,39975.007472411555,0.0,39975.007472411555,True,"[-2834.4907099001844, -6975.708916884988, 1.9215272806735948, -548.408972789678, -1.0524676607771521, -6766.858799159929, 1.5707426124029453]",0.8224348000076134
2025-03-28,True,42,1850.9749200456008,2135.352803703703,12476.173369892036,0.0,12476.173369892036,True,"[-511.07087988030634, -1497.5768009993972, -1.8933750266573295, -1136.1091562999793, -1.2709877079238063, -4238.138255923823, -0.8882392355967761]",0.6859602000040468
2025-03-29,True,42,2135.352803703703,6155.8331229629675,13563.247139615196,0.0,13563.247139615196,True,"[-6038.386410350656, -4447.326420911422, -0.5049979156480822, -6795.223067496844, -0.1767785344882793, -1968.1530591879007, -0.3510793113107282]",0.5001899999915622
2025-03-30,True,42,6155.8331229629675,2055.4472724867737,36721.85400526441,0.0,36721.85400526441,True,"[-6975.514590021693, -6378.7146986497, -0.05528434763316836, -403.77696680284885, 1.255175476380952, -1052.0543853156785, 0.44736517348693106]",0.5836838999966858
2025-03-31,True,42,2055.4472724867737,2489.870290036396,38818.190098301864,366.9150255904365,39185.1051238923,True,"[-5782.309250994314, -7463.825629506836, 0.2466483523660412, -372.19522588247924, -0.316457877545655, -2811.110541054999, -1.4623440585560792]",0.5173304000054486
2025-04-01,True,42,2489.870290036396,1793.4124597883513,39740.95853123217,1594.932172155953,41335.890703388126,True,"[-9271.778770083776, -5188.945036083855, 1.5984449069923081, -427.13624872275597, -0.9480282519318801, -5329.3361333991015, 0.38012103961803634]",0.5326961999962805
2025-04-02,True,42,1793.4124597883513,1826.6790561031396,39622.568585618996,7529.509284078573,47152.07786969757,True,"[-3770.3846921147297, -1823.6383447794221, 0.11565844450145635, -493.3486761087849, -0.6229081976590538, -2608.190900056032, -1.5719480761578986]",0.543630200001644
2025-04-03,True,42,1826.6790561031396,1907.3434351594658,40410.77654464339,0.0,40410.77654464339,True,"[-8895.10104666592, -6448.960709745704, 0.8799101167169381, -501.9160953576968, 0.20152886572007134, -8828.652793771354, 0.9894711537553631]",0.5352533999976004
2025-04-04,True,42,1907.3434351594658,1973.4361122222194,11754.088562318659,0.0,11754.088562318659,True,"[-5187.4934997382115, -4464.989937122322, 0.9700316643811617, -731.2989370745142, 1.4824593376005835, -7770.275675817482, 0.18902435542696683]",0.5322197000059532
2025-04-05,True,42,1973.4361122222194,10649.79814383598,15159.010438311641,0.0,15159.010438311641,True,"[-5824.219205710499, -6792.8527399687155, -0.5074154830664526, -2314.4101741707013, 0.4207576163464948, -3064.19415542013, 1.027720568029273]",0.48844080000708345
2025-04-06,True,42,10649.79814383598,2064.017430396827,35566.89223248525,0.0,35566.89223248525,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.4823121999943396
2025-04-07,True,42,2064.017430396827,2425.3836394303094,38895.134938718824,0.0,38895.134938718824,True,"[-2758.839959940706, -5997.63133854109, -1.9828819656254248, -513.4677050632793, -1.8546436030701536, -2627.154223832504, 1.466797429328785]",0.5579905000049621
2025-04-08,True,42,2425.3836394303094,2248.3113348412735,38802.08076662535,0.0,38802.08076662535,True,"[-8471.514030604481, -4969.161577140908, 1.1345256094557654, -496.2578856179341, -1.8919938058725374, -8374.777965670848, -0.4601957546348754]",0.48765009999624453
2025-04-09,True,42,2248.3113348412735,2345.102820555558,38573.295116680434,0.0,38573.295116680434,True,"[-8625.98325695929, -4348.4623468155805, 1.753766134290752, -670.968997489836, -0.42549656062278274, -9599.333335409689, 1.8231499459926903]",0.48905950000334997
2025-04-10,True,42,2345.102820555558,1889.8881006351833,38650.33896231685,0.0,38650.33896231685,True,"[-4194.186523580927, -8752.194774765641, 0.7963324169619685, -9141.154101968035, -0.08699456858547205, -5214.5626183342365, -1.1254254850038006]",0.47690029999648686
2025-04-11,True,42,1889.8881006351833,1862.4236340476134,11480.381230831243,0.0,11480.381230831243,True,"[-4412.321158142458, -103.22140880575787, 1.532000032487867, -2097.0198596368987, -0.7767322533201302, -8768.734878224128, -0.3503640967408381]",0.41776159999426454
2025-04-12,True,42,1862.4236340476134,9490.576671746034,14202.016178732601,0.0,14202.016178732601,True,"[-3897.9764697855253, -2543.66231160293, 0.24240189743537055, -2604.671443182578, 0.015726616868534382, -5286.548661067934, 1.6165364255861014]",0.48761999999987893
2025-04-13,True,42,9490.576671746034,1858.8648481216915,34365.32578304643,0.0,34365.32578304643,True,"[-602.5233116515647, -2570.5012538050614, -0.13022800264120615, -2024.5885661518016, -1.734849308943533, -7604.955967592678, 0.523924064641764]",0.5008489000028931
2025-04-14,True,42,1858.8648481216915,1790.2017924603167,37313.723212644385,0.0,37313.723212644385,True,"[-3723.0120010836126, -6070.667409932256, -1.5701647884275678, -633.4183198401689, -1.7527028110164768, -4900.020514070201, 0.7638065941532135]",0.49962519999826327
2025-04-15,True,42,1790.2017924603167,3599.2358257142873,37831.822983440696,0.0,37831.822983440696,True,"[-5863.047663695852, -6143.417365062655, 1.504100399037033, -3368.4602499192706, 1.112029428142372, -1359.2938329757676, -1.6912528118936083]",0.5341052000003401
2025-04-16,True,42,3599.2358257142873,2066.784240952381,36875.55287522022,0.0,36875.55287522022,True,"[-8633.717596837954, -7797.729692703638, -1.7356619477653656, -8701.07579095935, 1.253486681716522, -2871.2362470221224, 0.6966330392274567]",0.5079725999967195
2025-04-17,True,42,2066.784240952381,2120.3545759523813,36950.39694701687,0.0,36950.39694701687,True,"[-206.13211310962674, -1647.1641332967104, -1.8466755328698414, -5594.979656843858, -0.4417912541891309, -6073.405145982559, -0.4803224891385629]",0.5382389000005787
2025-04-18,True,42,2120.3545759523813,2422.9515080952415,11371.027278751248,0.0,11371.027278751248,True,"[-5687.430524062216, -3028.441007363074, -1.4506409402332379, -8573.91754668481, -0.4135996112875442, -2044.1956149920625, -1.2296919657855687]",0.4670751000085147
2025-04-19,True,42,2422.9515080952415,6587.632152883596,12607.86714373511,0.0,12607.86714373511,True,"[-2669.5147696178383, -1874.6641114762128, -1.5163208126968566, -3485.6849863228535, 0.6287629688857512, -3533.090284121791, -1.5818985946987203]",0.5112389999994775
2025-04-20,True,42,6587.632152883596,2126.6580468253956,33946.07210236865,0.0,33946.07210236865,True,"[-3445.949743536437, -3022.92625501917, 1.1544412229872933, -1975.8185113643365, 1.2030515442498602, -4589.860857095816, 1.0980495578333933]",0.48569090000819415
2025-04-21,True,42,2126.6580468253956,1808.6006649999995,36191.301873571065,0.0,36191.301873571065,True,"[-6991.268699273799, -7210.099602790519, -1.0908326532744215, -2084.901304159371, 0.5317378847682352, -8048.972405979694, -0.4165614427750315]",0.5278487999894423
2025-04-22,True,42,1808.6006649999995,3413.2495854232775,36664.27148355204,0.0,36664.27148355204,True,"[-3597.692343505138, -469.5762403453429, 0.41118667561909295, -8925.405566945676, -0.845685012540025, -517.2976629235691, 1.4375878957729489]",0.5233449999941513
2025-04-23,True,42,3413.2495854232775,2186.48552542328,35806.18614208182,0.0,35806.18614208182,True,"[-3170.3633536680295, -9536.600661419416, -0.08093390708712489, -1211.8145478055208, -1.6400061653052092, -6053.911473478862, -1.1030950509203645]",0.42765899999358226
2025-04-24,True,42,2186.48552542328,1914.6318273809552,35404.631957440935,0.0,35404.631957440935,True,"[-952.4200490139372, -4248.142030601866, 0.28911418457221183, -594.2669830332505, -0.39321870556352145, -5086.645221854325, -0.4037489331424158]",0.5943128000071738
2025-04-25,True,42,1914.6318273809552,1664.5814596560851,10398.60768452508,0.0,10398.60768452508,True,"[-797.2946075166433, -388.6430665047534, 0.3356743629952388, -7679.848355896271, -0.5103910225812884, -703.8883592201049, 1.2239396959337476]",0.7013314000068931
2025-04-26,True,42,1664.5814596560851,9622.455440612668,13675.073932868794,0.0,13675.073932868794,True,"[-6660.68366163086, -5884.3151856825825, 1.4653933212090378, -2583.103616864846, -0.14960736104083727, -3367.4567169849906, 0.289557039571652]",0.7298982000065735
2025-04-27,True,42,9622.455440612668,1560.0683159259256,29522.29491201978,3139.748422707187,32662.043334726968,True,"[-6718.007332741703, -976.5529641198384, -1.2865375606663416, -714.1284975533974, -0.7371487793810201, -660.6667052778054, 0.5687146614223941]",0.5554362999973819
2025-04-28,True,42,1560.0683159259256,1742.7041185185187,34837.49122960269,16763.4172287923,51600.90845839499,True,"[-6732.821514543209, -911.7486430308762, 0.7861190717812603, -2352.7042693346593, -1.0540675823601808, -2078.8747758912214, 1.6507103121336106]",0.482658499997342
2025-04-29,True,42,1742.7041185185187,1941.0575751851854,34510.3006129822,974.5686786359829,35484.86929161818,True,"[-2969.9260147249665, -5169.086567516611, -0.9079221435716203, -534.8603932772157, -0.15542092893643678, -1661.0202653506165, 0.6787495940707586]",0.5259518999955617
2025-04-30,True,42,1941.0575751851854,2437.6408198187437,34547.25583455416,0.0,34547.25583455416,True,"[-4583.677085007629, -3645.4536955438202, -0.5169117796556548, -470.5239670260955, -0.4621839428231853, -779.3977593776315, -0.8621896654247281]",0.5737220999872079
2025-05-01,True,42,2437.6408198187437,1213.1835,34739.23952577083,10540.330413985926,45279.56993975675,True,"[-6090.159901429134, -1975.735963683248, -1.1983474345636247, -2092.670873156686, 0.6747994790696974, -830.2921372647724, -0.6799419794068817]",0.5311102999985451
2025-05-02,True,42,1213.1835,1200.0,11501.301469806202,6924.245680155616,18425.547149961818,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5355574000132037
2025-05-03,True,42,1200.0,1895.716926851852,11905.73610676385,4709.791240220674,16615.527346984523,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5644084999948973
2025-05-04,True,42,1895.716926851852,1276.37601,37539.39877305539,4924.911803410612,42464.31057646601,True,"[-7029.589849335962, -8123.481062419438, -0.9669564839920768, -980.272455139033, -0.10306072689097268, -3682.0128998556315, -0.6503135616150071]",0.5707705000095302
2025-05-05,True,42,1276.37601,1230.6944999999998,38228.625650522794,7963.578008454042,46192.20365897684,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4977855000033742
2025-05-06,True,42,1230.6944999999998,1251.4279825925926,38298.03536308295,3134.5663149274656,41432.60167801041,True,"[-2002.6126214835663, -5365.389882099556, -1.4545403663583953, -559.5080156852447, 1.5606474915873174, -731.9526056361013, -0.5884968962673116]",0.507983300005435
2025-05-07,True,42,1251.4279825925926,2080.2027612962956,39391.63442137181,4062.352286056362,43453.98670742817,True,"[-5690.4201958857275, -9058.372355712605, 0.0029648695086135213, -561.9689162726293, 1.5080634530429098, -927.3032544182456, 0.8506868986085605]",0.5148281000001589
2025-05-08,True,42,2080.2027612962956,3673.8723696560874,42149.86788388046,172.97545819638006,42322.84334207684,True,"[-7324.6858748224595, -2738.8318409590156, 0.935817395206711, -1493.8178337951456, -0.4933605320961514, -4498.126723727513, 0.11682488981771533]",0.5935798000136856
2025-05-09,True,42,3673.8723696560874,3751.152824814813,13987.302794692072,0.0,13987.302794692072,True,"[-2988.307269952141, -1006.582245086025, 1.5363564631096498, -201.47142788320912, 0.9704431775905671, -4166.664360602684, 0.30394921316666057]",0.544705399996019
2025-05-10,True,42,3751.152824814813,9762.458382037035,16437.32769231208,0.0,16437.32769231208,True,"[-8213.338644556201, -5136.93932420898, 0.680095771226541, -146.826151291895, 1.315428825130096, -6781.559027369794, -1.663766133609856]",0.5687720999994781
2025-05-11,True,42,9762.458382037035,2992.7246262169315,38191.141728836286,179.42644999999962,38370.568178836285,True,"[-3858.5642151347834, -1979.1829551447997, -1.0423724708744806, -1654.4837968032584, 0.3259808463498852, -4928.698913924564, -0.800129029889185]",0.584838499999023
2025-05-12,True,42,2992.7246262169315,3274.2930432275125,41644.369417621885,0.0,41644.369417621885,True,"[-7230.561835241764, -5510.2839267673135, 0.12074444646786775, -1556.6426120114404, 0.05673377514726008, -5670.182768269554, 0.5876839732872106]",0.511762300011469
2025-05-13,True,42,3274.2930432275125,3408.452374391536,40965.67709132269,0.0,40965.67709132269,True,"[-3882.9318161566716, -8586.193877742575, 1.1921476883393254, -1466.8352843760172, -1.0951712892302279, -4962.033826272662, 1.9413837060229824]",0.4867956999951275
2025-05-14,True,42,3408.452374391536,3007.025776111111,40510.00395595289,0.0,40510.00395595289,True,"[-8515.309601419394, -5651.009164387656, -1.4930228410236204, -1017.1012376156582, 0.19820484603866584, -807.4950965895905, -1.2022222238082163]",0.7023829000099795
2025-05-15,True,42,3007.025776111111,3460.6884457607607,40417.413486593476,0.0,40417.413486593476,True,"[-3107.8034865587183, -3520.961126369027, 1.3147257409802018, -488.30572732832354, -1.0329807651956089, -5702.010157556646, -0.4429870621891716]",0.4931451000011293
2025-05-16,True,42,3460.6884457607607,2433.886342328048,12687.386279794391,0.0,12687.386279794391,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5127018999919528
2025-05-17,True,42,2433.886342328048,3233.7245326190523,13412.50520286798,231.52809179642873,13644.033294664408,True,"[-9474.490466152714, -3050.5370339669125, 0.980006747529031, -3.3434536222287647, 0.7471782122944801, -5382.614440851736, 0.14961607958796908]",0.47417240000504535
2025-05-18,True,42,3233.7245326190523,2958.607968528864,38783.7690031737,0.0,38783.7690031737,True,"[-7458.2079946400745, -1408.5134959770305, -0.2116080538307914, -1145.2143918038373, -0.5515241312842951, -843.8806363256855, 1.4694292478951145]",0.5119881999999052
2025-05-19,True,42,2958.607968528864,2334.729161818401,38333.33362011377,523.2015737666659,38856.53519388044,True,"[-5818.141137002427, -1229.1303925038387, 1.0917341646087304, -1182.9505576761794, -1.608770527534324, -8506.266368241808, 0.7718565279298764]",0.49908519999007694
2025-05-20,True,42,2334.729161818401,2203.660926111115,38553.31398460838,0.0,38553.31398460838,True,"[-551.7557637529194, -6148.77346980791, 1.4119554318979541, -435.1738629655806, 1.9884943390947285, -5228.546051581527, 1.888014077131844]",0.5118330999976024
2025-05-21,True,42,2203.660926111115,2457.4684778306882,38842.597627349256,0.0,38842.597627349256,True,"[-918.2020254978322, -6196.250493666437, 0.32105374171357814, -1561.7741242362176, 0.15889286487630017, -729.5512351132629, 1.0093250764170625]",0.48653210001066327
