date,same_plan_greedy_emergency_cost,same_plan_greedy_final_soc,value_policy_final_soc
2025-04-12,0.0,1967.116204867723,1967.116204867723
2025-04-13,0.0,1486.291195343915,1486.291195343915
2025-04-14,0.0,1577.6826294401287,1577.6826294401287
2025-04-15,0.0,1939.8178606871122,1939.8178606871122
2025-04-16,3973.9888048483654,1416.3413759444434,1416.3413759444434
2025-04-17,0.0,1788.378893404858,1788.378893404858
2025-04-18,0.0,2359.3809327741897,2359.3809327741897
2025-04-19,28.304994363968703,2110.0756020137555,2110.0756020137555
2025-04-20,0.0,1903.786461098664,1903.786461098664
2025-04-21,0.0,1558.7058762659235,1558.7058762659235
2025-04-22,0.0,1664.7944212962977,1664.7944212962977
2025-04-23,0.0,1986.9157373701782,1986.9157373701782
2025-04-24,0.0,1589.9979044833099,1589.9979044833099
2025-04-25,0.0,1320.9835833862444,1320.9835833862444
2025-04-26,1965.9405161074542,1357.9901420370359,1357.9901420370359
2025-04-27,6925.3203586175905,1429.6630388888882,1429.6630388888882
2025-04-28,39826.70776360509,1590.3532720370365,1590.3532720370365
2025-04-29,1970.7910188033666,1692.1240911111115,1692.1240911111115
2025-04-30,0.0,1613.0245464315153,1613.0245464315153
2025-05-01,13988.158888329195,1200.0,1200.0
2025-05-02,14766.972622741694,1434.3449505555566,1434.3449505555566
2025-05-03,9462.069741675803,1670.2617194444451,1670.2617194444451
2025-05-04,1433.420299704987,1516.4229696296302,1516.4229696296302
2025-05-05,5596.11182557631,1393.456589629631,1393.456589629631
2025-05-06,261.8934063499637,1239.5407046296302,1239.5407046296302
2025-05-07,5137.634523778617,1467.3607852910043,1467.3607852910043
2025-05-08,417.6013461916662,3923.225352400011,3923.225352400011
2025-05-09,0.0,4392.786650830233,4392.786650830233
2025-05-10,0.0,3990.9578226363124,3990.9578226363124
2025-05-11,0.0,3745.5935452380945,3745.5935452380945
2025-05-12,0.0,4135.625185121834,4135.625185121834
2025-05-13,0.0,4287.606829470895,4287.606829470895
2025-05-14,0.0,4126.575154047624,4126.575154047624
2025-05-15,0.0,4506.607166216931,4506.607166216931
2025-05-16,0.0,3527.3175699206395,3527.3175699206395
2025-05-17,0.0,3783.266437645504,3783.266437645504
2025-05-18,0.0,4230.281052195767,4230.281052195767
2025-05-19,0.0,3645.8751954595296,3645.8751954595296
2025-05-20,0.0,3208.685442419947,3208.685442419947
2025-05-21,0.0,3601.877052327131,3601.877052327131
2025-05-22,0.0,3778.2907536812136,3778.2907536812136
2025-05-23,0.0,4260.487324751441,4260.487324751441
2025-05-24,0.0,4366.528281288891,4366.528281288891
2025-05-25,0.0,3814.7644591527323,3814.7644591527323
2025-05-26,10525.609012347251,2202.0821259259264,2202.0821259259264
2025-05-27,0.0,3587.2028183597936,3587.2028183597936
2025-05-28,0.0,2219.2764187904795,2219.2764187904795
2025-05-29,9611.664216443107,1577.0088242592592,1577.0088242592592
2025-05-30,1049.7312967199641,1390.56679037037,1390.56679037037
2025-05-31,558.50298975867,1870.9641629629575,1870.9641629629575
2025-06-01,86034.80440364902,1200.0,1200.0
2025-06-02,68600.70172639182,1241.6570783333334,1241.6570783333334
2025-06-03,48406.845792844935,1502.294043518519,1502.294043518519
2025-06-04,39525.21391532154,1271.9146268518516,1271.9146268518516
2025-06-05,21581.738551561695,1200.0,1200.0
2025-06-06,14197.541716897338,1517.428582777779,1517.428582777779
2025-06-07,3394.5205771855144,1435.260206710982,1435.260206710982
2025-06-08,0.0,5296.760409252029,5296.760409252029
2025-06-09,0.0,5190.875090652649,5190.875090652649
2025-06-10,0.0,5132.005208379019,5132.005208379019
2025-06-11,115.94893052967369,5271.9616615525565,5271.9616615525565
2025-06-12,0.0,5674.200553377955,5674.200553377955
2025-06-13,0.0,5582.549909240199,5582.549909240199
2025-06-14,0.0,5388.015511504967,5388.015511504967
2025-06-15,0.0,5739.136623460228,5739.136623460228
2025-06-16,0.0,5644.865057058642,5644.865057058642
2025-06-17,0.0,5065.108663719751,5065.108663719751
2025-06-18,0.0,5508.792801629812,5508.792801629812
2025-06-19,0.0,5257.7905568006245,5257.7905568006245
2025-06-20,0.0,5537.559081063876,5537.559081063876
2025-06-21,0.0,6075.382585212084,6075.382585212084
2025-06-22,0.0,5390.51505849961,5390.51505849961
2025-06-23,0.0,5057.709638877013,5057.709638877013
2025-06-24,5530.831884283326,5762.540526119574,5762.540526119574
2025-06-25,0.0,5318.014173449206,5318.014173449206
2025-06-26,0.0,4845.697982557146,4845.697982557146
2025-06-27,48.43536403132607,3452.0640019248794,3452.0640019248794
2025-06-28,0.0,2331.7614504373037,2331.7614504373037
2025-06-29,0.0,1846.4389551772513,1846.4389551772513
2025-06-30,70.83956964166721,1849.5069627947098,1849.5069627947098
2025-07-01,37778.99877017739,1200.0,1200.0
2025-07-02,19918.359838326276,1200.0,1200.0
2025-07-03,56302.654984279805,1361.7332463259258,1361.7332463259258
2025-07-04,27556.41614933198,1200.0,1200.0
2025-07-05,21236.674413661072,1360.4323909259258,1360.4323909259258
2025-07-06,47255.77619724041,1229.4700348148178,1229.4700348148178
2025-07-07,5746.451680270331,1566.89198962963,1566.89198962963
2025-07-08,0.0,5838.248099460852,5838.248099460852
2025-07-09,0.0,6049.891959020895,6049.891959020895
2025-07-10,0.0,6077.989246890127,6077.989246890127
2025-07-11,0.0,6306.47817756545,6306.47817756545
2025-07-12,0.0,5907.347587628522,5907.347587628522
2025-07-13,0.0,5991.203685262435,5991.203685262435
2025-07-14,0.0,5755.399133226726,5755.399133226726
2025-07-15,0.0,6437.711324864816,6437.711324864816
2025-07-16,0.0,6118.460121186526,6118.460121186526
2025-07-17,0.0,6056.22824754812,6056.22824754812
2025-07-18,0.0,6228.513266892542,6228.513266892542
2025-07-19,0.0,6012.481900359136,6012.481900359136
2025-07-20,0.0,6189.436750267115,6189.436750267115
2025-07-21,0.0,6449.925512489008,6449.925512489008
2025-07-22,0.0,5732.744689408317,5732.744689408317
2025-07-23,0.0,5973.023684791755,5973.023684791755
2025-07-24,0.0,6534.578666231674,6534.578666231674
2025-07-25,0.0,5912.822749194444,5912.822749194444
2025-07-26,0.0,4788.110207499735,4788.110207499735
2025-07-27,3653.108711212548,3833.8439535224893,3833.8439535224893
2025-07-28,17406.627764264715,2318.116506187037,2318.116506187037
2025-07-29,87.27471703333465,1729.6421646064457,1729.6421646064457
2025-07-30,0.0,2162.152640381079,2162.152640381079
2025-07-31,478.6313295490904,1481.2645425925914,1481.2645425925914
2025-08-01,0.0,2031.8282388611308,2031.8282388611308
2025-08-02,0.0,2015.9786748003985,2015.9786748003985
2025-08-03,1151.5858791930125,1378.0008248148156,1378.0008248148156
2025-08-04,0.0,1909.8100094132267,1909.8100094132267
2025-08-05,0.0,1911.2774221693098,1911.2774221693098
2025-08-06,4742.297292886728,1200.0,1200.0
2025-08-07,0.0,1854.5510672894156,1854.5510672894156
2025-08-08,0.0,1984.759337140079,1984.759337140079
2025-08-09,0.0,1406.873642763318,1406.873642763318
2025-08-10,4.536314100001958,2133.2658792083057,2133.2658792083057
2025-08-11,465.78254951666344,1854.710185067192,1854.710185067192
2025-08-12,18260.359198649276,1767.6957546518524,1767.6957546518524
2025-08-13,1582.735471227909,1731.8973090192042,1731.8973090192042
2025-08-14,2977.1443105310273,1705.3732054944442,1705.3732054944442
2025-08-15,2181.884867105813,1585.9906354637799,1585.9906354637799
2025-08-16,600.592372296072,1660.72461460159,1660.72461460159
2025-08-17,86.30189009285854,1884.0686292566481,1884.0686292566481
2025-08-18,0.0,1885.5919047997352,1885.5919047997352
2025-08-19,104.45901749999855,1898.4511331474955,1898.4511331474955
2025-08-20,33009.96064514291,1266.582786914815,1266.582786914815
2025-08-21,0.0,1826.4587230389272,1826.4587230389272
2025-08-22,4019.1814522631603,1371.3246344444449,1371.3246344444449
2025-08-23,0.0,1489.2428512481442,1489.2428512481442
2025-08-24,0.0,1805.3096794219505,1805.3096794219505
2025-08-25,17017.53166160632,1349.6445411792722,1349.6445411792722
2025-08-26,0.0,2037.6412745947107,2037.6412745947107
2025-08-27,0.0,1941.097454841274,1941.097454841274
2025-08-28,9647.4169932044,1490.3331720370375,1490.3331720370375
2025-08-29,0.0,1896.0309745502657,1896.0309745502657
2025-08-30,0.0,1426.9966214550282,1426.9966214550282
2025-08-31,0.0,2242.8688277993388,2242.8688277993388
2025-09-01,0.0,5953.253134122927,5953.253134122927
2025-09-02,0.0,5749.2750600724885,5749.2750600724885
2025-09-03,0.0,5694.647039761905,5694.647039761905
2025-09-04,0.0,5753.454494365079,5753.454494365079
2025-09-05,0.0,5752.776325822452,5752.776325822452
2025-09-06,0.0,6444.697329836748,6444.697329836748
2025-09-07,0.0,6062.753495978836,6062.753495978836
2025-09-08,17789.519199826707,1320.591964018519,1320.591964018519
2025-09-09,313.29150472310636,1406.5652564814811,1406.5652564814811
2025-09-10,16432.243425213688,1535.0113272801611,1535.0113272801611
2025-09-11,0.0,1626.2750777957494,1626.2750777957494
2025-09-12,2770.382276054359,1506.3004416895324,1506.3004416895324
2025-09-13,1150.6864305410406,1401.63041425926,1401.63041425926
2025-09-14,3089.270180000697,1200.0,1200.0
2025-09-15,231.82963716985466,1761.3564898148152,1761.3564898148152
2025-09-16,0.0,1433.1361441100016,1433.1361441100016
2025-09-17,0.0,1604.6266270976982,1604.6266270976982
2025-09-18,0.0,1442.5583551063028,1442.5583551063028
2025-09-19,248.52621750066723,1692.3870495851852,1692.3870495851852
2025-09-20,2188.065374081909,1826.2312791410395,1826.2312791410395
2025-09-21,0.0,1912.8315660451008,1912.8315660451008
2025-09-22,1496.8541847623824,1510.1638318518517,1510.1638318518517
2025-09-23,311.91030715297467,1826.7993881481484,1826.7993881481484
2025-09-24,0.0,1976.8787272432587,1976.8787272432587
2025-09-25,0.0,1729.3689149936,1729.3689149936
2025-09-26,0.0,1889.1868089953643,1889.1868089953643
2025-09-27,757.1221689349043,1306.2449849629634,1306.2449849629634
2025-09-28,0.0,1929.435330264548,1929.435330264548
2025-09-29,0.0,1744.5529497455032,1744.5529497455032
2025-09-30,464.8784294385206,1557.9715537037036,1557.9715537037036
2025-10-01,0.0,3810.0940051284006,3810.0940051284006
2025-10-02,0.0,4149.396896666663,4149.396896666663
2025-10-03,0.0,4078.400401841643,4078.400401841643
2025-10-04,0.0,4147.281878222681,4147.281878222681
2025-10-05,0.0,3947.3149960582,3947.3149960582
2025-10-06,0.0,3651.4822030565056,3651.4822030565056
2025-10-07,0.0,4046.767342724538,4046.767342724538
2025-10-08,77.85515670742764,1471.411223518518,1471.411223518518
2025-10-09,272.3575839237433,1390.7812505555548,1390.7812505555548
2025-10-10,1196.2163690074717,1200.0,1200.0
2025-10-11,119.96695053231835,1662.0254127351852,1662.0254127351852
2025-10-12,0.9437179499996486,1254.323977354495,1254.323977354495
2025-10-13,0.0,1706.175690820109,1706.175690820109
2025-10-14,7090.698315806222,1248.0989861111102,1248.0989861111102
2025-10-15,10852.285227332206,1436.0495142592588,1436.0495142592588
2025-10-16,12278.860081665729,1519.9629007407405,1519.9629007407405
2025-10-17,0.0,1825.1751981481482,1825.1751981481482
2025-10-18,0.0,1867.9822422625725,1867.9822422625725
2025-10-19,7085.086601189941,1563.0216703703709,1563.0216703703709
2025-10-20,2361.658422530682,1518.8723298148113,1518.8723298148113
2025-10-21,2904.114000644347,1456.278605659086,1456.278605659086
2025-10-22,3505.2957787825417,1402.102849973549,1402.102849973549
2025-10-23,0.0,1703.9049634375674,1703.9049634375674
2025-10-24,401.4201614756722,1488.7943782629632,1488.7943782629632
2025-10-25,0.0,1425.3748657734054,1425.3748657734054
2025-10-26,0.0,2065.0874796371354,2065.0874796371354
2025-10-27,0.49523473928540945,1702.7256574017724,1702.7256574017724
2025-10-28,0.0,1853.4362311124182,1853.4362311124182
2025-10-29,6689.346095690275,1415.5657313203708,1415.5657313203708
2025-10-30,0.0,1551.4434553981362,1551.4434553981362
2025-10-31,0.0,1969.2839490081353,1969.2839490081353
2025-11-01,0.0,2086.2358806710354,2086.2358806710354
2025-11-02,8.48015470615682,1355.7132798148148,1355.7132798148148
2025-11-03,0.0,1740.2133088095247,1740.2133088095247
2025-11-04,88.47957407334424,1272.8773297818182,1272.8773297818182
2025-11-05,14.13563915833264,1814.7355108468323,1814.7355108468323
2025-11-06,3012.6323379558357,1436.8611569576747,1436.8611569576747
2025-11-07,1978.7845299976836,1488.7650299030377,1488.7650299030377
2025-11-08,0.0,1551.8996957339025,1551.8996957339025
2025-11-09,720.3959556565803,1283.947148333333,1283.947148333333
2025-11-10,4075.7329679709474,1414.7918429629626,1414.7918429629626
2025-11-11,0.0,1654.3514327386254,1654.3514327386254
2025-11-12,0.0,1535.1176824430097,1535.1176824430097
2025-11-13,981.6495765515494,1487.9186696296304,1487.9186696296304
2025-11-14,0.0,1646.4806949239457,1646.4806949239457
2025-11-15,727.0606208351861,1542.6062997443398,1542.6062997443398
2025-11-16,0.0,1389.698423090217,1389.698423090217
2025-11-17,0.0,1926.569685079365,1926.569685079365
2025-11-18,0.0,1810.219190561378,1810.219190561378
2025-11-19,0.0,1248.6512475206293,1248.6512475206293
2025-11-20,0.0,1571.6552755272485,1571.6552755272485
2025-11-21,0.0,1639.311854466855,1639.311854466855
2025-11-22,0.0,1364.5745946122865,1364.5745946122865
2025-11-23,0.0,1734.5464477790974,1734.5464477790974
2025-11-24,150.4340611742464,1200.0,1200.0
2025-11-25,0.0,1484.256848757899,1484.256848757899
2025-11-26,60.886440908334116,1996.4674814285713,1996.4674814285713
2025-11-27,0.0,1872.6726603581606,1872.6726603581606
2025-11-28,0.0,1614.2501102034776,1614.2501102034776
2025-11-29,6608.704172595089,1206.0339488984155,1206.0339488984155
2025-11-30,8025.5397278232385,1277.7355038095259,1277.7355038095259
2025-12-01,31543.377834194744,1309.4610148140202,1309.4610148140202
2025-12-02,40172.64536074032,1275.7374881047117,1275.7374881047117
2025-12-03,24412.20510254021,1200.0,1200.0
2025-12-04,20591.79412404711,1200.0,1200.0
2025-12-05,12277.31474603363,1200.0,1200.0
2025-12-06,7012.654617225828,1414.324280185185,1414.324280185185
2025-12-07,304.97570218740066,1368.7742548148153,1368.7742548148153
2025-12-08,0.0,2070.2852749470894,2070.2852749470894
2025-12-09,0.0,1974.8401173145508,1974.8401173145508
2025-12-10,0.0,1877.411262301592,1877.411262301592
2025-12-11,0.0,2072.227774629634,2072.227774629634
2025-12-12,0.0,2013.2386558204332,2013.2386558204332
2025-12-13,0.0,2166.338024867725,2166.338024867725
2025-12-14,0.0,2057.1466709804695,2057.1466709804695
2025-12-15,0.0,1834.6628385436697,1834.6628385436697
2025-12-16,0.0,1959.7919763743528,1959.7919763743528
2025-12-17,0.0,1974.6785844617602,1974.6785844617602
2025-12-18,0.0,1991.45316271007,1991.45316271007
2025-12-19,0.0,1689.84653530832,1689.84653530832
2025-12-20,0.0,1802.3621894278122,1802.3621894278122
2025-12-21,0.0,2001.018534708995,2001.018534708995
2025-12-22,0.0,1624.821466789803,1624.821466789803
2025-12-23,0.0,2222.770606919135,2222.770606919135
2025-12-24,0.0,2022.8595853341167,2022.8595853341167
2025-12-25,0.0,1870.2177429629608,1870.2177429629608
2025-12-26,0.0,2269.511730476196,2269.511730476196
2025-12-27,0.0,1893.499544890915,1893.499544890915
2025-12-28,0.0,1945.0963487201836,1945.0963487201836
2025-12-29,0.0,1726.2186630462948,1726.2186630462948
2025-12-30,33.05881498452317,1785.5105674074202,1785.5105674074202
2025-12-31,337.1703180776232,1315.2789857407415,1315.2789857407415
