date,slot,interval_start,load_kwh,pv_kwh,price,forecast_load_kwh,forecast_pv_kwh,planning_net_kwh,residual_count,grid_kwh,plan_charge_kwh,plan_discharge_kwh,plan_soc_kwh,reserve_kwh,soc_start_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_end_kwh,planned_cost,emergency_cost,stage,stage_error_mean_kwh,ldr_delta_kwh,ldr_lambda,calibration_used,total_cost
2025-01-01,13,2025-01-01 02:10:00,640.8249166666667,0.0,0.4293,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,640.8249166666667,0.0,1200.0,0.0,1375.5306836250002,1,0.0,0.0,0.0,False,1375.5306836250002
2025-01-01,14,2025-01-01 02:20:00,705.77,0.0,0.4324,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,705.77,0.0,1200.0,0.0,1525.87474,1,0.0,0.0,0.0,False,1525.87474
2025-01-01,15,2025-01-01 02:30:00,684.9959166666666,0.0,0.4367,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,684.9959166666666,0.0,1200.0,0.0,1495.6885840416667,1,0.0,0.0,0.0,False,1495.6885840416667
2025-01-01,16,2025-01-01 02:40:00,666.1490833333334,0.0,0.4348,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,666.1490833333334,0.0,1200.0,0.0,1448.2081071666667,1,0.0,0.0,0.0,False,1448.2081071666667
2025-01-01,17,2025-01-01 02:50:00,683.6983333333333,0.0,0.4335,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,683.6983333333333,0.0,1200.0,0.0,1481.9161374999999,1,0.0,0.0,0.0,False,1481.9161374999999
2025-01-01,18,2025-01-01 03:00:00,681.0096166666666,0.0,0.4357,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,681.0096166666666,0.0,1200.0,0.0,1483.579449908333,1,0.0,0.0,0.0,False,1483.579449908333
2025-01-01,19,2025-01-01 03:10:00,688.9604333333333,0.0,0.4374,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,688.9604333333333,0.0,1200.0,0.0,1506.7564677,1,0.0,0.0,0.0,False,1506.7564677
2025-01-01,20,2025-01-01 03:20:00,696.5300000000001,0.0,0.4371,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,696.5300000000001,0.0,1200.0,0.0,1522.266315,1,0.0,0.0,0.0,False,1522.266315
2025-01-01,21,2025-01-01 03:30:00,658.8951833333333,0.0,0.4356,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,658.8951833333333,0.0,1200.0,0.0,1435.0737092999998,1,0.0,0.0,0.0,False,1435.0737092999998
2025-01-01,22,2025-01-01 03:40:00,651.7916,0.0,0.4353,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,651.7916,0.0,1200.0,0.0,1418.6244173999999,1,0.0,0.0,0.0,False,1418.6244173999999
2025-01-01,23,2025-01-01 03:50:00,683.2183333333334,0.0,0.436,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,683.2183333333334,0.0,1200.0,0.0,1489.415966666667,1,0.0,0.0,0.0,False,1489.415966666667
2025-01-01,24,2025-01-01 04:00:00,687.3103833333333,0.0,0.4378,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,687.3103833333333,0.0,1200.0,0.0,1504.5224291166667,1,0.0,0.0,0.0,False,1504.5224291166667
2025-01-01,25,2025-01-01 04:10:00,694.8344666666667,0.0,0.4401,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,694.8344666666667,0.0,1200.0,0.0,1528.9832439,1,0.0,0.0,0.0,False,1528.9832439
2025-01-01,26,2025-01-01 04:20:00,710.04,0.0,0.4389,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,710.04,0.0,1200.0,0.0,1558.18278,1,0.0,0.0,0.0,False,1558.18278
2025-01-01,27,2025-01-01 04:30:00,702.8703666666667,0.0,0.4364,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,702.8703666666667,0.0,1200.0,0.0,1533.6631400666665,1,0.0,0.0,0.0,False,1533.6631400666665
2025-01-01,28,2025-01-01 04:40:00,710.3095,0.0,0.4393,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,710.3095,0.0,1200.0,0.0,1560.1948167500002,1,0.0,0.0,0.0,False,1560.1948167500002
2025-01-01,29,2025-01-01 04:50:00,723.65,0.0,0.4422,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,723.65,0.0,1200.0,0.0,1599.9901499999999,1,0.0,0.0,0.0,False,1599.9901499999999
2025-01-01,30,2025-01-01 05:00:00,701.3701333333333,0.00035,0.4395,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,701.3697833333333,0.0,1200.0,0.0,1541.2600988749998,1,0.0,0.0,0.0,False,1541.2600988749998
2025-01-01,31,2025-01-01 05:10:00,717.0205500000001,0.0,0.4333,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,717.0205500000001,0.0,1200.0,0.0,1553.4250215750003,1,0.0,0.0,0.0,False,1553.4250215750003
2025-01-01,32,2025-01-01 05:20:00,742.765,0.0,0.4439,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,742.765,0.0,1200.0,0.0,1648.5669175,1,0.0,0.0,0.0,False,1648.5669175
2025-01-01,33,2025-01-01 05:30:00,691.4395,0.0049833333333333335,0.4301,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,691.4345166666666,0.0,1200.0,0.0,1486.9299280916666,1,0.0,0.0,0.0,False,1486.9299280916666
2025-01-01,34,2025-01-01 05:40:00,749.6888833333334,0.0,0.3713,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,749.6888833333334,0.0,1200.0,0.0,1391.7974119083335,1,0.0,0.0,0.0,False,1391.7974119083335
2025-01-01,35,2025-01-01 05:50:00,894.8966666666666,0.0,0.5708,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,894.8966666666666,0.0,1200.0,0.0,2554.0350866666668,1,0.0,0.0,0.0,False,2554.0350866666668
2025-01-01,36,2025-01-01 06:00:00,906.8165166666666,0.06948333333333333,0.9099,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,906.7470333333333,0.0,1200.0,0.0,4125.24562815,2,673.2024865740742,0.0,0.0,False,4125.24562815
2025-01-01,37,2025-01-01 06:10:00,886.1488333333333,0.0,0.9368,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,886.1488333333333,0.0,1200.0,0.0,4150.721135333333,2,673.2024865740742,0.0,0.0,False,4150.721135333333
2025-01-01,38,2025-01-01 06:20:00,899.9699999999999,0.0,0.8758,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,899.9699999999999,0.0,1200.0,0.0,3940.96863,2,673.2024865740742,0.0,0.0,False,3940.96863
2025-01-01,39,2025-01-01 06:30:00,907.9001166666667,0.9676999999999999,0.8759,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,906.9324166666667,0.0,1200.0,0.0,3971.9105187916666,2,673.2024865740742,0.0,0.0,False,3971.9105187916666
2025-01-01,40,2025-01-01 06:40:00,907.4001666666667,0.0,0.8601,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,907.4001666666667,0.0,1200.0,0.0,3902.2744167499995,2,673.2024865740742,0.0,0.0,False,3902.2744167499995
2025-01-01,41,2025-01-01 06:50:00,905.605,0.5125000000000001,0.8442,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,905.0925,0.0,1200.0,0.0,3820.3954425,2,673.2024865740742,0.0,0.0,False,3820.3954425
2025-01-01,42,2025-01-01 07:00:00,908.2136333333333,29.299216666666666,0.8334,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,878.9144166666666,0.0,1200.0,0.0,3662.4363742499995,2,673.2024865740742,0.0,0.0,False,3662.4363742499995
2025-01-01,43,2025-01-01 07:10:00,918.3340333333334,70.24933333333333,0.8092,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,848.0847000000001,0.0,1200.0,0.0,3431.3506962000006,2,673.2024865740742,0.0,0.0,False,3431.3506962000006
2025-01-01,44,2025-01-01 07:20:00,912.6666666666666,112.85000000000001,0.7972,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,799.8166666666666,0.0,1200.0,0.0,3188.069233333333,2,673.2024865740742,0.0,0.0,False,3188.069233333333
2025-01-01,45,2025-01-01 07:30:00,888.2369166666667,158.46853333333334,0.7644,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,729.7683833333334,0.0,1200.0,0.0,2789.1747611000005,2,673.2024865740742,0.0,0.0,False,2789.1747611000005
2025-01-01,46,2025-01-01 07:40:00,1014.0193833333333,209.26175,0.6899,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,804.7576333333333,0.0,1200.0,0.0,2776.011456183333,2,673.2024865740742,0.0,0.0,False,2776.011456183333
2025-01-01,47,2025-01-01 07:50:00,1219.3333333333333,265.38124999999997,0.86,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,953.9520833333333,0.0,1200.0,0.0,4101.9939583333335,2,673.2024865740742,0.0,0.0,False,4101.9939583333335
2025-01-01,48,2025-01-01 08:00:00,1244.9157833333334,322.92019999999997,1.1617,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,921.9955833333333,0.0,1200.0,0.0,5355.4113457916665,2,673.2024865740742,0.0,0.0,False,5355.4113457916665
2025-01-01,49,2025-01-01 08:10:00,1204.2818333333332,370.85435,1.1683,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,833.4274833333332,0.0,1200.0,0.0,4868.466643891666,2,673.2024865740742,0.0,0.0,False,4868.466643891666
2025-01-01,50,2025-01-01 08:20:00,1202.6883333333333,415.01875,1.0956,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,787.6695833333333,0.0,1200.0,0.0,4314.8539775,2,673.2024865740742,0.0,0.0,False,4314.8539775
2025-01-01,51,2025-01-01 08:30:00,1226.9500666666665,471.05243333333334,1.0849,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,755.8976333333333,0.0,1200.0,0.0,4100.3667120166665,2,673.2024865740742,0.0,0.0,False,4100.3667120166665
2025-01-01,52,2025-01-01 08:40:00,1212.5855,520.35525,1.061,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,692.23025,0.0,1200.0,0.0,3672.2814762499997,2,673.2024865740742,0.0,0.0,False,3672.2814762499997
2025-01-01,53,2025-01-01 08:50:00,1179.5483333333334,558.49375,1.043,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,621.0545833333334,0.0,1200.0,0.0,3238.7996520833335,2,673.2024865740742,0.0,0.0,False,3238.7996520833335
2025-01-01,54,2025-01-01 09:00:00,1203.6460333333332,600.2996166666667,1.036,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,603.3464166666665,0.0,1200.0,0.0,3125.3344383333324,2,673.2024865740742,0.0,0.0,False,3125.3344383333324
2025-01-01,55,2025-01-01 09:10:00,1204.9252166666668,645.9392,1.0147,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,558.9860166666667,0.0,1200.0,0.0,2836.0155555583333,2,673.2024865740742,0.0,0.0,False,2836.0155555583333
2025-01-01,56,2025-01-01 09:20:00,1183.2216666666666,691.6374999999999,0.9922,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,491.58416666666665,0.0,1200.0,0.0,2438.7490508333335,2,673.2024865740742,0.0,0.0,False,2438.7490508333335
2025-01-01,57,2025-01-01 09:30:00,1216.1920166666666,733.9133666666667,0.97,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,482.27864999999997,0.0,1200.0,0.0,2339.0514525,2,673.2024865740742,0.0,0.0,False,2339.0514525
2025-01-01,58,2025-01-01 09:40:00,1218.8626,770.79175,0.9422,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,448.07084999999995,0.0,1200.0,0.0,2110.86177435,2,673.2024865740742,0.0,0.0,False,2110.86177435
2025-01-01,59,2025-01-01 09:50:00,1183.2433333333333,806.1062499999999,0.9569,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,377.1370833333334,0.0,1200.0,0.0,1804.4123752083335,2,673.2024865740742,0.0,0.0,False,1804.4123752083335
2025-01-01,60,2025-01-01 10:00:00,1187.5869,846.7837333333333,0.9977,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,340.8031666666667,0.0,1200.0,0.0,1700.0965969166668,2,673.2024865740742,0.0,0.0,False,1700.0965969166668
2025-01-01,61,2025-01-01 10:10:00,1182.7184,889.7921333333334,0.9919,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,292.9262666666666,0.0,1200.0,0.0,1452.767819533333,2,673.2024865740742,0.0,0.0,False,1452.767819533333
2025-01-01,62,2025-01-01 10:20:00,1164.3616666666667,915.7875,0.9588,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,248.57416666666666,0.0,1200.0,0.0,1191.6645549999998,2,673.2024865740742,0.0,0.0,False,1191.6645549999998
2025-01-01,63,2025-01-01 10:30:00,1183.1616999999999,906.3296333333333,0.9549,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,276.8320666666666,0.0,1200.0,0.0,1321.7347022999995,2,673.2024865740742,0.0,0.0,False,1321.7347022999995
2025-01-01,64,2025-01-01 10:40:00,1198.9988333333333,899.3687666666666,0.9839,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,299.6300666666667,0.0,1200.0,0.0,1474.030112966667,2,673.2024865740742,0.0,0.0,False,1474.030112966667
2025-01-01,65,2025-01-01 10:50:00,1189.1966666666667,895.35,0.799,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,293.8466666666667,0.0,1200.0,0.0,1173.9174333333335,2,673.2024865740742,0.0,0.0,False,1173.9174333333335
2025-01-01,66,2025-01-01 11:00:00,1173.8245,863.8287,0.5025,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,309.9957999999999,0.0,1200.0,0.0,778.8644474999998,2,673.2024865740742,0.0,0.0,False,778.8644474999998
2025-01-01,67,2025-01-01 11:10:00,1178.1945833333332,855.2501833333334,0.4662,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,322.94439999999975,0.0,1200.0,0.0,752.7833963999994,2,673.2024865740742,0.0,0.0,False,752.7833963999994
2025-01-01,68,2025-01-01 11:20:00,1188.195,882.4625,0.5007,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,305.73249999999996,0.0,1200.0,0.0,765.40131375,2,673.2024865740742,0.0,0.0,False,765.40131375
2025-01-01,69,2025-01-01 11:30:00,1161.8398833333333,905.7907333333333,0.4827,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,256.04915000000005,0.0,1200.0,0.0,617.9746235250001,2,673.2024865740742,0.0,0.0,False,617.9746235250001
2025-01-01,70,2025-01-01 11:40:00,1108.0822833333334,909.2501833333334,0.4785,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,198.83209999999997,0.0,1200.0,0.0,475.7057992499999,2,673.2024865740742,0.0,0.0,False,475.7057992499999
2025-01-01,71,2025-01-01 11:50:00,1078.5483333333334,888.61875,0.4662,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,189.92958333333343,0.0,1200.0,0.0,442.7258587500002,2,673.2024865740742,0.0,0.0,False,442.7258587500002
2025-01-01,72,2025-01-01 12:00:00,1113.5309166666666,854.4422166666667,0.4432,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,259.0886999999999,0.0,1200.0,0.0,574.1405591999998,3,632.9534525462963,0.0,0.0,False,574.1405591999998
2025-01-01,73,2025-01-01 12:10:00,1097.5452333333333,853.0815833333332,0.4411,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,244.46365000000003,0.0,1200.0,0.0,539.164580075,3,632.9534525462963,0.0,0.0,False,539.164580075
2025-01-01,74,2025-01-01 12:20:00,1047.3283333333334,883.7624999999999,0.4551,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,163.56583333333344,0.0,1200.0,0.0,372.19405375000025,3,632.9534525462963,0.0,0.0,False,372.19405375000025
2025-01-01,75,2025-01-01 12:30:00,1091.3220333333334,899.9666000000001,0.4463,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,191.35543333333328,0.0,1200.0,0.0,427.00964948333325,3,632.9534525462963,0.0,0.0,False,427.00964948333325
2025-01-01,76,2025-01-01 12:40:00,1124.61315,896.2748,0.4113,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,228.33834999999988,0.0,1200.0,0.0,469.5778167749997,3,632.9534525462963,0.0,0.0,False,469.5778167749997
2025-01-01,77,2025-01-01 12:50:00,1113.7266666666667,876.96875,0.5682,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,236.7579166666667,0.0,1200.0,0.0,672.6292412500001,3,632.9534525462963,0.0,0.0,False,672.6292412500001
2025-01-01,78,2025-01-01 13:00:00,1131.8271333333334,849.6027333333333,0.8279,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,282.2244000000002,0.0,1200.0,0.0,1168.2679038000008,3,632.9534525462963,0.0,0.0,False,1168.2679038000008
2025-01-01,79,2025-01-01 13:10:00,1152.6694166666666,838.2422333333334,0.8636,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,314.42718333333323,0.0,1200.0,0.0,1357.6965776333332,3,632.9534525462963,0.0,0.0,False,1357.6965776333332
2025-01-01,80,2025-01-01 13:20:00,1139.1299999999999,840.6437500000001,0.8416,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,298.4862499999998,0.0,1200.0,0.0,1256.0301399999992,3,632.9534525462963,0.0,0.0,False,1256.0301399999992
2025-01-01,81,2025-01-01 13:30:00,1091.0875333333333,828.9307333333333,0.8618,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,262.1568000000001,0.0,1200.0,0.0,1129.6336512000005,3,632.9534525462963,0.0,0.0,False,1129.6336512000005
2025-01-01,82,2025-01-01 13:40:00,1089.9788333333333,794.9587333333334,0.8623,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,295.02009999999996,0.0,1200.0,0.0,1271.9791611499998,3,632.9534525462963,0.0,0.0,False,1271.9791611499998
2025-01-01,83,2025-01-01 13:50:00,1128.9950000000001,746.4375,0.9026,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,382.5575000000001,0.0,1200.0,0.0,1726.4819975000005,3,632.9534525462963,0.0,0.0,False,1726.4819975000005
2025-01-01,84,2025-01-01 14:00:00,1122.80195,701.56515,0.9754,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,421.2368,0.0,1200.0,0.0,2054.3718736000005,3,632.9534525462963,0.0,0.0,False,2054.3718736000005
2025-01-01,85,2025-01-01 14:10:00,1103.8968833333333,676.7386,1.0002,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,427.1582833333333,0.0,1200.0,0.0,2136.2185749499995,3,632.9534525462963,0.0,0.0,False,2136.2185749499995
2025-01-01,86,2025-01-01 14:20:00,1091.4966666666667,655.7375000000001,0.9978,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,435.7591666666666,0.0,1200.0,0.0,2174.0024824999996,3,632.9534525462963,0.0,0.0,False,2174.0024824999996
2025-01-01,87,2025-01-01 14:30:00,1066.4271166666667,608.0204833333333,1.0271,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,458.4066333333334,0.0,1200.0,0.0,2354.1472654833333,3,632.9534525462963,0.0,0.0,False,2354.1472654833333
2025-01-01,88,2025-01-01 14:40:00,1032.7642333333333,571.8360666666666,1.0906,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,460.9281666666667,0.0,1200.0,0.0,2513.4412928333336,3,632.9534525462963,0.0,0.0,False,2513.4412928333336
2025-01-01,89,2025-01-01 14:50:00,1025.7816666666665,554.55625,0.9376,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,471.22541666666655,0.0,1200.0,0.0,2209.1047533333326,3,632.9534525462963,0.0,0.0,False,2209.1047533333326
2025-01-01,90,2025-01-01 15:00:00,1076.5969666666667,523.18625,0.6694,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,553.4107166666668,0.0,1200.0,0.0,1852.2656686833336,3,632.9534525462963,0.0,0.0,False,1852.2656686833336
2025-01-01,91,2025-01-01 15:10:00,1103.8142833333334,476.73755,0.66,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,627.0767333333333,0.0,1200.0,0.0,2069.35322,3,632.9534525462963,0.0,0.0,False,2069.35322
2025-01-01,92,2025-01-01 15:20:00,1082.2683333333332,417.5,0.7217,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,664.7683333333332,0.0,1200.0,0.0,2398.816530833333,3,632.9534525462963,0.0,0.0,False,2398.816530833333
2025-01-01,93,2025-01-01 15:30:00,1062.5086,348.2825,0.7308,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,714.2260999999999,0.0,1200.0,0.0,2609.7821693999995,3,632.9534525462963,0.0,0.0,False,2609.7821693999995
2025-01-01,94,2025-01-01 15:40:00,1059.0188333333333,293.6927,0.7534,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,765.3261333333332,0.0,1200.0,0.0,2882.9835442666663,3,632.9534525462963,0.0,0.0,False,2882.9835442666663
2025-01-01,95,2025-01-01 15:50:00,1067.375,254.29999999999998,0.7823,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,813.075,0.0,1200.0,0.0,3180.3428625,3,632.9534525462963,0.0,0.0,False,3180.3428625
2025-01-01,96,2025-01-01 16:00:00,1074.162,208.20041666666668,0.8055,,,0.0,0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,865.9615833333334,0.0,1200.0,0.0,3487.660276875,3,632.9534525462963,0.0,0.0,False,3487.660276875
