date,slot,interval_start,load_kwh,pv_kwh,price,price_forecast,forecast_load_kwh,forecast_pv_kwh,planning_net_kwh,residual_count,grid_kwh,plan_charge_kwh,plan_discharge_kwh,plan_soc_kwh,reserve_kwh,soc_start_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_end_kwh,planned_cost,emergency_cost,stage,stage_error_mean_kwh,ldr_delta_kwh,ldr_lambda,calibration_used,total_cost
2025-02-01,15,2025-02-01 02:30:00,474.0728166666667,0.0,0.4367,0.4367,497.95935000000003,0.0,510.4682333333334,21,510.4682333333334,0.0,0.0,9300.0,6986.142699195347,9669.824129999999,36.39541666666668,0.0,0.0,0.0,9702.580005,222.92147749666668,0.0,1,0.0,-2313.857300804653,0.0,True,222.92147749666668
2025-02-01,16,2025-02-01 02:40:00,461.38439999999997,0.0,0.4348,0.4348,501.06135,0.0,526.0131,21,526.0131,0.0,0.0,9300.0,6986.142699195347,9702.580005,64.62870000000004,0.0,0.0,0.0,9760.745835,228.71049588000002,0.0,1,0.0,-2313.857300804653,0.0,True,228.71049588000002
2025-02-01,17,2025-02-01 02:50:00,476.94166666666666,0.0,0.4335,0.4335,514.0583333333333,0.0,537.6183333333333,21,537.6183333333333,0.0,0.0,9300.0,6986.142699195347,9760.745835,60.67666666666668,0.0,0.0,0.0,9815.354835,233.0575475,0.0,1,0.0,-2313.857300804653,0.0,True,233.0575475
2025-02-01,18,2025-02-01 03:00:00,483.39955000000003,0.0,0.4357,0.4357,521.0511333333333,0.0,546.9202333333332,21,546.9202333333332,0.0,0.0,9300.0,6986.142699195347,9815.354835,63.520683333333125,0.0,0.0,0.0,9872.52345,238.29314566333323,0.0,1,0.0,-2313.857300804653,0.0,True,238.29314566333323
2025-02-01,19,2025-02-01 03:10:00,486.6019166666667,0.0,0.4374,0.4374,519.49595,0.0,538.6267166666667,21,538.6267166666667,0.0,0.0,9300.0,6986.142699195347,9872.52345,52.02479999999997,0.0,0.0,0.0,9919.34577,235.59532587,0.0,1,0.0,-2313.857300804653,0.0,True,235.59532587
2025-02-01,20,2025-02-01 03:20:00,498.84833333333336,0.0,0.4371,0.4371,512.11,0.0,545.0250000000001,21,545.0250000000001,0.0,0.0,9300.0,6986.142699195347,9919.34577,46.17666666666673,0.0,0.0,0.0,9960.90477,238.23042750000005,0.0,1,0.0,-2313.857300804653,0.0,True,238.23042750000005
2025-02-01,21,2025-02-01 03:30:00,518.3097333333334,0.0,0.4356,0.4356,505.44893333333334,0.0,525.0621000000001,21,525.0621000000001,0.0,0.0,9300.0,6986.142699195347,9960.90477,6.752366666666717,0.0,0.0,0.0,9966.981899999999,228.71705076000003,0.0,1,0.0,-2313.857300804653,0.0,True,228.71705076000003
2025-02-01,22,2025-02-01 03:40:00,509.13346666666666,0.0,0.4353,0.4353,513.3439333333333,0.0,536.8605166666665,21,536.8605166666665,0.0,0.0,9300.0,6986.142699195347,9966.981899999999,27.72704999999985,0.0,0.0,0.0,9991.936244999999,233.69538290499995,0.0,1,0.0,-2313.857300804653,0.0,True,233.69538290499995
2025-02-01,23,2025-02-01 03:50:00,483.6166666666666,0.0,0.436,0.436,526.1366666666667,0.0,550.98,21,550.98,0.0,0.0,9300.0,6986.142699195347,9991.936244999999,67.3633333333334,0.0,0.0,0.0,10052.563245,240.22728,0.0,1,0.0,-2313.857300804653,0.0,True,240.22728
2025-02-01,24,2025-02-01 04:00:00,491.1868,0.0,0.4378,0.4378,520.9297333333333,0.0,541.6666666666665,21,541.6666666666665,0.0,0.0,9300.0,6986.142699195347,10052.563245,50.47986666666651,0.0,0.0,0.0,10097.995125,237.14166666666662,0.0,1,0.0,-2313.857300804653,0.0,True,237.14166666666662
2025-02-01,25,2025-02-01 04:10:00,504.64528333333334,0.0,0.4401,0.4401,521.74715,0.0,550.6265833333335,21,550.6265833333335,0.0,0.0,9300.0,6986.142699195347,10097.995125,45.9813000000002,0.0,0.0,0.0,10139.378295,242.3307593250001,0.0,1,0.0,-2313.857300804653,0.0,True,242.3307593250001
2025-02-01,26,2025-02-01 04:20:00,505.5783333333333,0.0,0.4389,0.4389,535.505,0.0,572.0766666666667,21,572.0766666666667,0.0,0.0,9300.0,6986.142699195347,10139.378295,66.49833333333339,0.0,0.0,0.0,10199.226795,251.08444900000003,0.0,1,0.0,-2313.857300804653,0.0,True,251.08444900000003
2025-02-01,27,2025-02-01 04:30:00,503.2309666666667,0.0,0.4364,0.4364,545.0267,0.0,573.6348333333334,21,573.6348333333334,0.0,0.0,9300.0,6986.142699195347,10199.226795,70.40386666666672,0.0,0.0,0.0,10262.590275,250.3342412666667,0.0,1,0.0,-2313.857300804653,0.0,True,250.3342412666667
2025-02-01,28,2025-02-01 04:40:00,502.84698333333336,0.00023333333333333333,0.4393,0.4393,552.6250666666666,0.00023095238095238092,579.4867142857144,21,579.4867142857144,0.0,0.0,9300.0,6986.142699195347,10262.590275,76.63996428571431,0.0,0.0,0.0,10331.566242857143,254.56851358571433,0.0,1,0.0,-2313.857300804653,0.0,True,254.56851358571433
2025-02-01,29,2025-02-01 04:50:00,499.64166666666665,0.0,0.4422,0.4422,552.055,0.0,565.7766666666665,21,565.7766666666665,0.0,0.0,9300.0,6986.142699195347,10331.566242857143,66.13499999999988,0.0,0.0,0.0,10391.087742857144,250.18644199999994,0.0,1,0.0,-2313.857300804653,0.0,True,250.18644199999994
2025-02-01,30,2025-02-01 05:00:00,488.78358333333335,0.0,0.4395,0.4395,534.5888666666666,0.0,552.2416999999999,21,552.2416999999999,0.0,0.0,9300.0,6986.142699195347,10391.087742857144,63.45811666666657,0.0,0.0,0.0,10448.200047857144,242.71022714999998,0.0,1,0.0,-2313.857300804653,0.0,True,242.71022714999998
2025-02-01,31,2025-02-01 05:10:00,498.51875,0.003316666666666667,0.4333,0.4333,534.8818666666667,0.003264285714285715,566.4081357142858,21,566.4081357142858,0.0,0.0,9300.0,6986.142699195347,10448.200047857144,67.89270238095241,0.0,0.0,0.0,10509.303480000002,245.42464520500005,0.0,1,0.0,-2313.857300804653,0.0,True,245.42464520500005
2025-02-01,32,2025-02-01 05:20:00,529.2233333333334,0.0,0.4439,0.4439,560.1850000000001,0.0,594.9233333333333,21,594.9233333333333,0.0,0.0,9300.0,6986.142699195347,10509.303480000002,65.69999999999993,0.0,0.0,0.0,10568.433480000002,264.08646766666664,0.0,1,0.0,-2313.857300804653,0.0,True,264.08646766666664
2025-02-01,33,2025-02-01 05:30:00,547.4103166666666,0.0,0.4301,0.4301,579.5323999999999,0.0,608.9287666666665,21,1442.2621,833.3333333333334,0.0,10050.0,7736.142699195347,10568.433480000002,257.2961333333316,0.0,0.0,637.5556500000016,10800.0,620.3169292099999,0.0,1,0.0,-2313.857300804653,0.0,True,620.3169292099999
2025-02-01,34,2025-02-01 05:40:00,531.2274,0.04623333333333333,0.3713,0.3713,564.9387,0.045430952380952384,588.9748476190478,21,1422.308180952381,833.3333333333334,0.0,10800.0,8486.142699195347,10800.0,0.0,0.0,0.0,891.1270142857144,10800.0,528.1030275876191,0.0,1,0.0,-2313.857300804653,0.0,True,528.1030275876191
2025-02-01,35,2025-02-01 05:50:00,510.98333333333335,0.0,0.5708,0.5708,540.6216666666667,0.0,557.7616666666665,21,0.00011175401135137412,0.0,557.7615549126552,10180.264938985938,7866.407638181285,10800.0,0.0,510.983221579322,0.0,0.0,10232.240864911864,6.378918967936435e-05,0.0,1,0.0,-2313.857300804653,0.0,True,6.378918967936435e-05
2025-02-01,36,2025-02-01 06:00:00,535.1871833333333,0.0,0.9099,0.9099,556.1276666666666,0.0,572.6067999999999,21,0.0,0.0,572.6067999999999,9544.03516120816,7938.823554506496,10232.240864911864,0.0,535.1871833333333,0.0,0.0,9637.588438985938,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,37,2025-02-01 06:10:00,533.9993499999999,0.6440166666666667,0.9368,0.9368,561.1043333333333,0.6327857142857143,578.2641047619047,21,0.0,0.0,578.2641047619047,8901.519489250488,7296.307882548825,9637.588438985938,0.0,533.3553333333333,0.0,0.0,9044.971401948902,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,38,2025-02-01 06:20:00,504.52,0.0,0.8758,0.8758,546.345,0.0,561.0299999999999,21,0.0,0.0,561.0299999999999,8278.152822583821,6672.941215882158,9044.971401948902,0.0,504.52,0.0,0.0,8484.393624171124,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,39,2025-02-01 06:30:00,519.5536833333333,0.0,0.8759,0.8759,560.0128666666667,0.0,577.5769833333333,21,0.0,0.0,577.5769833333333,7636.400618880118,6031.1890121784545,8484.393624171124,0.0,519.5536833333333,0.0,0.0,7907.111753800753,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,40,2025-02-01 06:40:00,566.415,14.934916666666666,0.8601,0.8601,610.9114833333333,10.585745238095237,618.8738404761905,21,0.0,0.0,618.8738404761905,6948.763018351017,5343.551411649354,7907.111753800753,0.0,551.4800833333333,0.0,0.0,7294.356105652605,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,41,2025-02-01 06:50:00,608.7916666666666,56.75,0.8442,0.8442,649.165,46.049107142857146,625.0840476190476,21,0.0,0.0,625.0840476190476,6254.225187663186,4649.013580961523,7294.356105652605,0.0,552.0416666666666,0.0,0.0,6680.9764760229755,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,42,2025-02-01 07:00:00,617.2140499999999,102.656,0.8334,0.8334,618.7758,87.73469047619048,556.6149738095236,21,0.0,0.0,556.6149738095236,5635.7641056526045,4030.552498950941,6680.9764760229755,0.0,514.5580499999999,0.0,0.0,6109.245309356309,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,43,2025-02-01 07:10:00,595.3964666666667,147.48791666666668,0.8092,0.8092,625.5180166666667,132.30115714285714,499.82732619047613,21,0.0,0.0,499.82732619047613,5080.400409885408,3475.1888031837448,6109.245309356309,0.0,447.90855,0.0,0.0,5611.569142689643,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,44,2025-02-01 07:20:00,579.5366666666666,190.11249999999998,0.7972,0.7972,675.8149999999999,178.89553571428573,514.1965476190476,21,0.0,0.0,514.1965476190476,4509.070912530911,2903.8593058292477,5611.569142689643,0.0,389.4241666666667,0.0,0.0,5178.875624171124,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,45,2025-02-01 07:30:00,609.0003666666667,231.34661666666668,0.7644,0.7644,669.2161,226.37054047619048,468.14795476190477,21,0.0,0.0,468.14795476190477,3988.906518351017,2383.694911649354,5178.875624171124,0.0,377.65374999999995,0.0,0.0,4759.2603463933465,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,46,2025-02-01 07:40:00,640.2366833333333,279.07533333333333,0.6899,0.6899,637.9203333333334,275.2221238095238,370.2687428571429,21,0.0,0.0,370.2687428571429,3577.4968040653025,1972.285197363639,4759.2603463933465,0.0,361.16134999999997,0.0,0.0,4357.969957504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,47,2025-02-01 07:50:00,633.9416666666667,334.01875,0.86,0.86,622.8166666666667,325.6910714285715,317.52089285714294,21,0.0,0.0,317.52089285714294,3224.6958120018103,1619.4842053001469,4357.969957504458,0.0,299.9229166666667,0.0,0.0,4024.7222723192726,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,48,2025-02-01 08:00:00,590.91065,388.68441666666666,1.1617,1.1617,631.4833333333333,376.7973380952381,276.4786642857141,21,0.0,0.0,276.4786642857141,2917.4972961287945,1312.285689427131,4024.7222723192726,0.0,202.22623333333337,0.0,0.0,3800.026457504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,49,2025-02-01 08:10:00,568.5581666666667,438.7655666666667,1.1683,1.1683,643.00775,425.62871666666666,226.48075000000006,21,0.0,0.0,226.48075000000006,2665.852018351017,1200.0,3800.026457504458,0.0,129.7926,0.0,0.0,3655.812457504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,50,2025-02-01 08:20:00,574.2283333333334,487.94374999999997,1.0956,1.0956,645.4266666666666,474.6285714285714,185.53303571428575,21,0.0,0.0,185.53303571428575,2459.704200890699,1200.0,3655.812457504458,0.0,86.28458333333339,0.0,0.0,3559.9406982451987,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,51,2025-02-01 08:30:00,577.8523166666666,541.8831666666666,1.0849,1.0849,646.2680166666667,528.6532833333333,145.1605547619045,21,0.0,0.0,145.1605547619045,2298.4146955996944,1200.0,3559.9406982451987,0.0,35.96915000000001,0.0,0.0,3519.9749760229765,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,52,2025-02-01 08:40:00,649.0800333333333,586.6261000000001,1.061,1.061,666.7913833333333,579.2791857142859,109.16263333333325,21,0.0,0.0,109.16263333333325,2177.1228807848797,1200.0,3519.9749760229765,0.0,62.453933333333225,0.0,0.0,3450.5817167637174,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,53,2025-02-01 08:50:00,737.1266666666667,621.9499999999999,1.043,1.043,706.765,623.63125,109.56684523809542,21,0.0,0.0,109.56684523809542,2055.3819416314404,1200.0,3450.5817167637174,0.0,115.17666666666673,0.0,0.0,3322.6076426896434,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,54,2025-02-01 09:00:00,711.2534166666666,665.4293,1.036,1.036,739.5861,667.8865642857144,73.12785952380932,21,0.0,0.0,73.12785952380932,1974.1287643827634,1200.0,3322.6076426896434,0.0,45.824116666666555,0.0,0.0,3271.6919575044585,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,55,2025-02-01 09:10:00,698.3616999999999,729.7222,1.0147,1.0147,734.5761333333334,718.1157738095238,31.10162142857166,21,0.0,0.0,31.10162142857166,1939.571407239906,1200.0,3271.6919575044585,31.360500000000116,0.0,0.0,0.0,3299.9164075044587,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,56,2025-02-01 09:20:00,736.3866666666667,798.0875,0.9922,0.9922,715.0316666666666,766.9741071428571,-43.44535714285746,21,0.0,43.44535714285746,0.0,1978.6722286684776,1200.0,3299.9164075044587,61.70083333333332,0.0,0.0,0.0,3355.4471575044586,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,57,2025-02-01 09:30:00,733.2125666666667,838.3206833333334,0.97,0.97,734.7522833333334,801.0880166666666,-27.536116666666317,21,0.0,27.536116666666317,0.0,2003.4547336684773,1200.0,3355.4471575044586,105.10811666666666,0.0,0.0,0.0,3450.0444625044584,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,58,2025-02-01 09:40:00,697.1223666666666,867.3196166666667,0.9422,0.9422,752.3201666666668,835.4472404761904,-49.410635714285945,21,0.0,49.410635714285945,0.0,2047.9243058113345,1200.0,3450.0444625044584,170.19725000000005,0.0,0.0,0.0,3603.2219875044584,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,59,2025-02-01 09:50:00,678.5883333333334,894.0187500000001,0.9569,0.9569,739.6616666666667,876.7151785714286,-122.82035714285678,21,0.0,122.82035714285678,0.0,2158.4626272399055,1200.0,3603.2219875044584,215.4304166666667,0.0,0.0,0.0,3797.1093625044587,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,60,2025-02-01 10:00:00,711.4322000000001,911.8498333333333,0.9977,0.9977,714.3372833333333,917.4975857142857,-184.76797619047636,21,0.0,184.76797619047636,0.0,2324.753805811334,1200.0,3797.1093625044587,200.41763333333324,0.0,0.0,0.0,3977.4852325044585,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,61,2025-02-01 10:10:00,706.70705,933.6272333333333,0.9919,0.9919,722.37045,956.0414547619047,-213.11883095238068,21,0.0,213.11883095238068,0.0,2516.5607536684765,1200.0,3977.4852325044585,226.92018333333328,0.0,0.0,0.0,4181.713397504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,62,2025-02-01 10:20:00,666.9933333333333,959.21875,0.9588,0.9588,746.5383333333333,983.5044642857143,-203.174642857143,21,0.0,203.174642857143,0.0,2699.4179322399054,1200.0,4181.713397504458,292.22541666666666,0.0,0.0,0.0,4444.716272504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,63,2025-02-01 10:30:00,678.7204333333333,979.8081666666667,0.9549,0.9549,728.0016999999999,990.3674071428571,-237.09556904761916,21,0.0,237.09556904761916,0.0,2912.803944382763,1307.5923376810995,4444.716272504458,301.0877333333334,0.0,0.0,0.0,4715.6952325044585,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,64,2025-02-01 10:40:00,678.1305,1021.3479000000001,0.9839,0.9839,718.3744499999999,998.2860880952381,-266.5555023809526,21,0.0,266.5555023809526,0.0,3152.70389652562,1547.4922898239568,4715.6952325044585,343.2174000000001,0.0,0.0,0.0,5024.590892504459,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,65,2025-02-01 10:50:00,652.9250000000001,1060.2749999999999,0.799,0.799,732.3616666666667,1018.6062499999999,-264.06369047619035,21,0.0,264.06369047619035,0.0,3390.3612179541915,1785.149611252528,5024.590892504459,407.3499999999998,0.0,0.0,0.0,5391.2058925044585,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,66,2025-02-01 11:00:00,657.69435,1046.1778166666666,0.5025,0.5025,728.2269666666666,1040.8077904761906,-286.1044880952386,21,0.0,286.1044880952386,0.0,3647.855257239906,2042.6436505382428,5391.2058925044585,388.4834666666666,0.0,0.0,0.0,5740.841012504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,67,2025-02-01 11:10:00,656.1017166666667,1051.3417833333333,0.4662,0.4662,701.08795,1041.4380952380952,-303.95182380952383,21,0.0,303.95182380952383,0.0,3921.4118986684775,2316.2002919668143,5740.841012504458,395.2400666666666,0.0,0.0,0.0,6096.557072504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,68,2025-02-01 11:20:00,654.535,1099.0625,0.5007,0.5007,689.1333333333333,1033.4678571428572,-314.08071428571407,21,0.0,314.08071428571407,0.0,4204.08454152562,2598.8729348239563,6096.557072504458,444.52750000000003,0.0,0.0,0.0,6496.631822504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,69,2025-02-01 11:30:00,692.20855,1136.31565,0.4827,0.4827,728.54725,1052.3899095238096,-288.01125476190475,21,0.0,288.01125476190475,0.0,4463.294670811334,2858.0830641096704,6496.631822504458,444.10710000000006,0.0,0.0,0.0,6896.328212504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,70,2025-02-01 11:40:00,680.1494833333334,1128.4168166666666,0.4785,0.4785,720.8315166666666,1067.3218238095237,-303.25706428571425,21,0.0,303.25706428571425,0.0,4736.226028668477,3131.014421966813,6896.328212504458,448.2673333333332,0.0,0.0,0.0,7299.768812504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,71,2025-02-01 11:50:00,640.0333333333333,1100.65625,0.4662,0.4662,667.6016666666667,1061.3401785714284,-359.41690476190433,21,0.0,359.41690476190433,0.0,5059.701242954191,3454.4896362525274,7299.768812504458,460.6229166666667,0.0,0.0,0.0,7714.329437504458,0.0,0.0,2,-35.75860899470897,-1610.4073458747923,-0.1453003715524206,True,0.0
2025-02-01,72,2025-02-01 12:00:00,676.8413833333333,1105.4832,0.4432,0.4432,668.4196000000001,1048.1504166666668,-317.12891190476194,21,516.2044214285714,833.3333333333334,0.0,5809.701242954191,3110.7722306841797,7714.329437504458,833.3333333333334,0.0,0.0,111.51290476190468,8464.329437504457,228.78179957714286,0.0,3,-43.42352619047619,-2696.5275004068585,0.055304395424241815,True,228.78179957714286
2025-02-01,73,2025-02-01 12:10:00,663.0938,1089.4810666666667,0.4411,0.4411,680.3710166666666,1039.5943238095238,-290.8377690476191,21,542.4955642857143,833.3333333333334,0.0,6559.701242954191,3860.7722306841797,8464.329437504457,833.3333333333334,0.0,0.0,135.54949761904766,9214.329437504457,239.29479340642857,0.0,3,-43.42352619047619,-2696.5275004068585,0.055304395424241815,True,239.29479340642857
2025-02-01,74,2025-02-01 12:20:00,594.0216666666666,1052.4125000000001,0.4551,0.4551,676.51,1036.8455357142857,-333.16720238095263,21,206.07684195565693,539.2440443366096,0.0,7045.020882857141,4346.091870587129,9214.329437504457,664.4676752889904,0.0,0.0,0.0,9812.35034526455,93.78557077401948,0.0,3,-43.42352619047619,-2696.5275004068585,0.055304395424241815,True,93.78557077401948
