date,same_plan_initial_soc_kwh,planned_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost,ldr_final_soc_kwh,beta1_final_soc_kwh,beta0_final_soc_kwh
2025-01-24,1718.4262108306912,59678.848409594226,0.0,0.0,0.0,59678.848409594226,59678.848409594226,59678.848409594226,8568.962199285716,8568.962199285716,8568.962199285716
2025-01-25,8568.962199285716,56007.22367999337,0.0,0.0,0.0,56007.22367999337,56007.22367999337,56007.22367999337,8162.440947534392,8162.440947534392,8162.440947534392
2025-01-26,8162.440947534392,55573.53193164198,1628.9898900499657,1628.9898900499657,626.4015011638213,57202.521821691946,57202.521821691946,56199.933432805796,1603.0287608783099,1603.0287608783099,1467.8524905079355
2025-01-27,1603.0287608783099,58682.14743749317,771.8332560831002,771.8332560831002,0.0,59453.98069357627,59453.98069357627,58682.14743749317,1412.248113989419,1412.248113989419,1375.8079176931215
2025-01-28,1412.248113989419,58248.41342166478,1812.2281116855831,1812.2281116855831,130.23501666959586,60060.64153335036,60060.64153335036,58378.64843833438,1587.3041434444447,1587.3041434444447,1533.7868926507938
2025-01-29,1587.3041434444447,58624.30223893647,0.0,80.32102047618929,0.0,58624.30223893647,58704.62325941266,58624.30223893647,1772.1539938095234,1772.1539938095234,1772.1539938095234
2025-01-30,1772.1539938095234,57598.383725966705,550.9037813257038,1238.2547988333174,550.9037813257038,58149.28750729241,58836.63852480002,58149.28750729241,1656.4625006613755,1724.8380800264558,1656.4625006613755
2025-01-31,1656.4625006613755,56983.882269726295,0.0,0.0,0.0,56983.882269726295,56983.882269726295,56983.882269726295,8481.289084047618,8481.289084047618,8481.289084047618
2025-02-01,8481.289084047618,53578.181090313185,0.0,0.0,0.0,53578.181090313185,53578.181090313185,53578.181090313185,8575.270283465608,8575.270283465608,8575.270283465608
2025-02-02,8575.270283465608,53112.597649331845,0.0,679.9336733202409,0.0,53112.597649331845,53792.53132265209,53112.597649331845,2038.8419531216973,2144.207849947094,2038.8419531216973
2025-02-03,2038.8419531216973,55170.771407554756,0.0,132.20366550595563,0.0,55170.771407554756,55302.97507306071,55170.771407554756,1801.0486721164054,1801.0486721164054,1801.0486721164054
2025-02-04,1801.0486721164054,54838.95048589745,57.929776392856795,1101.182460820207,0.0,54896.8802622903,55940.132946717655,54838.95048589745,1605.0016867195836,1747.9266490476193,1589.0199565608518
2025-02-05,1605.0016867195836,54381.379948344984,0.0,757.7973849930718,0.0,54381.379948344984,55139.177333338055,54381.379948344984,1600.1104060317487,1626.5858954497382,1600.1104060317487
2025-02-06,1600.1104060317487,54372.85839248111,122.28557603333262,514.6938583130985,122.28557603333262,54495.14396851444,54887.55225079421,54495.14396851444,1530.5122845238097,1587.468832142857,1530.5122845238097
2025-02-07,1530.5122845238097,54037.09234731934,0.0,0.0,0.0,54037.09234731934,54037.09234731934,54037.09234731934,8042.167412671957,8042.167412671957,8042.167412671957
2025-02-08,8042.167412671957,50289.60436188652,0.0,0.0,0.0,50289.60436188652,50289.60436188652,50289.60436188652,8027.165615238096,8027.165615238096,8027.165615238096
2025-02-09,8027.165615238096,50004.182860827335,0.0,1009.2338269766057,0.0,50004.182860827335,51013.41668780394,50004.182860827335,1436.5685285978852,1445.2302481746028,1436.5685285978852
2025-02-10,1436.5685285978852,53183.38317643928,82.77918785940702,348.5566642607115,82.77918785940702,53266.16236429869,53531.93984069999,53266.16236429869,1200.0,1200.7154473544965,1200.0
2025-02-11,1200.0,52545.75249702031,625.0759042170146,930.4142914716878,625.0759042170146,53170.828401237326,53476.166788491995,53170.828401237326,1382.04850962963,1382.04850962963,1382.04850962963
2025-02-12,1382.04850962963,51832.21177483621,70.50634615952399,1263.439957103577,70.50634615952399,51902.718120995734,53095.65173193978,51902.718120995734,1329.14881984127,1377.5517847089961,1329.14881984127
2025-02-13,1329.14881984127,51238.957751172784,0.0,512.6427624202494,0.0,51238.957751172784,51751.60051359303,51238.957751172784,1508.7076284391526,1517.7354697089954,1508.7076284391526
2025-02-14,1508.7076284391526,49856.1671654517,0.0,0.0,0.0,49856.1671654517,49856.1671654517,49856.1671654517,8275.12130878307,8275.12130878307,8275.12130878307
2025-02-15,8275.12130878307,46347.6716601337,0.0,0.0,0.0,46347.6716601337,46347.6716601337,46347.6716601337,7867.685461481484,7867.685461481484,7867.685461481484
2025-02-16,7867.685461481484,46258.022329503234,1675.0051294221712,5308.151203281887,1945.953852864159,47933.027458925404,51566.17353278512,48203.97618236739,1424.5600701587357,1550.642271005294,1406.5189879365082
2025-02-17,1424.5600701587357,48851.04141289761,0.0,757.3098523155548,0.0,48851.04141289761,49608.35126521317,48851.04141289761,1255.4627531216956,1351.0879356613787,1255.4627531216956
2025-02-18,1255.4627531216956,48581.33729170155,0.0,404.85276349321293,0.0,48581.33729170155,48986.19005519476,48581.33729170155,1593.3501941798963,1607.0984693121713,1593.3501941798963
2025-02-19,1593.3501941798963,47861.85051415727,3260.9146380972834,3871.007122786047,3559.3854214972775,51122.76515225455,51732.857636943314,51421.23593565454,1200.0,1200.0,1200.0
2025-02-20,1200.0,48024.34033885237,123.2837033702361,1032.4496688433744,123.2837033702361,48147.62404222261,49056.790007695745,48147.62404222261,1649.859815105818,1677.757067142855,1649.859815105818
2025-02-21,1649.859815105818,47682.61879365802,0.0,0.0,0.0,47682.61879365802,47682.61879365802,47682.61879365802,8242.423291931216,8242.423291931216,8242.423291931216
2025-02-22,8242.423291931216,44107.56576793139,0.0,0.0,0.0,44107.56576793139,44107.56576793139,44107.56576793139,8035.817465079368,8035.817465079368,8035.817465079368
2025-02-23,8035.817465079368,44068.13539935632,47.695181528570764,960.7877700785801,47.695181528570764,44115.83058088489,45028.9231694349,44115.83058088489,1374.778108439155,1376.2347221957693,1374.778108439155
2025-02-24,1374.778108439155,47030.82369650406,448.7480931874716,1209.4597687023877,448.7480931874716,47479.57178969154,48240.28346520645,47479.57178969154,1301.5067808465612,1439.2437305820104,1301.5067808465612
2025-02-25,1301.5067808465612,46759.63734048428,83.16007720238017,1017.8400668977338,83.16007720238017,46842.79741768666,47777.477407382015,46842.79741768666,1438.2125779365092,1532.7146334920658,1438.2125779365092
2025-02-26,1438.2125779365092,45914.898758878815,744.565245273274,1623.2125717671504,744.565245273274,46659.46400415209,47538.11133064597,46659.46400415209,1451.4306057671954,1565.9440581481454,1451.4306057671954
2025-02-27,1451.4306057671954,45273.60960103615,2725.8985712142758,3920.901683336427,2725.8985712142758,47999.508172250426,49194.51128437258,47999.508172250426,1756.3752501587308,1833.2453930158747,1756.3752501587308
2025-02-28,1756.3752501587308,44767.12162242441,0.0,0.0,0.0,44767.12162242441,44767.12162242441,44767.12162242441,8258.084866957674,8258.084866957674,8258.084866957674
2025-03-01,8258.084866957674,41412.79209453403,0.0,0.0,0.0,41412.79209453403,41412.79209453403,41412.79209453403,8146.706644550268,8146.706644550268,8146.706644550268
2025-03-02,8146.706644550268,41101.304193385455,23982.27968079764,24428.091182062188,30255.803720070602,65083.583874183096,65529.39537544764,71357.10791345606,1340.8088668783066,1476.4824092063495,1340.8088668783066
2025-03-03,1340.8088668783066,44541.94434460785,19151.043377213384,19727.399375284367,23634.055409816065,63692.987721821235,64269.34371989222,68175.99975442392,1284.8708760582012,1322.4967614550262,1284.8708760582012
2025-03-04,1284.8708760582012,45478.13902856117,138.12515678068218,1803.296004156197,0.0,45616.26418534185,47281.43503271737,45478.13902856117,1398.3272267989403,1398.3272267989403,1398.3272267989403
2025-03-05,1398.3272267989403,45968.15974319138,0.0,360.4591889761882,0.0,45968.15974319138,46328.61893216757,45968.15974319138,1478.4188658994722,1481.571924074075,1478.4188658994722
2025-03-06,1478.4188658994722,45609.27333901869,0.0,930.6092245297632,0.0,45609.27333901869,46539.88256354845,45609.27333901869,1608.484534894183,1700.2869969047656,1608.484534894183
2025-03-07,1608.484534894183,45402.296631101075,0.0,0.0,0.0,45402.296631101075,45402.296631101075,45402.296631101075,8476.91844246032,8476.91844246032,8476.91844246032
2025-03-08,8476.91844246032,41955.736922297874,0.0,0.0,0.0,41955.736922297874,41955.736922297874,41955.736922297874,8329.219507354497,8329.219507354497,8329.219507354497
2025-03-09,8329.219507354497,41494.36791663328,0.0,544.1138492526198,0.0,41494.36791663328,42038.4817658859,41494.36791663328,1549.9428904232777,1643.729194656084,1549.9428904232777
2025-03-10,1549.9428904232777,43599.991711062845,3087.3447366932874,5004.009411495225,2725.2804312137164,46687.33644775613,48604.00112255807,46325.27214227656,1304.351510873016,1460.098659021165,1304.351510873016
2025-03-11,1304.351510873016,43466.88623971684,0.0,1065.613988702394,0.0,43466.88623971684,44532.50022841924,43466.88623971684,1651.877766693115,1764.3019009523782,1651.877766693115
2025-03-12,1651.877766693115,42791.73219086917,358.7069630781119,1018.8772265645887,358.7069630781119,43150.43915394728,43810.609417433756,43150.43915394728,1288.564041111111,1332.2371945502643,1288.564041111111
2025-03-13,1288.564041111111,42500.10300152484,9811.556929276288,9549.651770407592,11321.014595565357,52311.65993080113,52049.754771932436,53821.1175970902,1504.3709022486778,1504.3709022486778,1504.3709022486778
2025-03-14,1504.3709022486778,42776.62805407106,0.0,0.0,0.0,42776.62805407106,42776.62805407106,42776.62805407106,8523.09366410053,8523.09366410053,8523.09366410053
2025-03-15,8523.09366410053,38953.30865584152,0.0,0.0,0.0,38953.30865584152,38953.30865584152,38953.30865584152,7906.290058333333,7906.290058333333,7906.290058333333
2025-03-16,7906.290058333333,39397.56577909786,740.114629989544,3294.7292453952296,0.0,40137.6804090874,42692.29502449309,39397.56577909786,1756.4711199735432,1763.182760185184,1756.4711199735432
2025-03-17,1756.4711199735432,42334.293377239424,0.0,130.36137919082114,0.0,42334.293377239424,42464.654756430245,42334.293377239424,1711.7665405555572,1729.026545846561,1711.7665405555572
2025-03-18,1711.7665405555572,41346.27022972864,3076.9443575677096,3718.046054110705,3076.9443575677096,44423.214587296345,45064.31628383934,44423.214587296345,1699.0174684920617,1699.0174684920617,1699.0174684920617
2025-03-19,1699.0174684920617,41130.7691660872,485.3852435901897,1183.8423260670024,485.3852435901897,41616.15440967739,42314.6114921542,41616.15440967739,1747.7063174603134,1756.8575529100488,1747.7063174603134
2025-03-20,1747.7063174603134,40791.663757035,1076.5903201037454,1888.4168480460567,1121.1544291314508,41868.25407713874,42680.08060508106,41912.81818616645,1600.69858989418,1678.1009861111122,1600.69858989418
2025-03-21,1600.69858989418,40436.58386349432,0.0,0.0,0.0,40436.58386349432,40436.58386349432,40436.58386349432,8103.749691058201,8103.749691058201,8103.749691058201
2025-03-22,8103.749691058201,36952.40434606134,0.0,0.0,0.0,36952.40434606134,36952.40434606134,36952.40434606134,8226.244874894175,8226.244874894175,8226.244874894175
2025-03-23,8226.244874894175,36456.83052314786,1.8720049488636756,1179.0508137750103,1.8720049488636756,36458.70252809672,37635.88133692287,36458.70252809672,1432.5156207407415,1469.707152486771,1432.5156207407415
2025-03-24,1432.5156207407415,39136.0412056198,292.3420977140755,2397.219641429748,0.0,39428.383303333874,41533.26084704955,39136.0412056198,1387.861863077738,1564.294507989416,1336.692374656084
2025-03-25,1387.861863077738,38830.08664953482,3358.6341352536124,3687.406100590927,4436.325107786711,42188.72078478843,42517.49275012574,43266.411757321526,1283.321035767196,1283.321035767196,1283.321035767196
2025-03-26,1283.321035767196,38817.599923321635,0.0,42.777267866666506,0.0,38817.599923321635,38860.3771911883,38817.599923321635,1447.85596420635,1447.85596420635,1447.85596420635
2025-03-27,1447.85596420635,38364.26115761483,270.8803935336174,1493.6333698738113,270.8803935336174,38635.141551148445,39857.894527488636,38635.141551148445,1442.3339271428567,1469.8385037566134,1442.3339271428567
2025-03-28,1442.3339271428567,38202.360373434116,0.0,0.0,0.0,38202.360373434116,38202.360373434116,38202.360373434116,8352.362560343918,8352.362560343918,8352.362560343918
2025-03-29,8352.362560343918,34799.84562939852,0.0,0.0,0.0,34799.84562939852,34799.84562939852,34799.84562939852,8113.288296878308,8113.288296878308,8113.288296878308
2025-03-30,8113.288296878308,34260.21185039,0.0,1398.94940505714,0.0,34260.21185039,35659.161255447136,34260.21185039,1601.9239146825375,1665.2555501851848,1601.9239146825375
2025-03-31,1601.9239146825375,37076.42894565174,1771.8722805511136,3415.6079861297544,2815.1929818075846,38848.30122620286,40492.0369317815,39891.62192745933,1532.566278227513,1683.6921565343932,1532.566278227513
2025-04-01,1532.566278227513,37016.35689943048,12610.239444946328,11899.538675460964,13710.390772214327,49626.59634437681,48915.895574891445,50726.74767164481,1440.2589238888881,1440.2589238888881,1440.2589238888881
2025-04-02,1440.2589238888881,37334.5277084956,12322.289214508966,10714.724457772394,12421.604888586357,49656.81692300457,48049.252166267994,49756.13259708196,1393.5143697619042,1400.1459173809526,1393.5143697619042
2025-04-03,1393.5143697619042,37958.963263527614,0.0,2505.704592572629,0.0,37958.963263527614,40464.66785610024,37958.963263527614,1438.959891825398,1534.8583265343934,1438.959891825398
2025-04-04,1438.959891825398,37538.25644377395,0.0,0.0,0.0,37538.25644377395,37538.25644377395,37538.25644377395,8277.925930343914,8277.925930343914,8277.925930343914
2025-04-05,8277.925930343914,33900.3473150033,0.0,0.0,0.0,33900.3473150033,33900.3473150033,33900.3473150033,7946.084138412699,7946.084138412699,7946.084138412699
2025-04-06,7946.084138412699,34375.4280577037,0.0,910.2297353488141,0.0,34375.4280577037,35285.657793052516,34375.4280577037,1413.3574941269849,1461.3458539153448,1413.3574941269849
2025-04-07,1413.3574941269849,37255.863514426586,0.0,293.08112221309494,0.0,37255.863514426586,37548.94463663968,37255.863514426586,1555.3241010846589,1555.3241010846589,1555.3241010846589
2025-04-08,1555.3241010846589,37005.48907897154,2101.964116249337,3775.381483410093,2101.964116249337,39107.45319522088,40780.870562381635,39107.45319522088,1238.8657303174602,1297.0241350793642,1238.8657303174602
2025-04-09,1238.8657303174602,36825.080156970216,10297.173882876355,9889.140455385652,11928.834182105107,47122.25403984657,46714.22061235587,48753.91433907532,1320.7260414021166,1332.3041727777795,1320.7260414021166
2025-04-10,1320.7260414021166,36967.303635315766,1335.884163264126,1734.8291880952477,1335.884163264126,38303.18779857989,38702.13282341101,38303.18779857989,1615.1104297354498,1692.2393118518505,1615.1104297354498
2025-04-11,1615.1104297354498,36769.224664667956,0.0,0.0,0.0,36769.224664667956,36769.224664667956,36769.224664667956,8262.264442566136,8262.264442566136,8262.264442566136
2025-04-12,8262.264442566136,33494.65726129029,0.0,0.0,0.0,33494.65726129029,33494.65726129029,33494.65726129029,8230.679637380954,8230.679637380954,8230.679637380954
2025-04-13,8230.679637380954,33207.47069650961,0.0,1336.1354324211188,0.0,33207.47069650961,34543.60612893073,33207.47069650961,1566.6958441798968,1598.5094910846572,1566.6958441798968
2025-04-14,1566.6958441798968,36366.77172880374,172.43872924880918,599.3913051238067,0.0,36539.21045805255,36966.16303392754,36366.77172880374,1505.0586658201069,1568.3351869841285,1505.0586658201069
2025-04-15,1505.0586658201069,36316.40807885236,0.0,700.349948550873,0.0,36316.40807885236,37016.75802740323,36316.40807885236,1524.0054779365112,1583.8908218518538,1524.0054779365112
2025-04-16,1524.0054779365112,35744.76846608667,0.0,1508.0926363571896,0.0,35744.76846608667,37252.861102443865,35744.76846608667,1361.9451456613751,1404.0953678835976,1361.9451456613751
2025-04-17,1361.9451456613751,35709.18325723364,94.38375192379857,923.2726138031278,94.38375192379857,35803.56700915744,36632.45587103677,35803.56700915744,1712.8820252116407,1735.9783294444446,1712.8820252116407
2025-04-18,1712.8820252116407,35425.06971255131,0.0,0.0,0.0,35425.06971255131,35425.06971255131,35425.06971255131,8572.666977222223,8572.666977222223,8572.666977222223
2025-04-19,8572.666977222223,32214.25027557613,0.0,0.0,0.0,32214.25027557613,32214.25027557613,32214.25027557613,8118.422139708995,8118.422139708995,8118.422139708995
2025-04-20,8118.422139708995,32231.487685005624,0.0,1845.7813550071442,0.0,32231.487685005624,34077.26904001277,32231.487685005624,1651.6826506878344,1651.6826506878344,1651.6826506878344
2025-04-21,1651.6826506878344,35186.83531254332,30.824864208663847,259.9221704364971,30.824864208663847,35217.66017675198,35446.75748297982,35217.66017675198,1275.9960085714288,1275.9960085714288,1275.9960085714288
2025-04-22,1275.9960085714288,34906.750484879645,232.20740458333336,908.8056858354707,0.0,35138.95788946298,35815.556170715114,34906.750484879645,1321.5322115608471,1330.44598521164,1321.5322115608471
2025-04-23,1321.5322115608471,34735.22929046228,0.0,307.18880051012576,0.0,34735.22929046228,35042.41809097241,34735.22929046228,1550.0518934920653,1562.9447936772501,1550.0518934920653
2025-04-24,1550.0518934920653,34127.92274283428,76.10592711685267,744.8874688119116,76.10592711685267,34204.028669951134,34872.81021164619,34204.028669951134,1578.7572360317463,1648.546178941803,1578.7572360317463
2025-04-25,1578.7572360317463,33524.72396133481,0.0,0.0,0.0,33524.72396133481,33524.72396133481,33524.72396133481,8136.972183968255,8136.972183968255,8136.972183968255
2025-04-26,8136.972183968255,30041.925616836234,0.0,0.0,0.0,30041.925616836234,30041.925616836234,30041.925616836234,7985.556739497357,7985.556739497357,7985.556739497357
2025-04-27,7985.556739497357,29686.598397180132,4010.676472502919,3378.917659866989,4094.8294865432285,33697.27486968305,33065.51605704712,33781.42788372336,1466.3916176984135,1557.5715012962987,1466.3916176984135
2025-04-28,1466.3916176984135,32731.28840741221,33051.60836182631,31392.770892648063,35252.10225758607,65782.89676923852,64124.05930006027,67983.39066499828,1480.283542275133,1497.0136904232818,1480.283542275133
2025-04-29,1480.283542275133,33613.914618596566,2294.7025584398934,2811.0876289540565,3701.657663730251,35908.61717703646,36425.00224755062,37315.572282326815,1589.3018165873018,1612.2017028306882,1589.3018165873018
2025-04-30,1589.3018165873018,33252.94584234596,229.06072334522227,382.99193467260255,229.06072334522227,33482.00656569118,33635.93777701856,33482.00656569118,1316.0801594179904,1316.0801594179904,1316.0801594179904
2025-05-01,1316.0801594179904,32987.81811476611,14515.810220104418,17061.37782372403,15277.943573657118,47503.628334870526,50049.19593849014,48265.76168842323,1383.0635164285716,1383.0635164285716,1383.0635164285716
2025-05-02,1383.0635164285716,33611.08496491172,0.0,0.0,0.0,33611.08496491172,33611.08496491172,33611.08496491172,6910.250782830688,6910.250782830688,6910.250782830688
2025-05-03,6910.250782830688,32093.352156611432,0.0,0.0,0.0,32093.352156611432,32093.352156611432,32093.352156611432,6807.961324126983,6807.961324126983,6807.961324126983
2025-05-04,6807.961324126983,32924.758036615676,4566.743556167624,4838.17259651925,4672.375713608564,37491.5015927833,37762.93063313493,37597.13375022424,1226.3080714285713,1226.3080714285713,1226.3080714285713
2025-05-05,1226.3080714285713,35999.5922371286,3379.4503975322846,9480.53573866538,3480.7131521701544,39379.04263466089,45480.12797579398,39480.30538929875,1228.57443,1228.57443,1228.57443
2025-05-06,1228.57443,36319.86596457532,1066.7007181243832,5974.924375089569,1066.7007181243832,37386.566682699704,42294.79033966489,37386.566682699704,1300.8569943915338,1300.8569943915338,1300.8569943915338
2025-05-07,1300.8569943915338,37014.768127789066,3155.066807507468,3726.243671442856,3615.57147215389,40169.83493529653,40741.01179923192,40630.339599942956,1412.260192724867,1440.2814652116394,1412.260192724867
2025-05-08,1412.260192724867,37697.64537813401,754.3917752680942,2644.9869095392864,556.4308677666662,38452.0371534021,40342.632287673296,38254.07624590067,1819.0901058201057,1819.0901058201057,1819.0901058201057
2025-05-09,1819.0901058201057,37966.27943110048,0.0,0.0,0.0,37966.27943110048,37966.27943110048,37966.27943110048,8649.641448068784,8649.641448068784,8649.641448068784
2025-05-10,8649.641448068784,34254.3645789747,0.0,0.0,0.0,34254.3645789747,34254.3645789747,34254.3645789747,8025.256419285712,8025.256419285712,8025.256419285712
2025-05-11,8025.256419285712,34755.482297457624,277.3685107416656,1918.412000947129,277.3685107416656,35032.85080819929,36673.89429840475,35032.85080819929,1695.1390479629658,1843.4710691269852,1695.1390479629658
2025-05-12,1695.1390479629658,38215.36146480653,0.0,1066.713690950538,0.0,38215.36146480653,39282.07515575706,38215.36146480653,2217.2127912962974,2246.9190637830693,2217.2127912962974
2025-05-13,2217.2127912962974,37809.1793922043,0.0,424.47680760953017,0.0,37809.1793922043,38233.65619981383,37809.1793922043,1972.9281492857112,2026.8268582804208,1972.9281492857112
2025-05-14,1972.9281492857112,37778.85048544487,0.0,784.2015139214183,0.0,37778.85048544487,38563.05199936629,37778.85048544487,1825.5442694973563,1825.5442694973563,1825.5442694973563
2025-05-15,1825.5442694973563,37483.14470089927,0.0,2366.696447894734,0.0,37483.14470089927,39849.841148794,37483.14470089927,2239.1295469047604,2249.344361719576,2239.1295469047604
2025-05-16,2239.1295469047604,37243.07684240445,0.0,0.0,0.0,37243.07684240445,37243.07684240445,37243.07684240445,8101.2807392857185,8101.2807392857185,8101.2807392857185
2025-05-17,8101.2807392857185,33945.78752117797,0.0,0.0,0.0,33945.78752117797,33945.78752117797,33945.78752117797,7769.855396587301,7769.855396587301,7769.855396587301
2025-05-18,7769.855396587301,33970.774040724704,0.0,2656.77357156841,0.0,33970.774040724704,36627.547612293114,33970.774040724704,1869.1760333597867,1869.1760333597867,1869.1760333597867
2025-05-19,1869.1760333597867,36577.272000456665,82.6533905833332,252.1887149654766,82.6533905833332,36659.92539104,36829.460715422145,36659.92539104,1769.4479783597897,1771.4028725396845,1769.4479783597897
2025-05-20,1769.4479783597897,35880.5155074569,215.92110848979584,2260.8163820625527,0.0,36096.436615946695,38141.33188951945,35880.5155074569,1560.506940343916,1649.9513080687834,1560.506940343916
2025-05-21,1560.506940343916,36318.401478228145,1943.4674358355285,3050.8100676387558,2012.6413933152096,38261.86891406367,39369.2115458669,38331.04287154335,1455.3108980158727,1682.1380117724907,1455.3108980158727
2025-05-22,1455.3108980158727,36370.805253617305,0.0,1312.0547513381011,0.0,36370.805253617305,37682.86000495541,36370.805253617305,2487.1985937830696,2487.1985937830696,2487.1985937830696
2025-05-23,2487.1985937830696,35265.18606886073,0.0,0.0,0.0,35265.18606886073,35265.18606886073,35265.18606886073,8450.117537804237,8450.117537804237,8450.117537804237
2025-05-24,8450.117537804237,32725.263964332695,0.0,0.0,0.0,32725.263964332695,32725.263964332695,32725.263964332695,7923.36958656085,7923.36958656085,7923.36958656085
2025-05-25,7923.36958656085,32438.291485602225,84.05219626666586,847.3765643654792,84.05219626666586,32522.34368186889,33285.6680499677,32522.34368186889,1840.7503533597892,1840.7503533597892,1840.7503533597892
2025-05-26,1840.7503533597892,34801.8775582052,9784.428353897465,10910.294651167173,9961.8263587808,44586.30591210266,45712.172209372366,44763.70391698599,1519.6793688095227,1919.4729111375668,1519.6793688095227
2025-05-27,1519.6793688095227,35544.36381015516,165.22886872381883,518.8785141172445,165.22886872381883,35709.59267887898,36063.2423242724,35709.59267887898,1405.2294599999987,1429.4349732275118,1405.2294599999987
2025-05-28,1405.2294599999987,35153.95440516933,0.0,2674.1184447093337,0.0,35153.95440516933,37828.07284987866,35153.95440516933,1605.8289959788353,1607.3292605290999,1605.8289959788353
2025-05-29,1605.8289959788353,34979.82626584245,5183.053777477271,6959.302034420996,5871.001413909446,40162.88004331972,41939.128300263445,40850.82767975189,1693.2215215608462,1812.910513624338,1693.2215215608462
2025-05-30,1693.2215215608462,35207.62179465461,0.0,0.0,0.0,35207.62179465461,35207.62179465461,35207.62179465461,8157.337011455027,8157.337011455027,8157.337011455027
