date,same_plan_initial_soc_kwh,settlement_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost
2025-03-19,1717.8089722222232,42550.05310478732,0.0,339.1446563959677,0.0,42550.05310478732,42889.19776118329,42550.05310478732
2025-03-20,2297.089927592589,44187.053361331964,0.0,2612.223141360823,0.0,44187.053361331964,46799.27650269279,44187.053361331964
2025-03-21,2019.3679585185203,12426.169883573733,0.0,93.31006497197568,0.0,12426.169883573733,12519.47994854571,12426.169883573733
2025-03-22,1526.0541090814356,13324.848093412644,0.0,0.0,0.0,13324.848093412644,13324.848093412644,13324.848093412644
2025-03-23,2310.2028777554315,42915.62001026326,0.0,631.0746635048466,0.0,42915.62001026326,43546.69467376811,42915.62001026326
2025-03-24,1681.8002693718813,41792.697462485565,0.0,142.33007650060392,0.0,41792.697462485565,41935.02753898617,41792.697462485565
2025-03-25,1835.685812983974,44350.967255024836,0.0,680.1712233003025,0.0,44350.967255024836,45031.13847832514,44350.967255024836
2025-03-26,1507.0725476764524,39746.50664967742,0.0,46.48422753333314,0.0,39746.50664967742,39792.99087721076,39746.50664967742
2025-03-27,1651.9326362697768,41463.31013093298,0.0,139.81516774836018,0.0,41463.31013093298,41603.12529868134,41463.31013093298
2025-03-28,1707.9732022914336,12840.284185319473,0.0,50.68852541429013,0.0,12840.284185319473,12890.972710733764,12840.284185319473
2025-03-29,1924.3267723943015,12251.540502950695,0.0,207.3711265433698,0.0,12251.540502950695,12458.911629494065,12251.540502950695
2025-03-30,1681.1957487301163,39179.90464643146,0.0,2353.5504811905907,0.0,39179.90464643146,41533.45512762205,39179.90464643146
2025-03-31,1896.3458732344259,38704.47159404551,0.0,880.3390670776495,0.0,38704.47159404551,39584.81066112316,38704.47159404551
2025-04-01,1946.7226865452794,44094.908522120706,0.0,601.6019519394404,0.0,44094.908522120706,44696.510474060145,44094.908522120706
2025-04-02,1982.249547908974,42068.441691853135,0.0,598.707480250201,0.0,42068.441691853135,42667.14917210334,42068.441691853135
2025-04-03,1739.1970995860293,41713.136973852284,0.0,424.1922294517593,0.0,41713.136973852284,42137.32920330404,41713.136973852284
2025-04-04,1732.2264573400491,11542.230328012305,0.0,263.9780884651049,0.0,11542.230328012305,11806.20841647741,11542.230328012305
2025-04-05,1766.384630826286,11542.269857240426,0.0,594.2466214170217,0.0,11542.269857240426,12136.516478657448,11542.269857240426
2025-04-06,1635.0044755757153,39811.035446812224,0.0,5.589990017200657,0.0,39811.035446812224,39816.625436829425,39811.035446812224
2025-04-07,1767.0382913745989,36879.86033701867,0.0,541.5791915878988,0.0,36879.86033701867,37421.43952860657,36879.86033701867
2025-04-08,1626.7416869271617,39519.66385440566,0.0,1261.68437914889,0.0,39519.66385440566,40781.348233554556,39519.66385440566
2025-04-09,1511.9736253779997,41221.3715779532,0.0,680.0503097174244,0.0,41221.3715779532,41901.42188767062,41221.3715779532
2025-04-10,1634.8899017643453,39455.205682742206,0.0,1450.8006884332376,0.0,39455.205682742206,40906.00637117544,39455.205682742206
2025-04-11,1861.9407060229587,10843.017220191117,0.0,2786.1817376046406,0.0,10843.017220191117,13629.198957795757,10843.017220191117
2025-04-12,1416.3401841315028,11392.307659889966,0.0,184.47300398013414,0.0,11392.307659889966,11576.7806638701,11392.307659889966
2025-04-13,2023.6806547184165,36930.371630784415,0.0,189.87232757834082,0.0,36930.371630784415,37120.24395836276,36930.371630784415
2025-04-14,1883.0087980575402,36630.09834553222,571.9481879583416,1456.7655414360597,571.9481879583416,37202.04653349056,38086.863886968276,37202.04653349056
2025-04-15,1737.077578148317,34901.787216137585,0.0,894.8085612543756,0.0,34901.787216137585,35796.59577739196,34901.787216137585
2025-04-16,1994.5082461666163,38350.46623651936,0.0,607.3472054716184,0.0,38350.46623651936,38957.81344199098,38350.46623651936
2025-04-17,1895.385424969756,37294.47449095255,0.0,71.83158181967228,0.0,37294.47449095255,37366.30607277222,37294.47449095255
2025-04-18,1907.9953872957014,11122.731766062563,0.0,205.0534894542593,0.0,11122.731766062563,11327.785255516823,11122.731766062563
2025-04-19,2169.713282187344,11118.897698793122,0.0,321.29579805375494,0.0,11118.897698793122,11440.193496846878,11118.897698793122
2025-04-20,1951.4660082308337,35642.683605816295,0.0,847.3895054808942,0.0,35642.683605816295,36490.07311129719,35642.683605816295
2025-04-21,2077.858590460905,35833.777800898635,0.0,2465.57100071962,0.0,35833.777800898635,38299.34880161825,35833.777800898635
2025-04-22,1668.1269697156079,35189.51875751613,0.0,485.6151316534282,0.0,35189.51875751613,35675.13388916956,35189.51875751613
2025-04-23,1755.7373590481286,35340.81559027478,0.0,135.32455570265887,0.0,35340.81559027478,35476.14014597744,35340.81559027478
2025-04-24,2093.2326757153237,34148.85328831576,0.0,594.3105815672898,0.0,34148.85328831576,34743.16386988305,34148.85328831576
2025-04-25,1834.0629438172007,10358.69025816887,0.0,371.10867114297173,0.0,10358.69025816887,10729.798929311843,10358.69025816887
2025-04-26,1463.9354490740739,10648.159662946247,0.0,138.97995009655335,0.0,10648.159662946247,10787.1396130428,10648.159662946247
2025-04-27,1634.6532348387063,34233.638378662574,643.1831633451742,2492.4766249731624,643.1831633451742,34876.82154200775,36726.115003635736,34876.82154200775
2025-04-28,1529.322509444445,40554.97823052063,0.0,0.0,0.0,40554.97823052063,40554.97823052063,40554.97823052063
2025-04-29,2060.1444576845274,34549.88742252355,0.0,206.6951422345349,0.0,34549.88742252355,34756.582564758086,34549.88742252355
2025-04-30,2110.219444545024,32153.485006593255,0.0,396.2353903568265,0.0,32153.485006593255,32549.72039695008,32153.485006593255
2025-05-01,1579.841351645016,35451.64062598585,10627.745475981663,11736.58432039838,10627.745475981663,46079.38610196751,47188.22494638423,46079.38610196751
2025-05-02,1210.8405,12088.818898400918,5585.040429973535,6772.50581647879,5585.040429973535,17673.859328374452,18861.32471487971,17673.859328374452
2025-05-03,1200.0,11393.881946826814,6394.879829651834,7422.708354157262,6394.879829651834,17788.76177647865,18816.590300984077,17788.76177647865
2025-05-04,1200.0,35812.18217258621,10088.465361778644,12462.6405884921,10039.660621510302,45900.647534364856,48274.82276107831,45851.84279409651
2025-05-05,1257.9569999999999,37869.02063350272,7788.521802200579,10169.586990863872,8035.508535757481,45657.5424357033,48038.60762436659,45904.5291692602
2025-05-06,1230.6944999999998,36662.98299858607,9027.682489607863,11419.443965383496,9039.606437204478,45690.66548819393,48082.42696396957,45702.58943579055
2025-05-07,1200.0,38232.4114573436,4816.730208615687,4721.902531335084,4816.730208615687,43049.14166595929,42954.31398867869,43049.14166595929
2025-05-08,1321.2270043303197,41891.95665326595,0.0,640.8688922290925,0.0,41891.95665326595,42532.82554549504,41891.95665326595
2025-05-09,3096.861033120429,13439.98046049584,362.12879157473094,229.25658903341133,0.0,13802.109252070572,13669.237049529253,13439.98046049584
2025-05-10,3205.0355949258133,13615.326302813335,203.68361862322547,566.2048797961056,0.0,13819.00992143656,14181.53118260944,13615.326302813335
2025-05-11,2998.429298299256,39889.00027462297,217.56593523675883,266.3543759788521,217.56593523675883,40106.56620985973,40155.354650601825,40106.56620985973
2025-05-12,2854.198173914671,38655.08321197731,0.0,820.8322304376198,0.0,38655.08321197731,39475.91544241493,38655.08321197731
2025-05-13,3178.8060815976464,40093.72358439468,0.0,143.93432755000012,0.0,40093.72358439468,40237.657911944676,40093.72358439468
2025-05-14,3374.822238552908,40072.90778659636,0.0,186.07020573073729,0.0,40072.90778659636,40258.9779923271,40072.90778659636
2025-05-15,2889.4611760332127,40262.993250697386,0.0,654.387582785662,0.0,40262.993250697386,40917.38083348305,40262.993250697386
2025-05-16,3448.6974798400793,12760.015330791564,0.0,71.28740897342304,0.0,12760.015330791564,12831.302739764988,12760.015330791564
2025-05-17,2462.750120780765,13244.733831714924,112.24713622355146,184.27663159021813,0.0,13356.980967938476,13429.010463305141,13244.733831714924
2025-05-18,2656.5646153673374,40407.92282057894,0.0,58.76460457333196,0.0,40407.92282057894,40466.687425152275,40407.92282057894
2025-05-19,3118.2140492718804,37480.667920667234,455.9576833333333,455.9576833333333,455.9576833333333,37936.62560400057,37936.62560400057,37936.62560400057
2025-05-20,2775.1097346510037,38739.68189357885,0.0,76.04269756651746,0.0,38739.68189357885,38815.724591145365,38739.68189357885
2025-05-21,2615.0133391483623,38475.98626025561,0.0,157.37811704209273,0.0,38475.98626025561,38633.3643772977,38475.98626025561
2025-05-22,2930.754968828124,36784.82992698328,16.413304999999596,517.766248465138,16.413304999999596,36801.24323198328,37302.596175448416,36801.24323198328
2025-05-23,3033.7360756022204,12777.99691238313,0.0,209.7667874183912,0.0,12777.99691238313,12987.763699801522,12777.99691238313
2025-05-24,3444.5184369254844,12988.460015239496,0.0,209.41732727874756,0.0,12988.460015239496,13197.877342518244,12988.460015239496
2025-05-25,3129.3592129087315,36969.243633578604,84.90765869999919,387.2551437725281,84.90765869999919,37054.151292278606,37356.49877735113,37054.151292278606
2025-05-26,2671.1256933193836,39040.92802623683,0.0,0.0,0.0,39040.92802623683,39040.92802623683,39040.92802623683
2025-05-27,2691.47038871179,36054.422197807355,0.0,1271.1602606394147,0.0,36054.422197807355,37325.58245844677,36054.422197807355
2025-05-28,2240.2886908436094,38109.487825801,0.0,149.5508048333333,0.0,38109.487825801,38259.038630634335,38109.487825801
2025-05-29,2740.3982770277075,38028.74751575642,119.26099001666701,1856.3682098146924,119.26099001666701,38148.00850577308,39885.11572557111,38148.00850577308
2025-05-30,1771.7675652324142,12593.784279230751,0.0,287.4749449466313,0.0,12593.784279230751,12881.259224177382,12593.784279230751
2025-05-31,2348.218760759427,12464.664414110235,0.0,188.49733212897948,0.0,12464.664414110235,12653.161746239215,12464.664414110235
2025-06-01,2240.974500513527,50437.527556951514,26066.43018294204,33351.741911130586,22324.54823401743,76503.95773989355,83789.2694680821,72762.07579096894
2025-06-02,1200.0,50004.54726768001,20788.081768027107,23876.156600207778,15462.019385914986,70792.62903570713,73880.70386788779,65466.566653595
2025-06-03,1200.0,47281.476237089206,19253.54579965714,21652.690194787236,11775.068256618379,66535.02203674635,68934.16643187644,59056.54449370758
2025-06-04,1200.0,52670.652854383705,13647.114713444957,15926.784487099998,11098.737310477756,66317.76756782866,68597.4373414837,63769.39016486146
2025-06-05,1200.0,50396.61817882419,14803.551352814713,16695.536280136734,10049.008419548622,65200.1695316389,67092.15445896093,60445.62659837281
2025-06-06,1200.0,17388.675226262912,10036.349083836802,10874.538741609842,7585.732361303275,27425.024310099714,28263.213967872754,24974.407587566187
2025-06-07,1217.4015,18693.85380191081,6574.424041941232,6580.517395781025,4322.995942581874,25268.27784385204,25274.371197691835,23016.849744492683
2025-06-08,1274.0212290618115,54800.52718628108,0.0,425.05541957500054,0.0,54800.52718628108,55225.58260585608,54800.52718628108
2025-06-09,3806.0526461111094,60118.52730980599,0.0,290.1050284628881,0.0,60118.52730980599,60408.63233826888,60118.52730980599
2025-06-10,3603.121710328456,57207.923189085224,0.0,0.0,0.0,57207.923189085224,57207.923189085224,57207.923189085224
2025-06-11,3620.85359656106,62592.88476225796,0.0,208.63341584863193,0.0,62592.88476225796,62801.5181781066,62592.88476225796
2025-06-12,3486.757799410549,59735.4994040101,0.0,1313.763997147076,0.0,59735.4994040101,61049.26340115718,59735.4994040101
2025-06-13,4233.675668468123,20832.726546817255,0.0,0.0,0.0,20832.726546817255,20832.726546817255,20832.726546817255
2025-06-14,3977.5241543767584,21531.090139884887,0.0,0.0,0.0,21531.090139884887,21531.090139884887,21531.090139884887
2025-06-15,3599.9601103769405,58438.27994943416,0.0,0.0,0.0,58438.27994943416,58438.27994943416,58438.27994943416
2025-06-16,4170.020498140903,59451.618885840435,0.0,414.97401687347735,0.0,59451.618885840435,59866.592902713914,59451.618885840435
2025-06-17,3735.790090278416,60613.687081126845,37.67488095964381,953.3819065385223,37.67488095964381,60651.36196208649,61567.06898766537,60651.36196208649
2025-06-18,3741.045354134333,59815.69246511397,0.0,709.3225572255593,0.0,59815.69246511397,60525.01502233953,59815.69246511397
2025-06-19,3976.9285873804424,57053.832289600134,1.0821533716650464,1212.5257773814208,1.0821533716650464,57054.9144429718,58266.35806698156,57054.9144429718
2025-06-20,3857.1598944665193,20277.96829237874,0.0,133.93287707951103,0.0,20277.96829237874,20411.90116945825,20277.96829237874
2025-06-21,3839.6449454223425,19974.328324854898,0.0,192.50980480734526,0.0,19974.328324854898,20166.838129662243,19974.328324854898
2025-06-22,4491.404730018464,54273.77901499156,0.0,2327.6891615160075,0.0,54273.77901499156,56601.468176507566,54273.77901499156
2025-06-23,3922.408382044699,53503.16351887618,0.0,122.9358922579413,0.0,53503.16351887618,53626.09941113412,53503.16351887618
2025-06-24,3130.04753228079,62433.03167718934,0.0,1159.3360008207892,0.0,62433.03167718934,63592.36767801013,62433.03167718934
2025-06-25,3162.4970600911956,55297.031342968825,0.0,121.5059010666674,0.0,55297.031342968825,55418.53724403549,55297.031342968825
2025-06-26,2745.3346515689923,52175.08592258228,122.0946849131057,527.3155304290266,122.0946849131057,52297.180607495386,52702.401453011305,52297.180607495386
2025-06-27,2361.0254123786262,17777.321764417375,0.0,188.39053520383652,0.0,17777.321764417375,17965.712299621213,17777.321764417375
2025-06-28,2553.996894659419,17076.46411735915,0.0,21.42855103267605,0.0,17076.46411735915,17097.89266839183,17076.46411735915
2025-06-29,2023.9882053295423,53091.05674084596,114.03518910000025,2096.160211619397,114.03518910000025,53205.091929945964,55187.21695246536,53205.091929945964
2025-06-30,2056.5205202215384,53033.74434817202,546.6061575999997,1055.4276425015946,546.6061575999997,53580.35050577202,54089.17199067361,53580.35050577202
2025-07-01,1937.2944368216406,56408.94161616537,39789.63898945789,45855.09752859873,26112.47562281276,96198.58060562325,102264.0391447641,82521.41723897813
2025-07-02,1200.0,52849.52404277127,32420.87539611324,39950.94187281432,28591.469399690784,85270.39943888452,92800.46591558559,81440.99344246206
2025-07-03,1200.0,60284.27560139647,30264.620143640183,34691.40328089206,19718.329261673516,90548.89574503666,94975.67888228853,80002.60486306998
2025-07-04,1200.0,19241.061911942725,27510.233618795464,28120.836642111033,24219.60920450733,46751.29553073819,47361.898554053754,43460.67111645006
2025-07-05,1200.0000031450834,20099.465965304098,22533.84456327012,22896.763618381738,18910.07389086464,42633.31052857422,42996.22958368584,39009.53985616874
2025-07-06,1207.7429999999995,63321.07058334493,19044.20501637199,23367.450333085715,13933.451425417366,82365.27559971693,86688.52091643064,77254.5220087623
2025-07-07,1200.0,57660.73788209117,12664.814201667301,19427.125525375966,9974.669613123846,70325.55208375846,77087.86340746714,67635.40749521501
2025-07-08,1320.7775100000001,71651.27526105198,0.0,0.0,0.0,71651.27526105198,71651.27526105198,71651.27526105198
2025-07-09,3778.245210547139,69128.84990877699,36.194366600000556,36.194366600000556,36.194366600000556,69165.04427537699,69165.04427537699,69165.04427537699
2025-07-10,4178.789181255489,67254.36905381738,0.0,90.54687678830237,0.0,67254.36905381738,67344.91593060568,67254.36905381738
2025-07-11,3880.9833387116273,30468.345979340673,0.0,0.0,0.0,30468.345979340673,30468.345979340673,30468.345979340673
2025-07-12,3912.4164686451118,29598.12460652511,31.134494314526034,0.0,0.0,29629.259100839638,29598.12460652511,29598.12460652511
2025-07-13,3977.194660864256,66765.34176316345,294.6486854750009,294.6486854750009,294.6486854750009,67059.99044863845,67059.99044863845,67059.99044863845
2025-07-14,3990.9190035146157,65258.30950359494,0.0,0.0,0.0,65258.30950359494,65258.30950359494,65258.30950359494
2025-07-15,4241.8760559104985,67010.3662388926,0.0,0.0,0.0,67010.3662388926,67010.3662388926,67010.3662388926
2025-07-16,4444.09818962963,66784.85663368882,0.0,310.3103763401862,0.0,66784.85663368882,67095.167010029,66784.85663368882
2025-07-17,4024.3228485345935,66256.83990528937,0.0,8.237584165791587,0.0,66256.83990528937,66265.07748945516,66256.83990528937
2025-07-18,4331.90408351852,29243.77009882754,96.67813554826863,96.67813554826863,0.0,29340.448234375806,29340.448234375806,29243.77009882754
2025-07-19,4186.849254444445,29624.478310506154,0.0,0.0,0.0,29624.478310506154,29624.478310506154,29624.478310506154
2025-07-20,3886.5608883291607,66758.30556544877,0.0,0.0,0.0,66758.30556544877,66758.30556544877,66758.30556544877
2025-07-21,4226.383284758154,70170.17581704084,0.0,0.0,0.0,70170.17581704084,70170.17581704084,70170.17581704084
2025-07-22,4209.955362622725,68054.11308809448,49.33122000000034,356.798668149199,49.33122000000034,68103.44430809449,68410.91175624369,68103.44430809449
2025-07-23,3506.613902570746,70201.84764654163,229.77220331077893,229.77220331077893,177.34684958333344,70431.61984985242,70431.61984985242,70379.19449612497
2025-07-24,3489.750821147116,69622.29960246477,0.0,0.0,0.0,69622.29960246477,69622.29960246477,69622.29960246477
2025-07-25,3513.2039712962974,25568.657666901145,0.0,179.2739743910878,0.0,25568.657666901145,25747.93164129223,25568.657666901145
2025-07-26,2818.276966469772,25564.97639910834,0.0,0.0,0.0,25564.97639910834,25564.97639910834,25564.97639910834
2025-07-27,2683.7117183479722,61949.468595109254,0.0,1123.5206446850768,0.0,61949.468595109254,63072.98923979433,61949.468595109254
2025-07-28,2467.5623553229143,62980.17748204102,16.350355400000144,2186.3574163041267,16.350355400000144,62996.52783744102,65166.53489834515,62996.52783744102
2025-07-29,1843.2634158207431,65222.65653169037,260.15308124999825,466.98353739292634,260.15308124999825,65482.80961294037,65689.6400690833,65482.80961294037
2025-07-30,2110.491462764827,64379.38060321183,56.75932746666709,97.3020053546675,56.75932746666709,64436.139930678495,64476.682608566494,64436.139930678495
2025-07-31,2362.3449166872747,60736.53444098702,338.03881765000085,1779.8893711160274,338.03881765000085,61074.57325863702,62516.42381210305,61074.57325863702
2025-08-01,1738.60861788857,23888.147755159855,0.0,442.90997607320105,0.0,23888.147755159855,24331.057731233057,23888.147755159855
2025-08-02,1997.972043888737,24426.91571717587,0.0,811.5654355817435,0.0,24426.91571717587,25238.481152757613,24426.91571717587
2025-08-03,2165.092686261173,51200.98093098532,2442.663755355245,2811.7416955946314,2442.663755355245,53643.644686340565,54012.722626579955,53643.644686340565
2025-08-04,1519.5371550000004,56341.991669270355,183.9805773499991,1624.1165143058788,183.9805773499991,56525.97224662035,57966.10818357623,56525.97224662035
2025-08-05,1947.8185041018671,55156.980017093316,302.48848226666405,636.833833496295,302.48848226666405,55459.46849935998,55793.81385058961,55459.46849935998
2025-08-06,1837.551821261832,59567.59481462964,0.0,220.80583195712316,0.0,59567.59481462964,59788.400646586764,59567.59481462964
2025-08-07,1654.6777112287868,57195.68762527614,73.70980781666738,1295.5014131992966,73.70980781666738,57269.39743309281,58491.18903847544,57269.39743309281
2025-08-08,1945.0626498148133,23396.437104786495,0.0,86.74877998831126,0.0,23396.437104786495,23483.185884774808,23396.437104786495
2025-08-09,1943.0223230398437,23285.270918938564,179.8286409973984,225.1310686755508,179.8286409973984,23465.099559935963,23510.401987614114,23465.099559935963
2025-08-10,1688.4715057407439,56269.51106565012,162.89839999999973,277.89069688952816,162.89839999999973,56432.40946565012,56547.40176253965,56432.40946565012
2025-08-11,2365.711195040732,53604.436117444806,1119.9476111749946,1119.9476111749946,1119.9476111749946,54724.3837286198,54724.3837286198,54724.3837286198
2025-08-12,1953.0644244444452,56519.75171878966,1094.8176265724214,3000.21931812997,1094.8176265724214,57614.56934536208,59519.971036919625,57614.56934536208
2025-08-13,2027.8077150000008,53459.279406534246,246.88526562499922,2318.4602862786633,246.88526562499922,53706.16467215925,55777.73969281291,53706.16467215925
2025-08-14,2191.3059099931156,55390.878584455655,1489.7358587999965,1671.7183613951279,1489.7358587999965,56880.614443255654,57062.59694585078,56880.614443255654
2025-08-15,2025.2091099878328,23346.132118248657,0.0,66.68259542076159,0.0,23346.132118248657,23412.81471366942,23346.132118248657
2025-08-16,1838.4763080802143,24176.677636669203,0.0,407.185826458305,0.0,24176.677636669203,24583.86346312751,24176.677636669203
2025-08-17,1982.2585031481542,55235.84267019048,859.0577160166664,1201.76018483582,859.0577160166664,56094.90038620715,56437.6028550263,56094.90038620715
2025-08-18,2212.340630067379,54706.21895965864,930.6141008416686,2014.46256992802,930.6141008416686,55636.83306050031,56720.68152958666,55636.83306050031
2025-08-19,2298.121023495807,53911.26281695688,1270.3383653249962,1397.2012594077037,1270.3383653249962,55181.60118228188,55308.46407636458,55181.60118228188
2025-08-20,2020.0040527178617,58358.69973147688,1288.735652149997,2555.995302832417,1288.735652149997,59647.43538362688,60914.6950343093,59647.43538362688
2025-08-21,1856.1360173228463,55296.21550822315,0.0,518.1100024052571,0.0,55296.21550822315,55814.325510628405,55296.21550822315
2025-08-22,2167.180479736222,23276.895130197263,420.8678541997322,1724.4931607426179,420.8678541997322,23697.762984396995,25001.38829093988,23697.762984396995
2025-08-23,1675.262957777778,23600.747960574976,0.0,62.49447633333408,0.0,23600.747960574976,23663.24243690831,23600.747960574976
2025-08-24,1997.8578783333346,54324.81177638802,146.56482770833253,963.175631446032,146.56482770833253,54471.37660409635,55287.98740783405,54471.37660409635
2025-08-25,2381.3694095571464,62866.27004109167,419.74115159999985,731.3339081269164,419.74115159999985,63286.01119269167,63597.60394921859,63286.01119269167
2025-08-26,2137.9192727777768,54494.291884790604,263.0723552333338,566.5525127599028,263.0723552333338,54757.36424002394,55060.84439755051,54757.36424002394
2025-08-27,2560.3988730840033,57873.71031096231,0.0,65.7178034461551,0.0,57873.71031096231,57939.42811440847,57873.71031096231
2025-08-28,2288.3205185015886,58300.1195453613,455.714133041666,2013.0360928177909,455.714133041666,58755.83367840297,60313.155638179094,58755.83367840297
