date,same_plan_initial_soc_kwh,planned_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost,ldr_final_soc_kwh,beta1_final_soc_kwh,beta0_final_soc_kwh
2025-01-20,1808.556613333332,72545.359859786,2991.109600950487,2991.109600950487,362.47812841904715,75536.46946073648,75536.46946073648,72907.83798820505,2171.875470000003,2171.875470000003,2066.646907037039
2025-01-21,2171.875470000003,71041.05597702105,332.3821394988104,332.3821394988104,0.0,71373.43811651986,71373.43811651986,71041.05597702105,2388.6439247777776,2388.6439247777776,2388.6439247777776
2025-01-22,2388.6439247777776,71371.27408221515,1058.797267655608,1058.797267655608,0.0,72430.07134987076,72430.07134987076,71371.27408221515,1765.4376082592605,1765.4376082592605,1690.6272087883624
2025-01-23,1765.4376082592605,72632.67229803931,3979.0493555955845,3979.0493555955845,88.36664205875437,76611.7216536349,76611.7216536349,72721.03894009806,1985.9185464281811,1985.9185464281811,1602.9462464281796
2025-01-24,1985.9185464281811,22304.603101156004,414.3103611333262,414.3103611333262,0.0,22718.91346228933,22718.91346228933,22304.603101156004,2181.964815925923,2181.964815925923,2153.789466719576
2025-01-25,2181.964815925923,21873.487596941424,70.14762414641962,70.14762414641962,0.0,21943.635221087843,21943.635221087843,21873.487596941424,2107.147290518521,2107.147290518521,2095.6234042751366
2025-01-26,2107.147290518521,70142.83856818364,792.5095697810434,792.5095697810434,0.0,70935.34813796468,70935.34813796468,70142.83856818364,1963.8473898624352,1963.8473898624352,1960.9149803386254
2025-01-27,1963.8473898624352,69350.1903191122,471.572109347616,471.572109347616,0.0,69821.76242845981,69821.76242845981,69350.1903191122,1692.0555604285719,1692.0555604285719,1692.0555604285719
2025-01-28,1692.0555604285719,68295.78466908656,2766.9158732007345,2766.9158732007345,0.0,71062.70054228729,71062.70054228729,68295.78466908656,1625.3136075714403,1625.3136075714403,1603.9171186825517
2025-01-29,1625.3136075714403,68717.2783456959,0.0,91.42280356071383,0.0,68717.2783456959,68808.70114925661,68717.2783456959,2381.5342536507924,2381.5342536507924,2381.5342536507924
2025-01-30,2381.5342536507924,67704.33156768171,0.0,1045.255682984531,0.0,67704.33156768171,68749.58725066624,67704.33156768171,1833.1378673015854,1953.2695392592589,1833.1378673015854
2025-01-31,1833.1378673015854,20742.192062334536,0.0,493.0074337761931,0.0,20742.192062334536,21235.19949611073,20742.192062334536,2197.4519697354485,2240.696414179893,2197.4519697354485
2025-02-01,2197.4519697354485,19425.256852445564,0.0,248.10379252380932,0.0,19425.256852445564,19673.360644969373,19425.256852445564,2636.903324708997,2636.903324708997,2636.903324708997
2025-02-02,2636.903324708997,64219.45069187173,0.0,81.71609916666674,0.0,64219.45069187173,64301.1667910384,64219.45069187173,2500.229029947094,2500.229029947094,2500.229029947094
2025-02-03,2500.229029947094,63966.75974478416,0.0,529.8611614273821,0.0,63966.75974478416,64496.620906211545,63966.75974478416,2438.6923393386246,2438.6923393386246,2438.6923393386246
2025-02-04,2438.6923393386246,64505.67347964643,0.0,1729.2197896157572,0.0,64505.67347964643,66234.89326926219,64505.67347964643,2397.6425940476183,2397.6425940476183,2397.6425940476183
2025-02-05,2397.6425940476183,63702.93956099251,0.0,520.2011536773801,0.0,63702.93956099251,64223.14071466989,63702.93956099251,2168.1985894708996,2168.5319228042335,2168.1985894708996
2025-02-06,2168.1985894708996,64869.012077611056,91.4762744190477,100.32306341904798,91.4762744190477,64960.4883520301,64969.335141030104,64960.4883520301,2217.6556684763154,2218.3945573652045,2217.6556684763154
2025-02-07,2217.6556684763154,18451.110149973352,0.0,0.0,0.0,18451.110149973352,18451.110149973352,18451.110149973352,1830.816638465607,1830.816638465607,1830.816638465607
2025-02-08,1830.816638465607,16880.36967305708,0.0,130.63907023214801,0.0,16880.36967305708,17011.00874328923,16880.36967305708,1863.746729259256,1882.9289080952371,1863.746729259256
2025-02-09,1863.746729259256,59884.19598349309,0.0,1068.0569452595214,0.0,59884.19598349309,60952.25292875261,59884.19598349309,1671.659856878309,1707.2170896825398,1671.659856878309
2025-02-10,1671.659856878309,59488.5037349256,0.0,10.883375000000118,0.0,59488.5037349256,59499.3871099256,59488.5037349256,1682.072861693121,1682.072861693121,1682.072861693121
2025-02-11,1682.072861693121,58401.47798099255,28.397929200000082,28.397929200000082,28.397929200000082,58429.87591019255,58429.87591019255,58429.87591019255,1610.1516260317444,1610.1516260317444,1610.1516260317444
2025-02-12,1610.1516260317444,57626.625480595874,0.0,132.5603947952496,0.0,57626.625480595874,57759.18587539112,57626.625480595874,1604.0954840740708,1609.547973492063,1604.0954840740708
2025-02-13,1604.0954840740708,57066.2538151826,0.0,281.9391597554511,0.0,57066.2538151826,57348.19297493805,57066.2538151826,1757.3726467460353,1757.3726467460353,1757.3726467460353
2025-02-14,1757.3726467460353,15622.598931793063,0.0,745.1263038333402,0.0,15622.598931793063,16367.725235626403,15622.598931793063,1762.0464393121692,1947.1391086243375,1762.0464393121692
2025-02-15,1762.0464393121692,15831.699451120061,0.0,490.30135661094863,0.0,15831.699451120061,16322.00080773101,15831.699451120061,1402.610805634919,1416.2022315608451,1402.610805634919
2025-02-16,1402.610805634919,55381.04387144787,0.0,1407.4322408535436,0.0,55381.04387144787,56788.47611230142,55381.04387144787,1547.8646205291047,1565.8525873280473,1547.8646205291047
2025-02-17,1547.8646205291047,54459.278512163146,0.0,627.433538744041,0.0,54459.278512163146,55086.71205090719,54459.278512163146,1628.9952873280433,1681.508356111113,1628.9952873280433
2025-02-18,1628.9952873280433,53725.880681172566,0.0,279.3951751238085,0.0,53725.880681172566,54005.27585629637,53725.880681172566,1860.4561543121715,1905.1126146296326,1860.4561543121715
2025-02-19,1860.4561543121715,52732.79455864586,196.09633499999984,570.5408044490009,196.09633499999984,52928.89089364586,53303.33536309486,52928.89089364586,1330.150400291005,1330.150400291005,1330.150400291005
2025-02-20,1330.150400291005,53618.853239031385,6.735872791665675,746.922213051189,6.735872791665675,53625.58911182305,54365.77545208258,53625.58911182305,1663.0022790211706,1745.4009278042367,1663.0022790211706
2025-02-21,1663.0022790211706,15355.090440459859,0.0,155.56253708809552,0.0,15355.090440459859,15510.652977547954,15355.090440459859,1678.1423524338647,1706.907595820107,1678.1423524338647
2025-02-22,1678.1423524338647,15343.337651991005,0.0,578.4652192142856,0.0,15343.337651991005,15921.802871205291,15343.337651991005,1838.7078626658263,1939.9917700732371,1838.7078626658263
2025-02-23,1838.7078626658263,52080.71943173898,22.695742714286258,289.6861938428615,22.695742714286258,52103.415174453265,52370.40562558184,52103.415174453265,1624.280640079364,1644.0774548941797,1624.280640079364
2025-02-24,1624.280640079364,51503.65910582917,217.3102404654755,946.9635178833363,217.3102404654755,51720.969346294645,52450.6226237125,51720.969346294645,1802.3950637301562,1894.262318518516,1802.3950637301562
2025-02-25,1802.3950637301562,50615.30414763618,0.0,63.00566228666657,0.0,50615.30414763618,50678.30980992285,50615.30414763618,1574.7909196825403,1574.7909196825403,1574.7909196825403
2025-02-26,1574.7909196825403,50972.172999706425,0.0,1637.5661206338325,0.0,50972.172999706425,52609.73912034026,50972.172999706425,2007.5465062433866,2259.432166058202,2007.5465062433866
2025-02-27,2007.5465062433866,48568.000075851596,0.0,908.9959812065636,0.0,48568.000075851596,49476.99605705816,48568.000075851596,1838.1420158730161,1848.2020529100537,1838.1420158730161
2025-02-28,1838.1420158730161,14622.039919919178,0.0,23.22037916666659,0.0,14622.039919919178,14645.260299085845,14622.039919919178,1784.436673174066,1784.436673174066,1784.436673174066
2025-03-01,1784.436673174066,14652.945739823597,0.0,371.7017600178542,0.0,14652.945739823597,15024.647499841452,14652.945739823597,1868.847168359795,1868.847168359795,1868.847168359795
2025-03-02,1868.847168359795,49326.72588695216,15184.012012013773,14774.218868688635,15184.905289309701,64510.737898965934,64100.9447556408,64511.631176261864,1518.443331111111,1794.3520453968258,1518.443331111111
2025-03-03,1518.443331111111,49685.95855724475,8714.337557667057,9866.731771793136,10675.74351857709,58400.296114911805,59552.69032903788,60361.702075821835,1501.5711505555555,1706.8096593121709,1501.5711505555555
2025-03-04,1501.5711505555555,50887.746582499014,0.0,148.9663336671435,0.0,50887.746582499014,51036.71291616616,50887.746582499014,1807.1899039947073,1807.1899039947073,1807.1899039947073
2025-03-05,1807.1899039947073,50461.65578176252,0.0,0.0,0.0,50461.65578176252,50461.65578176252,50461.65578176252,1732.6186086155556,1732.6186086155556,1732.6186086155556
2025-03-06,1732.6186086155556,50726.27688442398,0.0,363.0510973214296,0.0,50726.27688442398,51089.32798174542,50726.27688442398,1784.0620952116453,1800.7083915079404,1784.0620952116453
2025-03-07,1784.0620952116453,14237.986243941381,0.0,122.29756367738037,0.0,14237.986243941381,14360.283807618762,14237.986243941381,1950.4522808801435,1950.4522808801435,1950.4522808801435
2025-03-08,1950.4522808801435,13634.617436642515,0.0,306.07876359167335,0.0,13634.617436642515,13940.696200234188,13634.617436642515,2019.6666849735495,2065.5463146031807,2019.6666849735495
2025-03-09,2019.6666849735495,47590.467010490174,0.0,0.0,0.0,47590.467010490174,47590.467010490174,47590.467010490174,1923.224944867728,1923.224944867728,1923.224944867728
2025-03-10,1923.224944867728,47921.060266174914,0.0,475.6092257682996,0.0,47921.060266174914,48396.66949194321,47921.060266174914,1811.233262513231,1826.934812777781,1811.233262513231
2025-03-11,1811.233262513231,46889.81835367039,0.0,920.0861568892842,0.0,46889.81835367039,47809.904510559674,46889.81835367039,2067.596677962962,2160.8187946825387,2067.596677962962
2025-03-12,2067.596677962962,45692.148077173195,0.0,812.5935687009103,0.0,45692.148077173195,46504.741645874106,45692.148077173195,1677.230568465605,1739.0408077248678,1677.230568465605
2025-03-13,1677.230568465605,46030.603327473116,3612.2621808636413,6305.477034483898,3953.243310273215,49642.865508336756,52336.080361957014,49983.846637746334,1611.5120146296306,1718.2163294444456,1611.5120146296306
2025-03-14,1611.5120146296306,12768.630430053421,0.0,244.68501802857244,0.0,12768.630430053421,13013.315448081994,12768.630430053421,1977.8227485449759,1994.129031164023,1977.8227485449759
2025-03-15,1977.8227485449759,13119.97592832051,0.0,232.54300299165212,0.0,13119.97592832051,13352.518931312161,13119.97592832051,1343.867698835982,1381.0909580952393,1343.867698835982
2025-03-16,1343.867698835982,45337.03819143857,0.0,2116.272157884831,0.0,45337.03819143857,47453.3103493234,45337.03819143857,1999.4951005820126,2029.4749477248693,1999.4951005820126
2025-03-17,1999.4951005820126,43957.24121710798,0.0,93.3013136309562,0.0,43957.24121710798,44050.54253073893,43957.24121710798,2144.8988776190454,2144.8988776190454,2144.8988776190454
2025-03-18,2144.8988776190454,43240.43382930732,0.0,2243.813600377382,0.0,43240.43382930732,45484.24742968471,43240.43382930732,1787.453220899474,1787.453220899474,1787.453220899474
2025-03-19,1787.453220899474,43137.501476139376,0.0,163.29220020476433,0.0,43137.501476139376,43300.79367634414,43137.501476139376,2296.780361507935,2296.780361507935,2296.780361507935
2025-03-20,2296.780361507935,44071.65780624828,0.0,999.9381423297646,0.0,44071.65780624828,45071.59594857805,44071.65780624828,2095.2038284126993,2121.310019365081,2095.2038284126993
2025-03-21,2095.2038284126993,12644.199768222936,0.0,32.0121962999999,0.0,12644.199768222936,12676.211964522936,12644.199768222936,1679.6765605820128,1679.6765605820128,1679.6765605820128
2025-03-22,1679.6765605820128,13006.061776121573,0.0,0.0,0.0,13006.061776121573,13006.061776121573,13006.061776121573,2400.552368518517,2400.552368518517,2400.552368518517
2025-03-23,2400.552368518517,41052.61043455618,0.0,226.37561948809577,0.0,41052.61043455618,41278.98605404428,41052.61043455618,1763.200625014274,1763.200625014274,1763.200625014274
2025-03-24,1763.200625014274,40724.91649698126,0.0,1454.4900045214197,0.0,40724.91649698126,42179.40650150268,40724.91649698126,1844.6452651322757,1859.4949238624336,1844.6452651322757
2025-03-25,1844.6452651322757,40452.20044382065,0.0,1016.1269788071484,0.0,40452.20044382065,41468.3274226278,40452.20044382065,1588.9895863227543,1588.9895863227543,1588.9895863227543
2025-03-26,1588.9895863227543,40139.66089440925,0.0,46.48422753333314,0.0,40139.66089440925,40186.14512194259,40139.66089440925,1733.6713707142887,1733.6713707142887,1733.6713707142887
2025-03-27,1733.6713707142887,40024.74224157944,0.0,647.4881697666652,0.0,40024.74224157944,40672.23041134611,40024.74224157944,1789.4520919755223,1789.4520919755223,1789.4520919755223
2025-03-28,1789.4520919755223,12417.467622260758,0.0,5.393864271428204,0.0,12417.467622260758,12422.861486532185,12417.467622260758,2063.027259841271,2064.824855079366,2063.027259841271
2025-03-29,2063.027259841271,12119.310927358758,0.0,319.28453407261696,0.0,12119.310927358758,12438.595461431374,12119.310927358758,1766.3170001058238,1797.0577607936552,1766.3170001058238
2025-03-30,1766.3170001058238,38529.88709925498,0.0,1314.80609516459,0.0,38529.88709925498,39844.69319441957,38529.88709925498,1993.6159252910059,2037.2948353439153,1993.6159252910059
2025-03-31,1993.6159252910059,38454.878381474686,145.9570769860283,2369.182577204756,145.9570769860283,38600.835458460715,40824.060958679445,38600.835458460715,1703.4959036735477,2056.2966020333374,1703.4959036735477
2025-04-01,1703.4959036735477,40021.85136565112,1599.379267134177,2578.4383044686538,1867.8149726118934,41621.2306327853,42600.289670119775,41889.666338263014,1725.7540698148148,1978.9939454761932,1725.7540698148148
2025-04-02,1725.7540698148148,39128.60516543401,7120.612971507132,7664.835403188076,7120.612971507132,46249.21813694114,46793.440568622085,46249.21813694114,1806.695506904767,1843.063223835981,1806.695506904767
2025-04-03,1806.695506904767,39807.30931414309,0.0,442.64258339167134,0.0,39807.30931414309,40249.95189753476,39807.30931414309,1837.9342894712922,1857.1635209527744,1837.9342894712922
2025-04-04,1837.9342894712922,11688.489371624524,0.0,71.40595095327387,0.0,11688.489371624524,11759.895322577799,11688.489371624524,1908.8953704232795,1908.8953704232795,1908.8953704232795
2025-04-05,1908.8953704232795,11871.425645308678,0.0,279.5363163988096,0.0,11871.425645308678,12150.961961707488,11871.425645308678,1792.699860000001,1881.8225160846564,1792.699860000001
2025-04-06,1792.699860000001,39157.24198188023,0.0,150.82332954047635,0.0,39157.24198188023,39308.06531142071,39157.24198188023,1814.5279856084685,1814.5279856084685,1814.5279856084685
2025-04-07,1814.5279856084685,37997.004329238756,0.0,119.37506501547817,0.0,37997.004329238756,38116.37939425423,37997.004329238756,1673.7022156349217,1690.7848346825417,1673.7022156349217
2025-04-08,1673.7022156349217,38540.898299352724,0.0,2715.5748849071515,0.0,38540.898299352724,41256.47318425988,38540.898299352724,1411.88442126984,1669.4501864285744,1411.88442126984
2025-04-09,1411.88442126984,38350.71605912513,2705.344519229785,4200.571000380692,3345.921900201776,41056.06057835492,42551.28705950582,41696.63795932691,1494.3906825309862,1765.8489985449744,1394.1787287037034
2025-04-10,1494.3906825309862,38447.07971880668,0.0,1298.022588998806,0.0,38447.07971880668,39745.102307805486,38447.07971880668,1792.9671722639168,2009.224291814181,1792.9671722639168
2025-04-11,1792.9671722639168,11457.0831325838,0.0,112.39210498928834,0.0,11457.0831325838,11569.47523757309,11457.0831325838,1803.7491865343877,1827.3544722486754,1803.7491865343877
2025-04-12,1803.7491865343877,11292.680556483432,0.0,180.25499906785709,0.0,11292.680556483432,11472.935555551288,11292.680556483432,2165.717507433861,2203.130541825396,2165.717507433861
2025-04-13,2165.717507433861,37596.83855627817,0.0,1338.6478186631052,0.0,37596.83855627817,38935.486374941276,37596.83855627817,1821.5231821164025,1986.783586507937,1821.5231821164025
2025-04-14,1821.5231821164025,36989.983743414086,66.4478036071483,474.9130471083406,66.4478036071483,37056.43154702123,37464.89679052243,37056.43154702123,1737.077578149024,1792.2234908474386,1737.077578149024
2025-04-15,1737.077578149024,36946.21023241418,0.0,148.18577817857084,0.0,36946.21023241418,37094.396010592754,36946.21023241418,2147.14883246032,2147.14883246032,2147.14883246032
2025-04-16,2147.14883246032,37269.87985310569,0.0,249.20339589881596,0.0,37269.87985310569,37519.08324900451,37269.87985310569,1992.9259541005283,1992.9259541005283,1992.9259541005283
2025-04-17,1992.9259541005283,36766.01994450072,0.0,237.86341699762073,0.0,36766.01994450072,37003.88336149834,36766.01994450072,2048.43085484127,2048.43085484127,2048.43085484127
2025-04-18,2048.43085484127,11286.2928460856,0.0,0.0,0.0,11286.2928460856,11286.2928460856,11286.2928460856,2333.7628053703716,2333.7628053703716,2333.7628053703716
2025-04-19,2333.7628053703716,11103.102154469014,0.0,52.673634732142915,0.0,11103.102154469014,11155.775789201156,11103.102154469014,2109.183779841268,2109.183779841268,2109.183779841268
2025-04-20,2109.183779841268,36191.70969914818,0.0,245.78384957261957,0.0,36191.70969914818,36437.4935487208,36191.70969914818,2111.309989847487,2111.309989847487,2111.309989847487
2025-04-21,2111.309989847487,36097.04668804919,0.0,265.6651788273815,0.0,36097.04668804919,36362.71186687657,36097.04668804919,1783.2522657634122,1823.4353424829892,1783.2522657634122
2025-04-22,1783.2522657634122,35849.29947611799,0.0,681.9101422892861,0.0,35849.29947611799,36531.20961840727,35849.29947611799,1808.1560689682535,1808.1560689682535,1808.1560689682535
2025-04-23,1808.1560689682535,36426.60877742115,0.0,213.810244519051,0.0,36426.60877742115,36640.4190219402,36426.60877742115,2141.4884714285677,2159.923656613754,2141.4884714285677
2025-04-24,2141.4884714285677,35052.444781350496,0.0,344.77198222618927,0.0,35052.444781350496,35397.21676357668,35052.444781350496,1862.6684706878318,1882.8215130158737,1862.6684706878318
2025-04-25,1862.6684706878318,10403.960301587224,0.0,38.969082871428675,0.0,10403.960301587224,10442.929384458652,10403.960301587224,1682.8652083333343,1682.8652083333343,1682.8652083333343
2025-04-26,1682.8652083333343,10502.035259128832,0.0,551.4763851517729,0.0,10502.035259128832,11053.511644280605,10502.035259128832,1605.449249444447,1752.676106428576,1605.449249444447
2025-04-27,1605.449249444447,32948.458444721546,3869.6672800417045,3664.0662267706166,4032.1297261997343,36818.12572476325,36612.52467149216,36980.58817092128,1529.3225094444444,1769.1468780158718,1529.3225094444444
2025-04-28,1529.3225094444444,34656.76604971502,18413.851658419208,19745.67640184837,19814.363059686748,53070.61770813423,54402.44245156339,54471.129109401765,1725.7195729629627,1963.657968201058,1725.7195729629627
2025-04-29,1725.7195729629627,34217.87430540976,1377.533004680637,2305.6016322226315,1438.266913141689,35595.40731009039,36523.47593763239,35656.14121855145,1912.5830925925934,2143.1815589418015,1912.5830925925934
2025-04-30,1912.5830925925934,33765.8802864942,0.0,0.0,0.0,33765.8802864942,33765.8802864942,33765.8802864942,1680.3191546031742,1680.3191546031742,1680.3191546031742
2025-05-01,1680.3191546031742,34793.181775412755,11141.82258373736,11289.501495862609,11255.84490657649,45935.004359150116,46082.68327127537,46049.02668198924,1210.8405,1210.8405,1210.8405
2025-05-02,1210.8405,11204.112702225075,8326.283364717074,7537.079327135591,9046.821556507603,19530.39606694215,18741.192029360667,20250.934258732676,1200.0,1200.0,1200.0
2025-05-03,1200.0,11316.21067285973,5225.626322144238,5759.199560412857,5225.626322144238,16541.836995003967,17075.41023327259,16541.836995003967,1200.0,1220.4859616666674,1200.0
2025-05-04,1200.0,36854.2336657107,7449.858323018027,7333.5226128379745,7450.078593620114,44304.09198872873,44187.75627854867,44304.312259330814,1257.9569999999999,1257.9569999999999,1257.9569999999999
2025-05-05,1257.9569999999999,36975.73851277547,9980.732310875412,11214.803341822086,7595.411874387538,46956.47082365088,48190.541854597555,44571.150387163005,1230.6945,1230.6945,1230.6945
2025-05-06,1230.6945,37137.852003132015,6081.418394556592,7753.049096199664,6081.418394556592,43219.270397688604,44890.90109933168,43219.270397688604,1200.0,1200.0,1200.0
2025-05-07,1200.0,38040.57971192688,7503.0548855398965,7159.533305752689,7744.554572346922,45543.63459746678,45200.11301767957,45785.13428427381,1321.227009814815,1326.9681394444444,1321.227009814815
2025-05-08,1321.227009814815,41637.404461335056,0.0,1078.035668748802,0.0,41637.404461335056,42715.44013008386,41637.404461335056,3264.36368272487,3264.36368272487,3264.36368272487
2025-05-09,3264.36368272487,13684.457945468535,0.0,66.98216112033182,0.0,13684.457945468535,13751.440106588867,13684.457945468535,3276.7054976719605,3276.7054976719605,3276.7054976719605
2025-05-10,3276.7054976719605,13733.739958217706,76.81153426599002,121.88434408214371,0.0,13810.551492483695,13855.62430229985,13733.739958217706,2994.6289864021123,2994.6289864021123,2994.6289864021123
2025-05-11,2994.6289864021123,40876.437517875594,179.42644999999962,642.7398849714291,179.42644999999962,41055.86396787559,41519.177402847024,41055.86396787559,2862.3210541534404,2876.096450978837,2862.3210541534404
2025-05-12,2862.3210541534404,41331.20890228202,0.0,236.00245910714688,0.0,41331.20890228202,41567.21136138917,41331.20890228202,3207.3646112433853,3207.3646112433853,3207.3646112433853
2025-05-13,3207.3646112433853,40784.06723106797,0.0,77.64951767857292,0.0,40784.06723106797,40861.71674874655,40784.06723106797,3383.0729744973532,3383.0729744973532,3383.0729744973532
2025-05-14,3383.0729744973532,40488.45157723781,0.0,381.63487927975484,0.0,40488.45157723781,40870.086456517565,40488.45157723781,3095.7578105290995,3095.7578105290995,3095.7578105290995
2025-05-15,3095.7578105290995,40618.463653724226,0.0,1648.6261847464302,0.0,40618.463653724226,42267.08983847065,40618.463653724226,3615.902583053554,3615.902583053554,3615.902583053554
2025-05-16,3615.902583053554,12823.97208003738,0.0,0.0,0.0,12823.97208003738,12823.97208003738,12823.97208003738,2679.1148332539706,2679.1148332539706,2679.1148332539706
2025-05-17,2679.1148332539706,13334.968919061308,169.32442482142883,241.3539201880954,0.0,13504.293343882737,13576.322839249404,13334.968919061308,2893.0258813492082,2893.0258813492082,2893.0258813492082
2025-05-18,2893.0258813492082,40028.31420529956,0.0,1102.4606388007053,0.0,40028.31420529956,41130.77484410027,40028.31420529956,3304.3183897304307,3304.3183897304307,3304.3183897304307
2025-05-19,3304.3183897304307,38988.64526626456,455.9576833333333,455.9576833333333,455.9576833333333,39444.602949597895,39444.602949597895,39444.602949597895,2763.393606507937,2763.393606507937,2763.393606507937
2025-05-20,2763.393606507937,38816.96006951293,0.0,846.8174807738103,0.0,38816.96006951293,39663.77755028674,38816.96006951293,2594.929720502647,2594.929720502647,2594.929720502647
2025-05-21,2594.929720502647,39236.82737097019,0.0,890.121110541666,0.0,39236.82737097019,40126.948481511856,39236.82737097019,2890.1773835449735,2890.1773835449735,2890.1773835449735
2025-05-22,2890.1773835449735,38224.60129992,16.413304999999596,465.6659883214318,16.413304999999596,38241.014604920005,38690.26728824143,38241.014604920005,3190.3367486507923,3208.1110729629618,3190.3367486507923
2025-05-23,3190.3367486507923,12505.965525691014,75.4820912500006,75.4820912500006,0.0,12581.447616941014,12581.447616941014,12505.965525691014,3467.2715843121728,3467.2715843121728,3467.2715843121728
2025-05-24,3467.2715843121728,13050.381315488095,0.0,0.0,0.0,13050.381315488095,13050.381315488095,13050.381315488095,3377.26971822751,3377.26971822751,3377.26971822751
2025-05-25,3377.26971822751,37203.689377828196,84.90765869999919,483.47637250476714,84.90765869999919,37288.5970365282,37687.16575033296,37288.5970365282,2661.0087242952536,2661.0087242952536,2661.0087242952536
2025-05-26,2661.0087242952536,36793.976117757324,188.4353125000003,664.9647843000032,0.0,36982.41143025732,37458.94090205733,36793.976117757324,2680.665561837788,2731.996629086465,2680.665561837788
2025-05-27,2680.665561837788,37354.70414961662,0.0,127.33975406666767,0.0,37354.70414961662,37482.04390368329,37354.70414961662,2444.3379715079363,2444.3379715079363,2444.3379715079363
2025-05-28,2444.3379715079363,37042.69754085792,0.0,865.4693123163297,0.0,37042.69754085792,37908.16685317425,37042.69754085792,2562.5257574603193,2645.7993399470915,2562.5257574603193
2025-05-29,2562.5257574603193,36479.32253893085,119.26099001666701,3613.5332053085494,119.26099001666701,36598.583528947514,40092.8557442394,36598.583528947514,1797.8204506613763,1962.3290406613776,1797.8204506613763
2025-05-30,1797.8204506613763,12219.267146865777,0.0,1362.7064928654775,0.0,12219.267146865777,13581.973639731255,12219.267146865777,2001.3634417195785,2399.431499603177,2001.3634417195785
2025-05-31,2001.3634417195785,11827.495960840139,0.0,0.0,0.0,11827.495960840139,11827.495960840139,11827.495960840139,2353.0447784528897,2353.0447784528897,2353.0447784528897
