date,grid_kwh,charge_kwh,discharge_kwh,unused_kwh,total_cost,soc_start_kwh,soc_end_kwh
2025-05-24,31215.07575864198,16945.560058641975,9437.280216666666,19952.294533333334,15636.172126172532,1335.8669074074078,6101.004052777779
2025-05-25,54455.69213333334,19508.34525,13597.663299999998,5.808686864838819e-13,33487.352278750004,6101.004052777779,8550.000000000004
2025-05-26,56682.76972860082,17132.92196193415,15029.985183333334,5.229594535194337e-12,34415.273688322115,8550.000000000004,7269.646228703702
2025-05-27,53848.780038888886,18259.63077222222,13801.218033333333,3.304023721284466e-13,32966.130751021665,7269.646228703702,8368.627219999998
2025-05-28,55940.116050000004,18437.139199999994,14770.847249999999,4.980904577678302e-12,33931.567770713336,8368.627219999998,8550.0
2025-05-29,50028.08261111112,11268.222777777779,15350.263666666666,9.254819133275305e-13,31894.674395436257,8550.0,1635.5519814814816
2025-05-30,26337.27035288066,12082.22343621399,9706.996783333332,17365.810433333336,13810.419938491648,1635.5519814814816,1724.0010925925935
2025-05-31,33843.16010416667,19697.832916666666,9811.845645833331,15567.991283333336,16694.887243093337,1724.0010925925935,8550.0
2025-06-01,75279.36421378602,21339.67323045268,17285.135316666667,6.821210263296962e-13,46186.14704349126,8550.0,8550.0
2025-06-02,72723.79623744857,21489.41467078189,17406.425883333333,5.311306949806749e-13,45285.084875871005,8550.0,8550.0
2025-06-03,72288.32671741152,21557.683600411525,17461.723716333334,4.547473508864641e-13,44623.874342536576,8550.0,8550.0
2025-06-04,73602.31540308642,20826.603086419753,16869.5485,4.547473508864641e-13,45091.244619177036,8550.0,8550.0
2025-06-05,68460.64183622634,15339.523348559671,18028.199528999998,3.410605131648481e-13,43507.78272300387,8550.0,2324.2382037037037
2025-06-06,35374.87876563786,12680.278415637857,10326.81438333333,2166.419333333338,20766.33275780101,2324.2382037037037,2262.2505740740753
2025-06-07,41242.63268333334,19666.666666666668,10271.025516666667,720.4783666666654,22764.595049338335,2262.2505740740753,8550.0
2025-06-08,68802.30059186625,19038.828027366253,15421.450702166669,4.04298816647497e-12,42906.263869655566,8550.0,8550.0
2025-06-09,75055.75037366255,21700.198106995886,17577.160466666668,2.8546054409162025e-12,46636.7320732271,8550.0,8550.0
2025-06-10,75800.80993662552,22012.45106995885,17830.085366666666,9.094947017729282e-13,46794.66226507266,8550.0,8550.0
2025-06-11,80477.3567385288,23120.581167695473,18727.670745833333,4.547473508864641e-13,50294.636686688325,8550.0,8550.0
2025-06-12,69863.01378580865,15716.456591975311,18305.8342395,2.3447910280083306e-13,44769.39786938741,8550.0,2354.9951111111113
2025-06-13,33468.286524279836,12441.914609053494,10368.355416666665,3049.4136318930077,19536.15885489354,2354.9951111111113,2032.3233518518518
2025-06-14,41107.7564,19666.666666666664,10064.091016666665,5311.838000000004,22662.22098932,2032.3233518518518,8550.0
2025-06-15,74782.07992345678,21868.97679012345,17713.871199999998,3.410605131648481e-13,45964.215965013864,8550.0,8550.0
2025-06-16,77083.96084074075,23104.77907407408,18714.87105,5.684341886080801e-13,47569.849127684036,8550.0,8550.0
2025-06-17,78850.45213539095,22176.004835390948,17962.563916666662,5.684341886080801e-13,49011.64515231998,8550.0,8550.0
2025-06-18,75035.38942057613,21615.781687242797,17508.783166666668,7.958078640513122e-13,46096.82171353284,8550.0,8550.0
2025-06-19,64824.78770246913,14032.672469135798,17467.388966666666,2.3874235921539366e-12,41692.478518240285,8550.0,1771.1952592592588
2025-06-20,32249.899435802472,12373.974135802475,9829.075733333333,7304.420183333328,18482.40214226358,1771.1952592592588,1986.5767222222232
2025-06-21,39271.1074,19666.666666666668,10022.91905,10292.619383333335,20926.70887634167,1986.5767222222232,8550.0
2025-06-22,71317.94825390946,20318.985020576132,16458.377866666666,3.410605131648481e-13,44082.2285980693,8550.0,8550.0
2025-06-23,71063.16954999999,21062.545,17060.66145,1.1368683772161603e-13,44372.301901319566,8550.0,8550.0
2025-06-24,80707.8453026749,23363.437119341565,18924.384066666666,5.115907697472721e-13,50123.726020282076,8550.0,8550.0
2025-06-25,74738.86941928806,22639.200276954733,18337.752224333337,2.6716406864579767e-12,45687.35607934923,8550.0,8550.0
2025-06-26,64340.360738823045,14409.145467489712,17616.168562,2.2737367544323206e-13,40989.50328715481,8550.0,1944.7102962962963
2025-06-27,31354.233003703706,12334.817037037035,9985.239266666666,9233.009366666669,17739.71611411537,1944.7102962962963,1951.3353333333337
2025-06-28,39212.72555,19666.666666666668,9991.2018,7760.334566666668,20995.15479958,1951.3353333333337,8550.0
2025-06-29,73375.9441109856,21621.976724485594,17513.801146833335,8.206768598029157e-13,44811.72519957351,8550.0,8550.0
2025-06-30,74031.93960310082,21864.503261934155,17710.247642166665,1.3287149158713873e-12,45253.613858566794,8550.0,8550.0
2025-07-01,83117.25259471193,22372.150323045265,18121.44176166667,2.76667577736589e-12,51875.368466645166,8550.0,8550.0
2025-07-02,76530.89339465021,19084.87909465021,15458.752066666666,3.538502824085299e-12,48191.831396588146,8550.0,8550.0
2025-07-03,77219.42861584363,15663.32973251029,18204.320050000002,2.2737367544323206e-13,49882.702603932674,8550.0,2419.9744814814817
2025-07-04,41162.75035761317,12933.870390946498,10412.97703333333,9760.989533333337,24542.157648631874,2419.9744814814817,2490.4833518518517
2025-07-05,48344.00158333334,19666.666666666668,10476.435016666666,10363.689966666665,27662.641465318335,2490.4833518518517,8550.000000000004
2025-07-06,84126.28469382717,22801.59549382716,18469.29235,4.661160346586257e-12,53258.657678071875,8550.000000000004,8550.0
2025-07-07,77035.53352489712,19084.477674897124,15458.426916666667,2.2737367544323206e-13,48431.411533386425,8550.0,8550.0
2025-07-08,79763.19713518518,22062.158518518518,17870.3484,1.2008172234345693e-12,50658.05292686181,8550.0,8550.0
2025-07-09,78022.69742489712,20863.012674897123,16899.040266666667,1.149302875091962e-12,49143.36140772282,8550.0,8550.0
2025-07-10,70441.41586851852,14262.305185185185,16674.5127,4.547473508864641e-13,46195.63797819704,8550.0,2858.8383333333336
2025-07-11,40909.089285390946,12916.628168724279,10807.9545,6281.638466666666,24318.879081069652,2858.8383333333336,2474.965351851853
2025-07-12,48304.688683333334,19666.666666666664,10462.468816666666,8016.247500000001,27708.526370611668,2474.965351851853,8550.0
2025-07-13,73163.80063796297,20505.685462962963,16609.605225,1.3535839116229909e-12,46866.080191125555,8550.0,8550.0
2025-07-14,75358.3204644033,18687.585514403294,15136.944266666665,2.829736445164599e-12,47944.83149192352,8550.0,8550.0
2025-07-15,76363.96591851852,19025.870185185187,15410.95485,9.094947017729282e-13,48246.256397194484,8550.0,8550.0
2025-07-16,75840.57327469547,19505.31521769547,15799.305326333333,3.410605131648481e-13,48049.823533574614,8550.0,8550.0
2025-07-17,69624.61881666667,13697.176666666664,16792.973916666666,9.094947017729282e-13,45759.81839074014,8550.0,2218.5990925925926
2025-07-18,39438.78663477366,12144.742551440328,10231.739183333333,6251.535166666667,23510.020995159157,2218.5990925925926,1780.2682962962963
2025-07-19,48016.4566,19666.666666666664,9837.241466666666,11004.212350000003,27589.17153118,1780.2682962962963,8550.0
2025-07-20,75833.23601069959,19701.356810699588,15958.099016666667,4.547473508864641e-13,47780.58812640574,8550.0,8550.0
2025-07-21,77865.3505298354,20397.90094650206,16522.299766666667,1.1368683772161603e-13,49127.40194173519,8550.0,8550.0
2025-07-22,77669.54678312757,20391.59034979424,16517.188183333335,9.094947017729282e-13,48921.360087110676,8550.0,8550.0
2025-07-23,78291.62337757202,21447.76979423868,17372.693533333335,3.0340174816956278e-12,49534.3039129765,8550.0,8550.0
2025-07-24,70194.3565292181,12386.062979218104,15808.17845,2.2737367544323206e-12,46004.153499397675,8550.0,2132.8139590740743
2025-07-25,39568.79026234568,12768.488029012347,10200.551916666667,10495.534583333332,23487.521167206236,2132.8139590740743,2290.5066111111114
2025-07-26,46877.92173333333,19666.666666666668,10296.455950000001,9038.619449999998,26658.7853921,2290.5066111111114,8550.0
2025-07-27,77947.96454320988,22435.656543209883,18172.8818,4.547473508864641e-13,48856.91734904556,8550.0,8550.0
2025-07-28,82118.28186316873,21912.65594650206,17749.25131666667,6.821210263296962e-13,51379.08425617245,8550.0,8550.0
2025-07-29,80095.45269012346,21190.56179012346,17164.355050000002,7.958078640513122e-13,50054.79237237539,8550.0,8550.0
2025-07-30,78186.42119897119,21490.353415637863,17407.186266666668,5.684341886080801e-13,49148.494432080435,8550.0,8550.0
2025-07-31,71230.40094320988,13994.924876543213,17459.520200000003,6.448175327022909e-13,46479.22466951315,8550.0,1745.9654999999998
2025-08-01,38979.84808045268,12422.173230452676,9806.36895,15112.684133333332,23075.360379954156,1745.9654999999998,2029.955907407408
2025-08-02,44550.999784156375,18562.014100823042,10061.960316666667,15123.921066666668,25425.554482847387,2029.955907407408,7555.812690740739
2025-08-03,66760.65961666667,18770.584499999997,14849.404866666668,2.7924329515371937e-12,43290.93597958166,7555.812690740739,7950.0
2025-08-04,69275.36065843621,18873.85114176955,15014.145566666666,4.689582056016661e-13,44349.64408136612,7950.0,8254.08206462963
2025-08-05,69093.65859979425,19342.224866460907,15400.875999999998,4.547473508864641e-13,43890.07059020087,8254.08206462963,8550.0
2025-08-06,71156.90958580247,18855.3174691358,15812.80715,5.684341886080801e-13,45620.37428969197,8550.0,7950.0
2025-08-07,60901.66174197531,13102.826975308642,15589.150483333335,1.1368683772161603e-13,40646.3910501736,7950.0,2421.2659629629634
2025-08-08,38070.98567037037,12811.16037037037,10414.139366666668,19898.793416666667,22484.9375710437,2421.2659629629634,2380.0443333333337
2025-08-09,44778.0003744856,19112.286557818934,10377.0399,17120.824716666666,25368.448094446485,2380.0443333333337,8051.057902037042
2025-08-10,68624.5799899177,17952.17395658436,14632.213016666668,2.9842794901924208e-12,43990.62759584734,8051.057902037042,7950.0
2025-08-11,68953.88028395062,20276.983950617287,15884.357000000002,1.84474657771716e-12,44064.25279828475,7950.0,8550.0
2025-08-12,71279.76036378602,18522.19323045267,15002.976516666668,7.034373084024992e-12,45723.513630819325,8550.0,8550.0
2025-08-13,69652.94579711935,18589.29656378601,15057.330216666667,1.6342482922482304e-12,44236.96257144774,8550.0,8550.0
2025-08-14,63108.32679979424,13655.322016460907,16473.286200000002,2.3092638912203256e-13,41870.95189391982,8550.0,2536.1384814814814
2025-08-15,38367.980805144034,12669.196255144034,10517.524633333333,19056.5823,22553.70397143496,2536.1384814814814,2252.27662962963
2025-08-16,44804.37783333333,18999.999999999996,10262.048966666665,19137.14643333334,25460.77479789667,2252.27662962963,7950.0
2025-08-17,66786.5120335391,19058.51798353909,15437.399566666667,4.9666937229631e-12,43280.454319191915,7950.0,7950.0
2025-08-18,68141.58626975308,19723.52975308642,15976.0591,4.831690603168681e-13,43876.27794925636,7950.0,7950.0
2025-08-19,68506.76211255144,19205.800329218106,15016.698266666666,4.547473508864641e-13,44054.65315091864,7950.0,8550.0
2025-08-20,74749.24393086419,21571.330864197524,17472.778000000002,6.821210263296962e-13,47011.28314991185,8550.0,8550.0
2025-08-21,62427.88851954733,11574.153436213994,14990.6834,2.2737367544323206e-13,41359.737329015494,8550.0,2310.4232037037036
2025-08-22,39415.97047983539,12688.174279835392,10314.380883333333,15811.607683333332,23598.569047019093,2310.4232037037036,2269.3568518518514
2025-08-23,45105.32115,19000.0,10277.421166666667,13852.736166666666,25728.598808378334,2269.3568518518514,7950.0
2025-08-24,68480.91469053498,20756.767757201647,16272.981883333334,263.53933333333174,44355.79474993142,7950.0,8550.0
2025-08-25,74546.6524808642,19860.870864197528,16087.305400000001,5.684341886080801e-13,47403.05449980675,8550.0,8550.0
2025-08-26,69330.22665864197,20007.41197530864,16206.003700000001,5.684341886080801e-13,44560.33243848831,8550.0,8550.0
2025-08-27,71901.60024275102,20986.58618991769,16999.13481383333,5.5706550483591855e-12,46015.06413932984,8550.0,8550.0
2025-08-28,68946.53010144032,14735.569218106997,16556.8341,1.1368683772161603e-13,44719.47259611039,8550.0,3415.5299629629635
2025-08-29,38231.89287880658,12611.132695473249,11308.976966666665,14374.516800000003,22905.970179968437,3415.5299629629635,2200.0194259259256
2025-08-30,46267.17265,19666.666666666668,10215.017483333333,18302.803633333333,26434.852083285,2200.0194259259256,8550.0
2025-08-31,69829.10862304526,19592.0291563786,16409.543616666666,1.0800249583553523e-12,44865.336993095676,8550.0,7950.0
2025-09-01,57003.5993090535,18049.814609053494,14620.349833333334,2.3998580900297384e-12,35637.802161464875,7950.0,7950.0
2025-09-02,57873.53255864198,20083.03530864198,16267.2586,3.410605131648481e-13,36031.14005195883,7950.0,7950.0
2025-09-03,58996.721516255144,18152.65403292181,14703.649766666667,1.4210854715202004e-13,37264.05904830728,7950.0,7950.000000000001
2025-09-04,51864.571195473254,13423.81769547325,15688.720183333331,203.9081333333364,34249.25939714673,7950.000000000001,2599.524611111113
2025-09-05,30058.22890493827,13292.503271604937,10574.57215,20516.03611666667,16542.69622681642,2599.524611111113,2813.252944444444
2025-09-06,36648.54015,19666.666666666664,10766.92765,20027.717433333335,19279.974273056665,2813.252944444444,8550.000000000002
2025-09-07,58706.32230164608,19712.308868312753,15966.970183333333,2.0463630789890885e-12,36402.25040098275,8550.000000000002,8550.0
2025-09-08,62542.32981872428,19404.001502057614,16257.241216666665,2.8030910925735952e-12,38918.74111684369,8550.0,7950.000000000004
2025-09-09,58761.48744753087,20118.470864197527,15755.961399999998,1296.143716666671,37206.709323491545,7950.000000000004,8550.000000000002
2025-09-10,64699.446701028806,20649.726584362135,17266.27853333333,5.293543381412746e-12,39771.16209474846,8550.000000000002,7950.0
2025-09-11,53065.734734773665,15186.842551440332,16485.76725,868.5736499999987,34534.412273949216,7950.0,3300.6391296296306
2025-09-12,31100.133419135804,13681.72413580247,11205.575216666666,17072.3283,17113.94208714821,3300.6391296296306,3163.551722222223
