date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination
2025-02-11,M0,1517.3820800000024,1520.2362664814812,21,54106.16007220863,54106.16007220863,54106.16007220863,0.0,0.0,283.9349582909421,54390.09503049957,0.0,0.0,1,0.8541206999943824,1.2239131000096677,0,differential_evolution_bounded_direct_search,True,316,-21.223728117066404,,,
2025-02-12,M0,1520.2362664814812,1539.8787200000002,21,54446.26507903356,54446.26507903356,54446.26507903356,0.0,0.0,0.0,54446.26507903356,0.0,0.0,1,0.7573218000034103,0.9600413999869488,0,differential_evolution_bounded_direct_search,True,316,-73.9751233753263,,,
2025-02-13,M0,1539.8787200000002,1659.9019477777783,21,50456.938687559894,50456.938687559894,50456.938687559894,0.0,0.0,101.50603793917895,50558.444725499074,0.0,0.0,1,0.6689015000010841,0.9083353000023635,0,differential_evolution_bounded_direct_search,True,316,-106.93600271190388,,,
2025-02-14,M0,1659.9019477777783,1651.3830856454836,21,19413.684048331575,19413.684048331575,19413.684048331575,0.0,0.0,0.0,19413.684048331575,0.0,0.0,1,0.6166634999972302,0.773290500001167,0,differential_evolution_bounded_direct_search,True,316,-757.746708361155,,,
2025-02-15,M0,1651.3830856454836,1440.7669738617744,21,19992.6444847155,19992.6444847155,19992.6444847155,0.0,0.0,0.0,19992.6444847155,0.0,0.0,1,1.0717728000017814,1.309149199994863,0,differential_evolution_bounded_direct_search,True,316,-691.9353738527752,,,
2025-02-16,M0,1440.7669738617744,1554.8864131481523,21,54599.89391237524,54599.89391237524,54599.89391237524,0.0,0.0,0.0,54599.89391237524,0.0,0.0,1,0.8339421999990009,1.1525881999987178,0,differential_evolution_bounded_direct_search,True,316,-109.09854925800713,,,
2025-02-17,M0,1554.8864131481523,1620.6794309259321,21,53799.501751222655,53799.501751222655,53799.501751222655,0.0,0.0,0.0,53799.501751222655,0.0,0.0,1,0.7561896999977762,0.927064600007725,0,differential_evolution_bounded_direct_search,True,316,-124.10973386388837,,,
2025-02-18,M0,1620.6794309259321,1865.3077809327694,21,48078.41068382689,48078.41068382689,48078.41068382689,0.0,0.0,7.567044988885594,48085.97772881578,0.0,0.0,1,1.4127111999987392,1.6669144999905257,0,differential_evolution_bounded_direct_search,True,316,-191.79785792866534,,,
2025-02-19,M0,1865.3077809327694,1233.2996238888918,21,48224.39373555641,48224.39373555642,48224.39373555642,0.0,0.0,224.9627305819837,48449.3564661384,0.0,0.0,1,0.9916186000045855,1.317171300004702,0,differential_evolution_bounded_direct_search,True,316,-50.15737756788302,,,
2025-02-20,M0,1233.2996238888918,1554.9195412071695,21,49945.473582246006,49945.473582246006,49945.473582246006,0.0,0.0,231.88761072547106,50177.361192971475,0.0,0.0,1,1.348685300006764,1.6278860000020359,0,differential_evolution_bounded_direct_search,True,316,-238.0556300688851,,,
2025-02-21,M0,1554.9195412071695,1704.9255762286427,21,18407.22689707127,18407.22689707127,18407.22689707127,0.0,0.0,0.0,18407.22689707127,0.0,0.0,1,0.795357499999227,0.905209599994123,0,differential_evolution_bounded_direct_search,True,316,-708.4745078184218,,,
2025-02-22,M0,1704.9255762286427,1859.0770211374422,21,18795.957449528294,18795.957449528294,18795.957449528294,0.0,0.0,0.0,18795.957449528294,0.0,0.0,1,0.8704796000092756,1.154597400003695,0,differential_evolution_bounded_direct_search,True,316,-665.5250421026946,,,
2025-02-23,M0,1859.0770211374422,1561.0645083333325,21,49070.74419284302,49070.74419284303,49070.74419284303,0.0,0.0,42.631947473287404,49113.376140316315,0.0,0.0,1,1.380849599998328,1.6291127000004053,0,differential_evolution_bounded_direct_search,True,316,34.361104069352876,,,
2025-02-24,M0,1561.0645083333325,1807.3281338888899,21,47578.82794300052,47578.82794300052,47578.82794300052,0.0,0.0,214.48406303409166,47793.31200603461,0.0,0.0,1,1.441993900007219,1.6520731000055093,0,differential_evolution_bounded_direct_search,True,316,-62.31944166558021,,,
2025-02-25,M0,1807.3281338888899,1495.705135370372,21,49224.32326574952,49224.32326574952,49224.32326574952,0.0,0.0,156.23595187170622,49380.55921762122,0.0,0.0,1,0.8751663000002736,0.9508712999959243,0,differential_evolution_bounded_direct_search,True,316,-162.79886745438984,,,
2025-02-26,M0,1495.705135370372,1810.9368687037036,21,45016.66050726328,45016.660507263274,45016.660507263274,0.0,0.0,2506.025028814968,47522.68553607824,0.0,0.0,1,0.398210499988636,0.5826899000094272,0,differential_evolution_bounded_direct_search,True,316,-68.84578154841681,,,
2025-02-27,M0,1810.9368687037036,1839.3886988888892,21,45718.12708973481,45718.12708973481,45718.12708973481,0.0,0.0,0.0,45718.12708973481,0.0,0.0,1,1.1165748999919742,1.9022013999929186,0,differential_evolution_bounded_direct_search,True,316,-271.96258776777523,,,
2025-02-28,M0,1839.3886988888892,1810.6201427777814,21,18105.210628401284,18105.210628401284,18105.210628401284,0.0,0.0,0.0,18105.210628401284,0.0,0.0,1,0.5954747999930987,0.7671053999947617,0,differential_evolution_bounded_direct_search,True,316,-755.7065516545529,,,
2025-03-01,M0,1810.6201427777814,1842.332893888889,21,20649.437212406847,20649.437212406847,20649.437212406847,0.0,0.0,0.0,20649.437212406847,0.0,0.0,1,0.5490000999998301,0.6569621000089683,0,differential_evolution_bounded_direct_search,True,316,-744.5027314216911,,,
2025-03-02,M0,1842.332893888889,1733.7203771777497,21,51832.62408203855,51832.62408203856,51832.62408203856,0.0,0.0,0.0,51832.62408203856,0.0,0.0,1,1.1952418000000762,1.5823512999922968,0,differential_evolution_bounded_direct_search,True,316,-438.58581735310497,,,
2025-03-03,M0,1733.7203771777497,1482.213391851852,21,53389.67821956138,53389.67821956138,53389.67821956138,0.0,0.0,988.0626915072755,54377.74091106866,0.0,0.0,1,1.4531325999996625,1.6914117999986047,0,differential_evolution_bounded_direct_search,True,316,-617.2154829683288,,,
2025-03-04,M0,1482.213391851852,1679.8558774074056,21,47653.62468144349,47653.62468144349,47653.62468144349,0.0,0.0,0.0,47653.62468144349,0.0,0.0,1,1.0220437999960268,1.1904771999979857,0,differential_evolution_bounded_direct_search,True,316,-549.7678316988097,,,
2025-03-05,M0,1679.8558774074056,1655.5593922222236,21,49842.10137033535,49842.10137033535,49842.10137033535,0.0,0.0,0.0,49842.10137033535,0.0,0.0,1,0.7600134999956936,0.9456720000016503,0,differential_evolution_bounded_direct_search,True,316,-585.8972882019289,,,
2025-03-06,M0,1655.5593922222236,1642.8016246296306,21,46569.785517262724,46569.785517262724,46569.785517262724,0.0,0.0,0.0,46569.785517262724,0.0,0.0,1,0.938234499990358,1.1895008999999845,0,differential_evolution_bounded_direct_search,True,316,-519.7661279462718,,,
2025-03-07,M0,1642.8016246296306,1993.3028774074041,21,18888.38846039811,18888.388460398106,18888.388460398106,0.0,0.0,0.0,18888.388460398106,0.0,0.0,1,0.5324865000002319,0.700184299988905,0,differential_evolution_bounded_direct_search,True,316,-733.6424576489329,,,
2025-03-08,M0,1993.3028774074041,2000.996462592596,21,16840.231787326036,16840.231787326036,16840.231787326036,0.0,0.0,0.0,16840.231787326036,0.0,0.0,1,0.369464200004586,0.457292499995674,0,differential_evolution_bounded_direct_search,True,316,-738.6163014316627,,,
2025-03-09,M0,2000.996462592596,1796.7221637037028,21,46885.19728481055,46885.19728481054,46885.19728481054,0.0,0.0,0.0,46885.19728481054,0.0,0.0,1,0.41194150000228547,0.5164693999977317,0,differential_evolution_bounded_direct_search,True,316,-504.5076583882457,,,
2025-03-10,M0,1796.7221637037028,1759.1498033333341,21,44783.62081982703,44783.62081982703,44783.62081982703,0.0,0.0,1257.8174232513798,46041.43824307841,0.0,0.0,1,0.45929150001029484,0.5525756999995792,0,differential_evolution_bounded_direct_search,True,316,-483.57309084715746,,,
2025-03-11,M0,1759.1498033333341,1751.7146201851854,21,40022.363662064636,40022.36366206464,40022.36366206464,0.0,0.0,18034.869835930083,58057.233497994726,0.0,0.0,1,0.3782997999951476,0.4876892000029329,0,differential_evolution_bounded_direct_search,True,316,-475.9676540550473,,,
2025-03-12,M0,1751.7146201851854,1679.4129914814835,21,45994.920529572744,45994.920529572744,45994.920529572744,0.0,0.0,0.0,45994.920529572744,0.0,0.0,1,1.5428816999919945,1.7568336999975145,0,differential_evolution_bounded_direct_search,True,316,220.73375858359674,,,
2025-03-13,M0,1679.4129914814835,1590.8830672222225,21,45445.45137432171,45445.45137432171,45445.45137432171,0.0,0.0,566.7226826666478,46012.174056988355,0.0,0.0,1,1.9667476000031456,2.556730399999651,0,differential_evolution_bounded_direct_search,True,316,402.9746747598797,,,
2025-03-14,M0,1590.8830672222225,1912.0293012213124,21,16209.95040233895,16209.950402338949,16209.950402338949,0.0,0.0,0.0,16209.950402338949,0.0,0.0,1,1.3641313999978593,1.7742062000033911,0,differential_evolution_bounded_direct_search,True,316,-729.0917087263205,,,
2025-03-15,M0,1912.0293012213124,1409.302948888891,21,16077.813435723203,16077.813435723203,16077.813435723203,0.0,0.0,0.0,16077.813435723203,0.0,0.0,1,1.1071031000028597,1.5221019000018714,0,differential_evolution_bounded_direct_search,True,316,-771.0500015686666,,,
2025-03-16,M0,1409.302948888891,1871.1580459259264,21,44415.07251100221,44415.07251100222,44415.07251100222,0.0,0.0,0.0,44415.07251100222,0.0,0.0,1,1.2800445000029868,1.6619777000014437,0,differential_evolution_bounded_direct_search,True,316,302.41343033300734,,,
2025-03-17,M0,1871.1580459259264,1995.3494987964798,21,40697.665378171,40697.66537817099,40697.66537817099,0.0,0.0,0.0,40697.66537817099,0.0,0.0,1,0.5780228000076022,0.8863835999945877,0,differential_evolution_bounded_direct_search,True,316,196.24767023226156,,,
2025-03-18,M0,1995.3494987964798,1741.9617314814839,21,46709.15927984625,46709.15927984625,46709.15927984625,0.0,0.0,0.0,46709.15927984625,0.0,0.0,1,1.6719129999983124,2.018609300008393,0,differential_evolution_bounded_direct_search,True,316,135.21474427614498,,,
2025-03-19,M0,1741.9617314814839,1732.4332379629623,21,38807.20987660249,38807.20987660248,38807.20987660248,0.0,0.0,4895.870817022007,43703.080693624484,0.0,0.0,1,0.5814131000079215,0.7633436999894911,0,differential_evolution_bounded_direct_search,True,316,286.49515254475256,,,
2025-03-20,M0,1732.4332379629623,2053.885306296295,21,44397.52427063982,44397.52427063983,44397.52427063983,0.0,0.0,579.0274744082529,44976.551745048084,0.0,0.0,1,0.5560084000026109,0.7917272999911802,0,differential_evolution_bounded_direct_search,True,316,147.94196080351483,,,
2025-03-21,M0,2053.885306296295,1664.2928161111151,21,15581.98259503084,15581.98259503084,15581.98259503084,0.0,0.0,0.0,15581.98259503084,0.0,0.0,1,0.9258905000024242,1.2777478999923915,0,differential_evolution_bounded_direct_search,True,316,-753.7362533648852,,,
2025-03-22,M0,1664.2928161111151,2409.9730975925913,21,16988.708976842565,16988.708976842565,16988.708976842565,0.0,0.0,0.0,16988.708976842565,0.0,0.0,1,1.4215674000006402,1.7036565000016708,0,differential_evolution_bounded_direct_search,True,316,-734.414339717214,,,
2025-03-23,M0,2409.9730975925913,1672.3243005555553,21,44680.37651291031,44680.37651291031,44680.37651291031,0.0,0.0,216.01397537197897,44896.39048828229,0.0,0.0,1,0.7568969999992987,0.86120280000614,0,differential_evolution_bounded_direct_search,True,316,250.77000851407627,,,
2025-03-24,M0,1672.3243005555553,1766.5139881481475,21,42119.23976674759,42119.23976674759,42119.23976674759,0.0,0.0,0.0,42119.23976674759,0.0,0.0,1,0.44233649999659974,0.5868641000124626,0,differential_evolution_bounded_direct_search,True,316,377.1257689188545,,,
2025-03-25,M0,1766.5139881481475,1464.9716192592584,21,46683.53224191129,46683.53224191129,46683.53224191129,0.0,0.0,94.07243326666796,46777.60467517796,0.0,0.0,1,0.6401780999876792,0.9101910999888787,0,differential_evolution_bounded_direct_search,True,316,311.1770487848142,,,
2025-03-26,M0,1464.9716192592584,1574.2627575925947,21,39891.04259061682,39891.042590616824,39891.042590616824,0.0,0.0,0.0,39891.042590616824,0.0,0.0,1,0.8687670000072103,1.275795499997912,0,differential_evolution_bounded_direct_search,True,316,568.9139495442565,,,
2025-03-27,M0,1574.2627575925947,1678.7818401851857,21,42763.64839972548,42763.64839972548,42763.64839972548,0.0,0.0,0.0,42763.64839972548,0.0,0.0,1,0.7532932000030996,0.9857249000051524,0,differential_evolution_bounded_direct_search,True,316,569.7292378988194,,,
2025-03-28,M0,1678.7818401851857,2111.4371049680008,21,16173.686783224282,16173.686783224282,16173.686783224282,0.0,0.0,0.0,16173.686783224282,0.0,0.0,1,0.5446210999944014,0.6095696999982465,0,differential_evolution_bounded_direct_search,True,316,-791.1133942552866,,,
2025-03-29,M0,2111.4371049680008,1601.4489900000003,21,14837.699684756892,14837.699684756892,14837.699684756892,0.0,0.0,1116.9286859723463,15954.628370729239,0.0,0.0,1,0.4494664000085322,0.5956819999992149,0,differential_evolution_bounded_direct_search,True,316,-782.4267722984022,,,
2025-03-30,M0,1601.4489900000003,1946.1589599801414,21,41986.018077684406,41986.01807768441,41986.01807768441,0.0,0.0,0.0,41986.01807768441,0.0,0.0,1,0.5839938000135589,0.833347000007052,0,differential_evolution_bounded_direct_search,True,316,451.358148399324,,,
2025-03-31,M0,1946.1589599801414,1733.7409275925925,21,36561.30129258301,36561.301292583004,36561.301292583004,0.0,0.0,4194.260462470387,40755.56175505339,0.0,0.0,1,1.0917744000034872,1.3345655000011902,0,differential_evolution_bounded_direct_search,True,316,270.5910226429987,,,
2025-04-01,M0,1733.7409275925925,1917.8480883333295,21,44695.769694954055,44695.76969495405,44695.76969495405,0.0,0.0,0.0,44695.76969495405,0.0,0.0,1,0.5626418000028934,0.7802679000014905,0,differential_evolution_bounded_direct_search,True,316,160.6346744495951,,,
2025-04-02,M0,1917.8480883333295,1745.6067961623821,21,41785.76859229074,41785.76859229074,41785.76859229074,0.0,0.0,0.0,41785.76859229074,0.0,0.0,1,0.3886181999987457,0.7624673999962397,0,differential_evolution_bounded_direct_search,True,316,301.7478201678508,,,
2025-04-03,M0,1745.6067961623821,1834.5423036372422,21,43457.943973868525,43457.94397386852,43457.94397386852,0.0,0.0,0.0,43457.94397386852,0.0,0.0,1,0.6088943999930052,0.8342203000065638,0,differential_evolution_bounded_direct_search,True,316,141.54137242301238,,,
2025-04-04,M0,1834.5423036372422,1927.8766569779596,21,14605.96526389987,14605.96526389987,14605.96526389987,0.0,0.0,0.0,14605.96526389987,0.0,0.0,1,0.4967229000030784,0.7081932000000961,0,differential_evolution_bounded_direct_search,True,316,-760.0618940992432,,,
2025-04-05,M0,1927.8766569779596,1659.0723365060358,21,14445.643352375882,14445.643352375882,14445.643352375882,0.0,0.0,0.0,14445.643352375882,0.0,0.0,1,0.8800530000007711,1.000747500002035,0,differential_evolution_bounded_direct_search,True,316,-768.0315017993702,,,
2025-04-06,M0,1659.0723365060358,1642.105130740742,21,39873.51692005496,39873.51692005496,39873.51692005496,0.0,0.0,0.0,39873.51692005496,0.0,0.0,1,1.8225222999899415,2.219313900000998,0,differential_evolution_bounded_direct_search,True,316,591.7351992024761,,,
2025-04-07,M0,1642.105130740742,1433.9868979637608,21,34954.96796300677,34954.96796300677,34954.96796300677,0.0,0.0,1897.2404109502631,36852.20837395703,0.0,0.0,1,1.601001000002725,1.8594006999919657,0,differential_evolution_bounded_direct_search,True,316,404.96388130680947,,,
2025-04-08,M0,1433.9868979637608,1565.346310254013,21,41465.13763098803,41465.13763098803,41465.13763098803,0.0,0.0,0.0,41465.13763098803,0.0,0.0,1,0.7860882000095444,1.1326184999925317,0,differential_evolution_bounded_direct_search,True,316,964.8057145744096,,,
2025-04-09,M0,1565.346310254013,1645.3901599832316,21,40367.75969271194,40367.75969271193,40367.75969271193,0.0,0.0,0.0,40367.75969271193,0.0,0.0,1,0.9733313000033377,1.1286868000024697,0,differential_evolution_bounded_direct_search,True,316,536.7320211328679,,,
2025-04-10,M0,1645.3901599832316,1928.1928474074045,21,39330.27612567993,39330.27612567993,39330.27612567993,0.0,0.0,0.0,39330.27612567993,0.0,0.0,1,0.7155239999992773,0.8917874999897322,0,differential_evolution_bounded_direct_search,True,316,461.10198210549675,,,
2025-04-11,M0,1928.1928474074045,1530.699607774894,21,13656.005711758553,13656.005711758553,13656.005711758553,0.0,0.0,0.0,13656.005711758553,0.0,0.0,1,0.5388910000037868,0.968903600005433,0,differential_evolution_bounded_direct_search,True,316,-798.0144512604301,,,
2025-04-12,M0,1530.699607774894,2139.3613942179054,21,15145.666993983716,15145.666993983716,15145.666993983716,0.0,0.0,0.0,15145.666993983716,0.0,0.0,1,1.0129272999911336,1.2705741999961901,0,differential_evolution_bounded_direct_search,True,316,-657.4325885625212,,,
2025-04-13,M0,2139.3613942179054,1919.754075261196,21,36463.32179048275,36463.321790482754,36463.321790482754,0.0,0.0,0.0,36463.321790482754,0.0,0.0,1,1.3615931999956956,1.6016836000053445,0,differential_evolution_bounded_direct_search,True,316,641.8207503430831,,,
2025-04-14,M0,1919.754075261196,1744.6452275925926,21,39018.66944339562,39018.66944339563,39018.66944339563,0.0,0.0,71.0314411912524,39089.700884586884,0.0,0.0,1,0.8505063999909908,1.245145599998068,0,differential_evolution_bounded_direct_search,True,316,712.412298167894,,,
2025-04-15,M0,1744.6452275925926,1819.992792777777,21,34238.66066112138,34238.66066112138,34238.66066112138,0.0,0.0,2438.2285613218673,36676.88922244325,0.0,0.0,1,1.6451525000011316,1.9078621999942698,0,differential_evolution_bounded_direct_search,True,316,496.85332009131423,,,
2025-04-16,M0,1819.992792777777,1837.6396965924469,21,37706.43191016886,37706.43191016887,37706.43191016887,0.0,0.0,0.0,37706.43191016887,0.0,0.0,1,1.0130237999983365,1.29939079999167,0,differential_evolution_bounded_direct_search,True,316,460.7489414518393,,,
2025-04-17,M0,1837.6396965924469,1944.0803853703699,21,35247.861487836875,35247.861487836875,35247.861487836875,0.0,0.0,671.4033067583321,35919.264794595205,0.0,0.0,1,1.5763025999913225,1.7530598000012105,0,differential_evolution_bounded_direct_search,True,316,180.58162815562017,,,
2025-04-18,M0,1944.0803853703699,2283.770845870994,21,13949.214120441342,13949.214120441342,13949.214120441342,0.0,0.0,0.0,13949.214120441342,0.0,0.0,1,0.8087259000021731,1.1657794999919133,0,differential_evolution_bounded_direct_search,True,316,-800.890478890498,,,
2025-04-19,M0,2283.770845870994,1914.8951240775796,21,13066.66108971633,13066.66108971633,13066.66108971633,0.0,0.0,0.0,13066.66108971633,0.0,0.0,1,0.6743715000047814,1.0904607999982545,0,differential_evolution_bounded_direct_search,True,281,-813.4859534224636,,,
2025-04-20,M0,1914.8951240775796,2033.7065642592615,21,35630.77403384469,35630.77403384469,35630.77403384469,0.0,0.0,0.0,35630.77403384469,0.0,0.0,1,1.3179486999870278,1.8100756000058027,0,differential_evolution_bounded_direct_search,True,316,-214.65564239563005,,,
2025-04-21,M0,2033.7065642592615,1689.3928840740732,21,38117.67681790222,38117.67681790222,38117.67681790222,0.0,0.0,0.0,38117.67681790222,0.0,0.0,1,1.132094300002791,1.4644151000102283,0,differential_evolution_bounded_direct_search,True,316,-42.13386757421307,,,
2025-04-22,M0,1689.3928840740732,1394.0582867897533,21,33595.665312886544,33595.665312886544,33595.665312886544,0.0,0.0,994.269627333761,34589.93494022031,0.0,0.0,1,0.4573257000010926,0.5949325999972643,0,differential_evolution_bounded_direct_search,True,316,-280.2777854194524,,,
2025-04-23,M0,1394.0582867897533,1741.6178999999993,21,33046.81226044116,33046.812260441155,33046.812260441155,0.0,0.0,3275.9604116615747,36322.77267210273,0.0,0.0,1,0.3802960000029998,0.4663235000043642,0,differential_evolution_bounded_direct_search,True,316,-482.0485632619357,,,
2025-04-24,M0,1741.6178999999993,1821.0852241883547,21,34079.34029431158,34079.34029431158,34079.34029431158,0.0,0.0,0.0,34079.34029431158,0.0,0.0,1,0.36983920000784565,0.44601549999788404,0,differential_evolution_bounded_direct_search,True,316,-490.39466549943324,,,
2025-04-25,M0,1821.0852241883547,1717.6174583894863,21,13466.029950252096,13466.029950252096,13466.029950252096,0.0,0.0,0.0,13466.029950252096,0.0,0.0,1,0.5497548000130337,0.6352664000005461,0,differential_evolution_bounded_direct_search,True,316,-825.3099316133978,,,
2025-04-26,M0,1717.6174583894863,1763.7676997278406,21,13392.27062889175,13392.270628891752,13392.270628891752,0.0,0.0,0.0,13392.270628891752,0.0,0.0,1,0.4076482000091346,0.490590900008101,0,differential_evolution_bounded_direct_search,True,316,-822.5711757517854,,,
2025-04-27,M0,1763.7676997278406,1529.322509444445,21,33415.23896014708,33415.23896014708,33415.23896014708,0.0,0.0,2191.507657380126,35606.746617527206,0.0,0.0,1,0.6868599000008544,1.00608610000927,0,differential_evolution_bounded_direct_search,True,316,-741.0250952003383,,,
2025-04-28,M0,1529.322509444445,2005.9996655555562,21,40764.48878058634,40764.48878058635,40764.48878058635,0.0,0.0,0.0,40764.48878058635,0.0,0.0,1,0.3259663999924669,0.48380090000864584,0,differential_evolution_bounded_direct_search,True,316,-592.3129152987583,,,
2025-04-29,M0,2005.9996655555562,1912.5830925925932,21,34559.91577064633,34559.91577064633,34559.91577064633,0.0,0.0,1307.5640068693497,35867.47977751568,0.0,0.0,1,0.7038889999967068,0.8737842999980785,0,differential_evolution_bounded_direct_search,True,316,-663.0347725048229,,,
2025-04-30,M0,1912.5830925925932,1501.278084074074,21,33300.71053809053,33300.710538090534,33300.710538090534,0.0,0.0,38.51207526666049,33339.2226133572,0.0,0.0,1,1.9955150999885518,2.3124955999956,0,differential_evolution_bounded_direct_search,True,316,-641.2562318229807,,,
2025-05-01,M0,1501.278084074074,1210.8405,21,35018.927860082695,35018.927860082695,35018.927860082695,0.0,0.0,9752.423396362808,44771.3512564455,0.0,0.0,1,1.44579579999845,1.7140406999969855,0,differential_evolution_bounded_direct_search,True,316,-645.4487533588502,,,
2025-05-02,M0,1210.8405,1200.0,21,15061.987783720342,15061.98778372034,15061.98778372034,0.0,0.0,5085.144911326743,20147.132695047083,0.0,0.0,1,0.9145043000025908,1.191867400004412,0,differential_evolution_bounded_direct_search,True,316,-404.76299424111176,,,
2025-05-03,M0,1200.0,1216.2882212962963,21,14204.4969862562,14204.496986256196,14204.496986256196,0.0,0.0,6463.176545440564,20667.67353169676,0.0,0.0,1,1.4718343999993522,1.8071564999991097,0,differential_evolution_bounded_direct_search,True,316,-236.89588698037727,,,
2025-05-04,M0,1216.2882212962963,1257.9569999999999,21,37104.122747352565,37104.122747352565,37104.122747352565,0.0,0.0,7180.332134524491,44284.454881877056,0.0,0.0,1,0.7870667999959551,1.1929921999981161,0,differential_evolution_bounded_direct_search,True,316,94.9335271328712,,,
2025-05-05,M0,1257.9569999999999,1230.6944999999998,21,38656.90801430227,38656.90801430227,38656.90801430227,0.0,0.0,4334.689272508158,42991.59728681043,0.0,0.0,1,1.8313269999925978,1.9253864999918733,0,differential_evolution_bounded_direct_search,True,316,357.2565961470972,,,
2025-05-06,M0,1230.6944999999998,1200.0,21,33595.839792418,33595.839792418,33595.839792418,0.0,0.0,10435.848857965037,44031.68865038304,0.0,0.0,1,0.6268521000019973,0.8267108000000007,0,differential_evolution_bounded_direct_search,True,316,185.79961621982036,,,
2025-05-07,M0,1200.0,1353.0848999999998,21,36315.737733845504,36315.737733845504,36315.737733845504,0.0,0.0,4906.019360742273,41221.75709458778,0.0,0.0,1,0.6882400000031339,0.9949019000050612,0,differential_evolution_bounded_direct_search,True,316,241.86948788450968,,,
2025-05-08,M0,1353.0848999999998,2818.7082061111096,21,42019.14240781568,42019.142407815685,42019.142407815685,0.0,0.0,556.4308677666662,42575.57327558235,0.0,0.0,1,0.7287497999932384,0.8348033000074793,0,differential_evolution_bounded_direct_search,True,316,98.06890029590002,,,
2025-05-09,M0,2818.7082061111096,3352.2247437398846,21,16421.68479190021,16421.68479190021,16421.68479190021,0.0,0.0,0.0,16421.68479190021,0.0,0.0,1,0.7655326999956742,0.8626921999966726,0,differential_evolution_bounded_direct_search,True,316,-108.70456298397914,,,
2025-05-10,M0,3352.2247437398846,3080.4026029187085,21,16190.082286919755,16190.082286919755,16190.082286919755,0.0,0.0,0.0,16190.082286919755,0.0,0.0,1,0.7059382000006735,0.8463218999968376,0,differential_evolution_bounded_direct_search,True,316,-51.21198982346186,,,
2025-05-11,M0,3080.4026029187085,2789.1167520370386,21,40156.97852458224,40156.97852458225,40156.97852458225,0.0,0.0,185.28330416666628,40342.26182874892,0.0,0.0,1,0.8706489000032889,0.9191541000036523,0,differential_evolution_bounded_direct_search,True,316,126.18780450603778,,,
