date,emergency_cost,soc_end_kwh,original_emergency_cost,original_minus_beta0_emergency_cost
2025-03-06,0.0,1531.3840621206348,0.0,0.0
2025-03-07,0.0,9903.328490981776,0.0,0.0
2025-03-08,0.0,9764.767640370374,0.0,0.0
2025-03-09,0.0,1543.1442851576846,0.0,0.0
2025-03-10,7396.607600108409,1305.1119470634928,7287.187404173017,-109.42019593539226
2025-03-11,283.094638978625,1583.2707912211636,283.094638978625,0.0
2025-03-12,1055.2066133289375,1255.5466173587295,1055.2066133289375,0.0
2025-03-13,13337.612781382937,1466.4785525396842,13062.97389978801,-274.6388815949267
2025-03-14,0.0,10009.22624844127,0.0,0.0
2025-03-15,0.0,9293.690761798942,0.0,0.0
2025-03-16,0.0,1725.4047676984123,0.0,0.0
2025-03-17,0.0,1765.6032382275193,0.0,0.0
2025-03-18,2395.3234461549855,1743.4193208465674,2395.3234461549887,3.183231456205249e-12
2025-03-19,0.0,1877.124779444446,0.0,0.0
2025-03-20,1659.0611702860083,1626.9806535978828,1659.0611702860083,0.0
2025-03-21,0.0,9561.064770476198,0.0,0.0
2025-03-22,0.0,9669.595427433871,0.0,0.0
2025-03-23,0.0,1400.376104470904,0.0,0.0
2025-03-24,0.0,1389.2098597939641,0.0,0.0
2025-03-25,7387.9237475599575,1273.3890542592578,7054.535145702823,-333.38860185713474
2025-03-26,0.0,1606.4676936772516,0.0,0.0
2025-03-27,562.1301544985055,1449.0584399095208,562.1301544985055,0.0
2025-03-28,0.0,9883.622925465463,0.0,0.0
2025-03-29,0.0,9623.070186274183,0.0,0.0
2025-03-30,0.0,1721.1486979894169,0.0,0.0
2025-03-31,1922.4512401362163,1558.8872261375711,1922.4512401362167,4.547473508864641e-13
2025-04-01,20750.56155930541,1452.679258227515,20115.634490015582,-634.9270692898281
2025-04-02,18611.19742003873,1340.8002283068786,18414.46954555825,-196.72787448047893
2025-04-03,0.0,1490.0602292889782,0.0,0.0
2025-04-04,0.0,9809.564608527518,0.0,0.0
2025-04-05,0.0,9433.562036327809,0.0,0.0
2025-04-06,0.0,1575.4938144542648,0.0,0.0
2025-04-07,0.0,1625.533219153767,0.0,0.0
2025-04-08,1706.7188376966503,1200.0,1706.7188376966503,0.0
2025-04-09,19307.787124008468,1281.4252223809515,17921.955204254245,-1385.8319197542223
2025-04-10,855.6040760580449,1665.0728731746028,855.6040760580449,0.0
2025-04-11,0.0,9816.164997178837,0.0,0.0
2025-04-12,0.0,9766.992173205628,0.0,0.0
2025-04-13,0.0,1742.9846956349118,0.0,0.0
2025-04-14,0.0,1740.3832218142866,0.0,0.0
2025-04-15,0.0,1755.5659324603198,0.0,0.0
2025-04-16,4111.407529537899,1226.349905185181,3416.2765613689307,-695.1309681689681
2025-04-17,0.0,1874.6065685928565,0.0,0.0
2025-04-18,0.0,10152.59870989274,0.0,0.0
2025-04-19,0.0,9724.104139553525,0.0,0.0
2025-04-20,0.0,1890.9945964021138,0.0,0.0
2025-04-21,0.0,1486.6262063201398,0.0,0.0
2025-04-22,0.0,1466.5476884293648,0.0,0.0
2025-04-23,0.0,1686.557959991502,0.0,0.0
2025-04-24,160.40570728989024,1611.0402023169395,160.40570728989024,0.0
2025-04-25,0.0,9654.807170316657,0.0,0.0
2025-04-26,0.0,9426.326746824605,0.0,0.0
2025-04-27,4990.651532723031,1423.8526731746015,4876.4756893873255,-114.1758433357054
2025-04-28,44967.24366967989,1471.140630502645,41745.329700962124,-3221.9139687177667
2025-04-29,2463.347237356195,1529.8084187830673,2446.356251670432,-16.990985685763007
2025-04-30,0.0,1487.700933479633,0.0,0.0
2025-05-01,18306.22753996202,1338.8922814285716,18192.905664535814,-113.32187542620522
2025-05-02,0.0,8950.263618202915,0.0,0.0
2025-05-03,0.0,8789.161468242675,0.0,0.0
2025-05-04,3229.3802399204815,1597.5005484343922,3229.3802399204815,0.0
2025-05-05,10884.41076614719,1485.6300431997358,10430.02346411361,-454.38730203357954
2025-05-06,323.02138552836874,1869.328514307415,323.0213855283672,-1.5347723092418164e-12
2025-05-07,5489.951378585113,1665.9424243121696,5370.602605830658,-119.34877275445524
2025-05-08,3505.8254861364007,1981.6185902597886,3162.746527405381,-343.0789587310196
2025-05-09,0.0,10800.0,0.0,0.0
2025-05-10,0.0,10261.372116900706,0.0,0.0
2025-05-11,0.0,2542.757631003473,0.0,0.0
2025-05-12,0.0,3063.2663895664546,0.0,0.0
2025-05-13,0.0,3195.3352790561066,0.0,0.0
2025-05-14,0.0,2710.4692694104806,0.0,0.0
2025-05-15,0.0,2917.103342221704,0.0,0.0
2025-05-16,0.0,10428.096349830319,0.0,0.0
2025-05-17,0.0,10060.478631682174,0.0,0.0
2025-05-18,0.0,2445.863059247964,0.0,0.0
2025-05-19,0.0,2845.0762084073067,0.0,0.0
2025-05-20,9744.838038456899,1807.6064192793665,8420.852125934138,-1323.9859125227613
2025-05-21,1456.1549062280924,1705.0391871037048,1456.1549062280812,-1.1141310096718371e-11
2025-05-22,0.0,3196.8257166584735,0.0,0.0
2025-05-23,0.0,10617.383045185188,0.0,0.0
2025-05-24,0.0,10103.934440502651,0.0,0.0
2025-05-25,0.0,2218.742726243386,0.0,0.0
2025-05-26,17315.270610968037,1596.747502433862,16770.183424026087,-545.0871869419498
2025-05-27,0.0,1977.4076262433882,0.0,0.0
2025-05-28,1479.8929403675593,1296.0075770370368,1479.8929403675822,2.2964741219766438e-11
2025-05-29,13271.86907708186,1623.9939184939144,12616.72345576656,-655.1456213152996
2025-05-30,0.0,9934.634259604236,0.0,0.0
2025-05-31,0.0,9559.877005186245,0.0,0.0
2025-06-01,92086.92865463418,1200.0,88802.32577189468,-3284.602882739491
2025-06-02,61733.21392643898,1341.2125320092596,52716.408419406886,-9016.805507032092
2025-06-03,37408.580830468316,1637.2438828306883,33969.58208374032,-3438.9987467279934
2025-06-04,24200.017913912754,1606.2926116137571,21377.840120409262,-2822.1777935034916
2025-06-05,8697.043308502676,1987.732625449736,8578.733450707434,-118.30985779524235
2025-06-06,0.0,10313.48187627196,0.0,0.0
2025-06-07,0.0,10560.18565878518,0.0,0.0
2025-06-08,0.0,4067.8251050285744,0.0,0.0
2025-06-09,0.0,3777.523846589419,0.0,0.0
2025-06-10,0.0,4108.031533308999,0.0,0.0
2025-06-11,2012.070099390016,4214.526516510047,2012.070099390015,-9.094947017729282e-13
2025-06-12,0.0,4514.20133828254,0.0,0.0
2025-06-13,0.0,10800.0,0.0,0.0
2025-06-14,0.0,10797.262380028576,0.0,0.0
2025-06-15,0.0,4448.274621113074,0.0,0.0
2025-06-16,0.0,4389.650291165988,0.0,0.0
2025-06-17,0.0,3719.488682248678,0.0,0.0
2025-06-18,0.0,4232.420857897643,0.0,0.0
2025-06-19,0.0,4315.359777106899,0.0,0.0
2025-06-20,0.0,10800.0,0.0,0.0
2025-06-21,0.0,10800.0,0.0,0.0
2025-06-22,0.0,4155.143375955294,0.0,0.0
2025-06-23,0.0,3583.893419814816,0.0,0.0
2025-06-24,21821.46138887557,2144.418038624339,21200.052865629237,-621.4085232463331
2025-06-25,0.0,2693.708045315084,0.0,0.0
2025-06-26,126.62921846785639,2512.052291954498,126.6292184678564,1.4210854715202004e-14
2025-06-27,0.0,9979.226196575664,0.0,0.0
2025-06-28,0.0,10069.277988219137,0.0,0.0
2025-06-29,0.0,1908.7778499735457,0.0,0.0
2025-06-30,138.13004450595244,1240.9447492122208,138.13004450595167,-7.673861546209082e-13
2025-07-01,43259.60891778953,1200.0,37020.68324611317,-6238.925671676356
2025-07-02,20733.10933419934,1262.057197883787,21422.713328690326,689.6039944909862
2025-07-03,38812.81397010315,1696.3934644476194,36084.72197390188,-2728.0919962012704
2025-07-04,0.0,8675.622745767196,0.0,0.0
2025-07-05,0.0,9593.840961646561,0.0,0.0
2025-07-06,21921.122023382468,2150.085416628307,20007.331616418203,-1913.7904069642645
2025-07-07,0.0,4166.481074300264,0.0,0.0
2025-07-08,0.0,4487.134489808535,0.0,0.0
2025-07-09,0.0,4963.490556056874,0.0,0.0
2025-07-10,0.0,4975.395699961636,0.0,0.0
2025-07-11,0.0,10800.0,0.0,0.0
2025-07-12,0.0,10800.0,0.0,0.0
2025-07-13,0.0,4748.481531363752,0.0,0.0
2025-07-14,0.0,4624.168370675924,0.0,0.0
2025-07-15,0.0,5205.16189877116,0.0,0.0
2025-07-16,0.0,3948.6601135258843,0.0,0.0
2025-07-17,0.0,3823.2212030952355,0.0,0.0
2025-07-18,0.0,10800.0,0.0,0.0
2025-07-19,0.0,10772.452116402115,0.0,0.0
2025-07-20,0.0,4682.876141694933,0.0,0.0
2025-07-21,0.0,3785.5392747235423,0.0,0.0
2025-07-22,0.0,4256.979989473543,0.0,0.0
2025-07-23,1684.2201087025392,2465.1442812648147,1684.2201087024973,-4.18367562815547e-11
2025-07-24,1343.9325141318122,2412.405134969049,1343.932514131813,6.821210263296962e-13
2025-07-25,0.0,10247.652624248414,0.0,0.0
2025-07-26,0.0,10012.551483296036,0.0,0.0
2025-07-27,2543.959455924234,1820.9311564936472,2543.9594559242382,4.092726157978177e-12
2025-07-28,24549.7300215693,1361.8367207671977,22756.832803665136,-1792.897217904163
2025-07-29,9502.543917790083,1453.958462619048,8976.57811561539,-525.9658021746927
2025-07-30,0.0,1863.3289721693104,0.0,0.0
2025-07-31,0.0,1708.1392712881322,0.0,0.0
2025-08-01,0.0,10116.875666693457,0.0,0.0
2025-08-02,0.0,9891.286936700866,0.0,0.0
2025-08-03,804.9254313351735,1200.0,804.9254313351742,6.821210263296962e-13
2025-08-04,0.0,1667.536193597887,0.0,0.0
2025-08-05,0.0,1859.8047783914678,0.0,0.0
2025-08-06,5405.3218294980925,1336.599008934939,4250.694627525494,-1154.6272019725984
2025-08-07,97.04547435000028,2044.7960023809542,97.04547435000028,0.0
2025-08-08,0.0,10409.48819539047,0.0,0.0
2025-08-09,0.0,10001.731809395495,0.0,0.0
2025-08-10,484.04979895017567,1469.515898968254,484.04979895017567,0.0
2025-08-11,0.0,1580.4564381746004,0.0,0.0
2025-08-12,13844.45100938944,1516.970057702985,12412.087129446376,-1432.3638799430646
2025-08-13,934.0933926809527,1697.7540090476189,934.0933926809613,8.640199666842818e-12
2025-08-14,3392.7673605895466,1690.8790022740732,3366.380950391365,-26.386410198181693
2025-08-15,0.0,10078.455600713223,0.0,0.0
2025-08-16,0.0,9971.438113549471,0.0,0.0
2025-08-17,134.94624790119033,1672.0652947210756,134.94624790119187,1.5347723092418164e-12
2025-08-18,0.0,1693.136308032536,0.0,0.0
2025-08-19,303.96997520118913,1647.9639717200716,303.96997520118913,0.0
2025-08-20,33562.54617622729,1378.80330742037,32031.569066801898,-1530.977109425392
2025-08-21,0.0,1847.364271599471,0.0,0.0
2025-08-22,0.0,9878.280059528837,0.0,0.0
2025-08-23,0.0,9930.045509970632,0.0,0.0
2025-08-24,279.8444508803251,1359.2439282275127,279.84445088032464,-4.547473508864641e-13
2025-08-25,19403.070123209516,1271.7565608730167,16838.49081338001,-2564.579309829507
2025-08-26,0.0,1831.7597338624337,0.0,0.0
2025-08-27,0.0,1380.0488441735415,0.0,0.0
2025-08-28,15629.351378937416,1509.4945692063493,14592.184593669845,-1037.166785267571
2025-08-29,0.0,9689.962201616041,0.0,0.0
2025-08-30,0.0,9213.737712328368,0.0,0.0
2025-08-31,0.0,1779.665975980802,0.0,0.0
2025-09-01,0.0,6211.030603253968,0.0,0.0
2025-09-02,0.0,5458.208303571428,0.0,0.0
2025-09-03,0.0,4665.405778493695,0.0,0.0
2025-09-04,0.0,4358.875022582463,0.0,0.0
2025-09-05,0.0,10800.0,0.0,0.0
2025-09-06,0.0,10480.765145661378,0.0,0.0
2025-09-07,0.0,2397.295926137573,0.0,0.0
2025-09-08,18786.772544713098,1200.0,16871.535075450854,-1915.2374692622434
2025-09-09,2462.138252302175,1308.1547784923282,2457.1644917788667,-4.973760523308101
2025-09-10,17085.44863476605,1356.885142380953,16970.714081807906,-114.73455295814347
2025-09-11,0.0,1540.035442195767,0.0,0.0
2025-09-12,0.0,9378.651253571425,0.0,0.0
2025-09-13,0.0,9462.802979947088,0.0,0.0
2025-09-14,2510.6184224475337,1200.0,2510.6184224475346,9.094947017729282e-13
2025-09-15,7.903566166666211,1543.0206553037447,7.903566166666211,0.0
2025-09-16,713.3176313002359,1200.0,713.3176313002359,0.0
2025-09-17,0.0,1563.338625646299,0.0,0.0
2025-09-18,503.5872030914432,1625.2828135907337,503.5872030914432,0.0
2025-09-19,0.0,10032.639382566134,0.0,0.0
2025-09-20,0.0,9944.615040978837,0.0,0.0
2025-09-21,223.81557706542705,1595.668787751323,223.81557706542708,2.842170943040401e-14
2025-09-22,655.4616436623465,1396.8597391798896,655.4616436623392,-7.389644451905042e-12
2025-09-23,2742.310894280209,1565.193852233856,2742.31089428022,1.0913936421275139e-11
2025-09-24,1134.232790562948,1857.8940325925892,1134.2327905629425,-5.4569682106375694e-12
2025-09-25,0.0,1531.4480177513192,0.0,0.0
2025-09-26,0.0,9670.56988833333,0.0,0.0
2025-09-27,0.0,9457.551480873013,0.0,0.0
2025-09-28,0.0,1743.0646500264515,0.0,0.0
2025-09-29,107.65624059523805,1523.3964451701552,107.65624059523805,0.0
2025-09-30,7084.368414401511,1544.1178773015886,6777.11358518014,-307.2548292213705
2025-10-01,0.0,4184.623833121693,0.0,0.0
2025-10-02,0.0,4032.1404076719573,0.0,0.0
2025-10-03,0.0,10800.0,0.0,0.0
2025-10-04,0.0,10348.58438579365,0.0,0.0
2025-10-05,0.0,2710.0533064285687,0.0,0.0
2025-10-06,0.0,2053.548348624339,0.0,0.0
2025-10-07,230.21969881189685,1980.7861192407927,230.21969881189693,8.526512829121202e-14
2025-10-08,0.0,1588.503023703702,0.0,0.0
2025-10-09,0.0,1465.818894338625,0.0,0.0
2025-10-10,0.0,9413.932529206355,0.0,0.0
2025-10-11,0.0,9276.940101428578,0.0,0.0
2025-10-12,283.331757825562,1200.0,283.33175782554935,-1.2676082405960187e-11
2025-10-13,0.0,1429.2762867632334,0.0,0.0
2025-10-14,9583.248486166745,1213.7000851587306,9430.562140339376,-152.68634582736922
2025-10-15,12908.031264980335,1463.7843782134687,12610.625403889073,-297.4058610912616
2025-10-16,15810.042432343456,1658.8227875925922,13708.0248932553,-2102.017539088156
2025-10-17,0.0,9328.35243582007,0.0,0.0
2025-10-18,0.0,9428.655928150525,0.0,0.0
2025-10-19,8688.691842264516,1282.7231488690486,8585.832998934195,-102.85884333032118
2025-10-20,3105.0879474365283,1251.065120449734,3105.087947436528,-4.547473508864641e-13
2025-10-21,3803.4968388390625,1233.1376897619043,3752.2195068083606,-51.27733203070193
2025-10-22,3300.006135761253,1382.9639111904794,3300.0061357612544,1.3642420526593924e-12
2025-10-23,0.0,1813.2687248941752,0.0,0.0
2025-10-24,0.0,9213.039259722807,0.0,0.0
2025-10-25,0.0,9397.813260057934,0.0,0.0
2025-10-26,0.0,1700.1314450701027,0.0,0.0
2025-10-27,392.0093177463878,1276.9719299206345,392.00931774638775,-5.684341886080802e-14
2025-10-28,0.0,1652.584386587302,0.0,0.0
2025-10-29,7009.442755531876,1319.41634078941,6891.673865028879,-117.76889050299724
2025-10-30,0.0,1685.8342169286068,0.0,0.0
2025-10-31,0.0,9649.07153359841,0.0,0.0
2025-11-01,0.0,9556.74265003175,0.0,0.0
2025-11-02,598.0925687874517,1409.7901794931079,598.0925687874517,0.0
2025-11-03,0.0,1457.9362677248694,0.0,0.0
2025-11-04,665.3728469142824,1282.0799603174607,665.3728469142824,0.0
2025-11-05,9.152779614284597,1545.2421455379208,9.152779614284595,-1.7763568394002505e-15
2025-11-06,536.0042999918024,1413.6044238888858,536.0042999918044,1.9326762412674725e-12
2025-11-07,0.0,9628.521744392063,0.0,0.0
2025-11-08,0.0,9531.412037354503,0.0,0.0
2025-11-09,1871.9884579873265,1398.517774603175,1871.9884579873146,-1.1823431123048067e-11
2025-11-10,6591.29651603926,1393.421956462434,5871.582194131582,-719.7143219076779
2025-11-11,0.0,1382.8223502380984,0.0,0.0
2025-11-12,0.0,1623.201144047622,0.0,0.0
2025-11-13,0.0,1487.379502830685,0.0,0.0
2025-11-14,0.0,9768.555890793652,0.0,0.0
2025-11-15,0.0,9461.879536163537,0.0,0.0
2025-11-16,1328.0724815319656,1200.0,1328.0724815319656,0.0
2025-11-17,0.0,1753.2698340351876,0.0,0.0
2025-11-18,0.0,1466.2324508351307,0.0,0.0
2025-11-19,774.3888939534143,1299.7363926719597,774.3888939534212,6.934897101018578e-12
2025-11-20,0.0,1546.7126015066117,0.0,0.0
2025-11-21,0.0,9796.942046362174,0.0,0.0
2025-11-22,0.0,9544.087867008202,0.0,0.0
2025-11-23,0.0,1461.4821706225107,0.0,0.0
2025-11-24,62.760753345856685,1200.0,62.760753345856685,0.0
2025-11-25,0.0,1507.2463161973358,0.0,0.0
2025-11-26,88.25832351190513,1580.2581547986813,88.25832351190513,0.0
2025-11-27,0.0,1762.9113166939119,0.0,0.0
2025-11-28,0.0,9768.480047970903,0.0,0.0
2025-11-29,0.0,9437.74996815265,0.0,0.0
2025-11-30,10354.427723119032,1287.8300755026453,10085.740732079134,-268.6869910398982
2025-12-01,36943.31942891297,1200.0,32582.614339590942,-4360.705089322026
2025-12-02,39289.102184716845,1246.7501244179891,35709.15740400852,-3579.944780708327
2025-12-03,18417.57681716427,1244.0637858730163,17467.87952364134,-949.6972935229314
2025-12-04,10516.142031335738,1532.2615803968267,10516.142031335743,5.4569682106375694e-12
2025-12-05,0.0,9936.634564338254,0.0,0.0
2025-12-06,0.0,9666.990580763892,0.0,0.0
2025-12-07,12.349549463855906,1452.4027274410057,12.349549463855906,0.0
2025-12-08,0.0,2000.9431227777777,0.0,0.0
2025-12-09,0.0,1638.8197262169278,0.0,0.0
2025-12-10,0.0,1884.3025201731043,0.0,0.0
2025-12-11,0.0,2083.237185343915,0.0,0.0
2025-12-12,0.0,10084.02878979551,0.0,0.0
2025-12-13,0.0,9910.924967441008,0.0,0.0
2025-12-14,0.0,1683.7189141076708,0.0,0.0
2025-12-15,0.0,1839.1947839489417,0.0,0.0
2025-12-16,0.0,1593.9019153794707,0.0,0.0
2025-12-17,0.0,1857.6035383333328,0.0,0.0
2025-12-18,0.0,2036.163934064059,0.0,0.0
2025-12-19,0.0,9774.738832599733,0.0,0.0
2025-12-20,0.0,9743.40231625053,0.0,0.0
2025-12-21,0.0,1775.140013605024,0.0,0.0
2025-12-22,0.0,1592.7210391269828,0.0,0.0
2025-12-23,0.0,1625.0764497370847,0.0,0.0
2025-12-24,0.0,1642.0236579629652,0.0,0.0
2025-12-25,0.0,1730.32227087503,0.0,0.0
2025-12-26,0.0,10088.21254220922,0.0,0.0
2025-12-27,0.0,9820.478511505784,0.0,0.0
2025-12-28,27.44899987499998,1702.916912301582,27.44899987499998,0.0
2025-12-29,0.0,1375.3736225925936,0.0,0.0
2025-12-30,0.0,1490.553113031225,0.0,0.0
2025-12-31,2416.5672037224945,1237.8490024603184,2379.7676959534692,-36.79950776902524
