date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score
2025-01-19,M612,1664.7337805925945,1803.8106133333347,11,59505.90387747886,62026.11861956869,59505.90387747885,0.0,2520.2147420898364,260.9500995276487,62287.068719096336,0.0,2537.8068234924003,3,0.023636899997654837,0.16090989999793237,0,zero_parameter_warmup,False,2,-4417.934209102455,0.0,zero_parameter_warmup,False,2.0,-1675.0391645179361,0.0,zero_parameter_warmup,False,2.0,67.6933705691973
2025-01-20,M612,1803.8106133333347,2015.5943778518526,12,60720.259541680585,60662.49072151247,60273.944027169804,223.15775725539618,165.3889370872778,2730.667427845632,63393.1581493581,481.2041284616559,118.35524663077751,3,0.031546699996397365,0.1857123000008869,0,zero_parameter_warmup,False,2,-4413.03275052204,0.0,zero_parameter_warmup,False,2.0,-1771.3749730145437,0.0,zero_parameter_warmup,False,2.0,-389.16259320402565
2025-01-21,M612,2015.5943778518526,2188.0248440207893,13,60833.343960076745,59379.78250326379,57926.22104645083,1453.5614568129517,0.0,77.42204658178471,59457.20454984558,3738.142051743123,0.0,3,0.026506199996219948,0.17614229999890085,0,zero_parameter_warmup,False,2,-4421.649308738061,0.0,zero_parameter_warmup,False,2.0,-2260.6331973107576,0.0,zero_parameter_warmup,False,2.0,17.307089349545173
2025-01-22,M612,2188.0248440207893,1519.3860082592594,14,62987.86363305859,62034.207727506284,61026.82408214585,980.5197754563666,26.863869904054027,812.2138734966538,62846.421601002934,2413.6590106626354,15.416412673411969,3,0.026544099993770942,0.18523019999702228,0,zero_parameter_warmup,False,2,-4419.469859986576,0.0,zero_parameter_warmup,False,2.0,-1906.3990475037067,0.0,zero_parameter_warmup,False,2.0,128.41305836950127
2025-01-23,M612,1519.3860082592594,2005.558381222224,15,60809.541625025435,62073.76136905294,60749.03556152303,30.253031751202258,1294.4727757787125,149.68231728349053,62223.44368633643,88.57247936759109,1007.3982526130196,3,0.024592499998107087,0.14669030000368366,0,zero_parameter_warmup,False,2,-4409.835559349516,0.0,zero_parameter_warmup,False,2.0,-1654.5980590072102,0.0,zero_parameter_warmup,False,2.0,-515.6770970397827
2025-01-24,M612,2005.558381222224,1931.3091418479812,16,24242.16346669779,24066.302730052048,23890.441993406297,175.86073664574792,0.0,510.74692647020083,24577.04965652225,435.6256870748902,0.0,3,0.02672760000132257,0.17403089999424992,0,zero_parameter_warmup,False,2,-4223.027318086107,0.0,zero_parameter_warmup,False,2.0,-2253.532245701734,0.0,zero_parameter_warmup,False,2.0,-245.39441652504047
2025-01-25,M612,1931.3091418479812,1946.6642940237334,17,24180.121185235315,24835.104928347384,23207.397611158533,486.3617870383912,1141.345530150462,656.2412094373298,25491.346137784712,1956.9805054606877,1623.2533929697129,3,0.026757899999211077,0.18367120000038994,0,zero_parameter_warmup,False,2,-4243.805751542569,0.0,zero_parameter_warmup,False,2.0,-2372.4748772341263,0.0,zero_parameter_warmup,False,2.0,-375.370911048705
2025-01-26,M612,1946.6642940237334,1777.909219962965,18,64890.34827413065,62482.24672494241,60062.40816235299,2413.97005588883,5.86850670057641,749.2488108685865,63231.495535810995,6490.098256702324,3.367769476099056,3,0.02820619999693008,0.1903630000015255,0,zero_parameter_warmup,False,2,-4410.691465688407,0.0,zero_parameter_warmup,False,2.0,-2024.6820863618939,0.0,zero_parameter_warmup,False,2.0,-25.27965696722208
2025-01-27,M612,1777.909219962965,1692.0556186296283,19,57848.336663989554,57718.684488919265,57315.3561013613,266.4902813141273,136.83810624383852,1105.5894739932728,58824.273962912535,979.9626625042835,118.52738729397754,3,0.031839799994486384,0.18781220000528265,0,zero_parameter_warmup,False,2,-4406.338619777626,0.0,zero_parameter_warmup,False,2.0,-2619.3569899304553,0.0,zero_parameter_warmup,False,2.0,-181.01524429711557
2025-01-28,M612,1692.0556186296283,1617.8093030370364,20,61067.25533600521,59698.30279070196,58226.65249374728,1420.3014211289658,51.348875825713314,3364.871938582204,63063.17472928416,4068.747689090176,29.46766280778934,3,0.023634499993931968,0.17146559999673627,0,zero_parameter_warmup,False,2,-4410.532168921209,0.0,zero_parameter_warmup,False,2.0,-2238.2482308676636,0.0,zero_parameter_warmup,False,2.0,115.90896208250005
2025-01-29,M612,1617.8093030370364,2359.068381834943,21,56658.048026394434,56271.755928640545,55378.703070217554,639.6724780884431,253.38038033454956,369.3049027482096,56641.06083138876,1967.2471001071053,325.1589874616119,3,1.2903690000021015,1.4236123999944539,0,differential_evolution_staged_direct_search,True,12,-4454.467946100334,0.0,differential_evolution_staged_direct_search,True,32.0,-2534.6769174170704,0.0,differential_evolution_staged_direct_search,True,182.0,-534.804410737195
2025-01-30,M612,2359.068381834943,1869.700047592592,21,57000.82036370695,57888.97793301412,57000.82036370695,0.0,888.1575693071601,0.0,57888.97793301412,0.0,853.3452308768475,3,1.3828759999960312,1.508935300000303,0,differential_evolution_staged_direct_search,True,17,-4454.8377544973555,0.0,differential_evolution_staged_direct_search,True,92.0,-2796.141909142721,0.0,differential_evolution_staged_direct_search,True,182.0,-279.9216629364047
2025-01-31,M612,1869.700047592592,1864.5588089591208,21,23652.72784378064,23799.305570321434,23091.934030955716,280.3969064124607,426.97463295325474,0.0,23799.305570321434,836.0964017506014,610.5743328998842,3,1.2180033000040567,1.3519025999994483,0,differential_evolution_staged_direct_search,True,17,-4329.854208559562,0.0,differential_evolution_staged_direct_search,True,32.0,-2499.3401612127304,0.0,differential_evolution_staged_direct_search,True,182.0,-596.0641744390172
2025-02-01,M612,1864.5588089591208,2345.693226710042,21,25258.691409285555,24078.415051001564,22898.138692717577,1180.2763582839893,0.0,0.0,24078.415051001564,3934.8186980538703,0.0,3,0.923449800000526,1.0441864000022179,0,differential_evolution_staged_direct_search,True,17,-4211.022529289649,0.0,differential_evolution_staged_direct_search,True,32.0,-3373.5495480198165,0.0,differential_evolution_staged_direct_search,True,142.0,-524.7773184486339
2025-02-02,M612,2345.693226710042,2284.477530134421,21,59074.41812389202,57142.17289543907,55174.10146761189,1950.1583281400658,17.91309968711597,0.0,57142.17289543907,5592.396048108069,10.27981962475451,3,1.4296029999968596,1.5700647000048775,0,differential_evolution_staged_direct_search,True,12,-4454.21153591025,0.0,differential_evolution_staged_direct_search,True,92.0,-2564.711136721771,0.0,differential_evolution_staged_direct_search,True,182.0,-456.3442432739359
2025-02-03,M612,2284.477530134421,2205.3296779629636,21,60296.869155748194,57830.737580124216,55364.60600450023,2466.1315756239856,0.0,0.0,57830.737580124216,6685.871485307683,0.0,3,1.2283897999950568,1.3603779999975814,0,differential_evolution_staged_direct_search,True,17,-4454.21153591025,0.0,differential_evolution_staged_direct_search,True,42.0,-2792.552942755105,0.0,differential_evolution_staged_direct_search,True,182.0,-356.6950339332785
2025-02-04,M612,2205.3296779629636,2143.6568151851843,21,62800.99243175649,60181.66793558297,57562.34343940945,2619.3244961735186,0.0,0.0,60181.66793558297,7003.74745122689,0.0,3,1.3639766999986023,1.4939144000018132,0,differential_evolution_staged_direct_search,True,12,-4454.086776265291,0.0,differential_evolution_staged_direct_search,True,92.0,-2263.978789170016,0.0,differential_evolution_staged_direct_search,True,182.0,-379.5127072233275
2025-02-05,M612,2143.6568151851843,1970.4641524074082,21,58258.62748140989,56984.14803767073,55652.94671079013,1302.8403853098812,28.360941570721486,0.0,56984.14803767073,3406.3883512375346,16.275539623380382,3,1.2228815999988,1.349462100006349,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,0.0,differential_evolution_staged_direct_search,True,52.0,-2284.5615229948494,0.0,differential_evolution_staged_direct_search,True,182.0,-556.7577595752821
2025-02-06,M612,1970.4641524074082,1989.69082814815,21,62630.3930688857,59261.33012218965,55892.2671754936,3369.062946696046,0.0,29.603319674433212,59290.93344186408,9380.570593785922,0.0,3,1.222664499997336,1.3424916000003577,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,0.0,differential_evolution_staged_direct_search,True,52.0,-2689.940269149355,0.0,differential_evolution_staged_direct_search,True,182.0,-472.5117822610295
2025-02-07,M612,1989.69082814815,1621.5786760504643,21,24817.323523828927,23416.346195950733,22015.36886807254,1400.9773278781934,0.0,172.48165715000803,23588.82785310074,5067.975358825817,0.0,3,1.2271355999982916,1.3604483999952208,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,0.0,differential_evolution_staged_direct_search,True,42.0,-2614.6371924340674,0.0,differential_evolution_staged_direct_search,True,182.0,-617.4563843841966
2025-02-08,M612,1621.5786760504643,1649.1427701851856,21,19490.071063188632,19460.44557641647,19430.82008764431,29.625487772160092,1.0000005961074976e-06,1260.9551036845396,20721.40068010101,55.158234541351874,9.663241978136905e-07,3,1.1951448999971035,1.3265079999982845,0,differential_evolution_staged_direct_search,True,12,-3492.909183574537,0.0,differential_evolution_staged_direct_search,True,42.0,-3403.2374457181336,0.0,differential_evolution_staged_direct_search,True,182.0,-694.2886020647633
2025-02-09,M612,1649.1427701851856,1402.325217962964,21,56857.035336288434,55585.606642430015,54314.177948571596,1271.428693858419,0.0,0.0,55585.606642430015,3425.6372467105075,0.0,3,1.299483600007079,1.4259948000035365,0,differential_evolution_staged_direct_search,True,12,-4453.483613600071,0.0,differential_evolution_staged_direct_search,True,42.0,-3048.869378709897,0.0,differential_evolution_staged_direct_search,True,182.0,-553.6165115167397
2025-02-10,M612,1402.325217962964,1336.2404688888885,21,54263.531491460744,52245.79347317602,50228.05545489129,2017.7380182847269,0.0,0.0,52245.79347317602,5389.063735555272,0.0,3,2.4141480999969644,2.645192300005874,0,differential_evolution_staged_direct_search,True,22,-4453.253474467541,0.0,differential_evolution_staged_direct_search,True,92.0,-2421.979725725263,0.0,differential_evolution_staged_direct_search,True,182.0,-492.7790942335699
2025-02-11,M612,1336.2404688888885,1520.2362664814812,21,54192.92690393086,52160.97387407602,50129.02084422119,2031.953029854836,0.0,1082.5605029730411,53243.534377049065,5156.7969245160075,0.0,3,1.5846300999983214,1.7400521000017761,0,differential_evolution_staged_direct_search,True,17,-4453.417446728599,0.0,differential_evolution_staged_direct_search,True,92.0,-2842.358276125504,0.0,differential_evolution_staged_direct_search,True,182.0,-633.5854123496713
2025-02-12,M612,1520.2362664814812,1402.9016461111107,21,54446.26507903356,52287.4057442057,50128.54640937784,2158.8593348278628,0.0,793.1704597623911,53080.57620396809,5698.039160584207,0.0,3,1.3566424000018742,1.4817342000023928,0,differential_evolution_staged_direct_search,True,22,-4452.143111505684,0.0,differential_evolution_staged_direct_search,True,92.0,-2802.6711082205243,0.0,differential_evolution_staged_direct_search,True,182.0,-554.1971121336414
2025-02-13,M612,1402.9016461111107,1564.2429107407409,21,50522.55070595268,49265.209178414094,48007.86765087551,1257.3415275385844,0.0,348.1076240010143,49613.31680241511,3458.313467715927,0.0,3,1.1371060000019497,1.2503454999969108,0,differential_evolution_staged_direct_search,True,12,-4451.356494996654,0.0,differential_evolution_staged_direct_search,True,32.0,-2567.453241148839,0.0,differential_evolution_staged_direct_search,True,182.0,-442.65609511386685
2025-02-14,M612,1564.2429107407409,1651.3830856454836,21,19459.242637047646,19468.024265849155,19352.067893979594,53.587371534023895,62.3690003355363,0.0,19468.024265849155,260.575597053362,56.43018969329942,3,1.3529084999972838,1.4742408000020077,0,differential_evolution_staged_direct_search,True,27,-3435.152044965898,0.0,differential_evolution_staged_direct_search,True,92.0,-3246.5247318940396,0.0,differential_evolution_staged_direct_search,True,182.0,-580.9099736059989
2025-02-15,M612,1651.3830856454836,1252.4573435185184,21,19992.6444847155,19516.75291877851,19040.861352841523,475.89156593699016,0.0,805.1242079141334,20321.877126692645,1337.4638681200345,0.0,3,0.8428896000041277,0.9655760999958147,0,differential_evolution_staged_direct_search,True,12,-3325.5991195759425,0.0,differential_evolution_staged_direct_search,True,42.0,-3519.736968704383,0.0,differential_evolution_staged_direct_search,True,122.0,-397.40135384138296
2025-02-16,M612,1252.4573435185184,1419.4954316666672,21,54690.094225309644,51976.21271237851,49262.33119944737,2713.881512931139,0.0,3923.0007385215213,55899.21345090003,7185.766242609045,0.0,3,1.3419713000039337,1.466422199999215,0,differential_evolution_staged_direct_search,True,17,-4452.05663222496,0.0,differential_evolution_staged_direct_search,True,92.0,-2455.6557829149992,0.0,differential_evolution_staged_direct_search,True,182.0,-453.0673400230272
2025-02-17,M612,1419.4954316666672,1503.9346153703705,21,53864.35403135228,50325.46422106761,46786.574410782945,3538.889810284671,0.0,2104.84132228171,52430.30554334932,10263.938096146647,0.0,3,1.2143729000090389,1.335042099999555,0,differential_evolution_staged_direct_search,True,17,-4453.702722987062,0.0,differential_evolution_staged_direct_search,True,52.0,-2622.1260785278364,0.0,differential_evolution_staged_direct_search,True,182.0,-408.84508107177544
2025-02-18,M612,1503.9346153703705,1578.7067825925926,21,48134.331450478,47801.53311702771,47468.734776413694,332.7983370321509,3.5818551377133184e-06,1890.788519249997,49692.32163627771,721.7338674519892,3.1238924975696136e-06,3,1.1883967999965535,1.307790400001977,0,differential_evolution_staged_direct_search,True,17,-4453.606984420772,0.0,differential_evolution_staged_direct_search,True,52.0,-2370.3748260898606,0.0,differential_evolution_staged_direct_search,True,182.0,-104.54949990684571
2025-02-19,M612,1578.7067825925926,1233.2996238888918,21,48361.61030598044,48714.13874160625,48072.382928471576,144.61368875443205,497.14212438024293,335.6796183253413,49049.81835993159,360.46156917069226,638.8531921528531,3,1.3432172999964678,1.459707999994862,0,differential_evolution_staged_direct_search,True,17,-4455.155284029003,0.0,differential_evolution_staged_direct_search,True,92.0,-2789.9598079212724,0.0,differential_evolution_staged_direct_search,True,182.0,-73.86911909214636
2025-02-20,M612,1233.2996238888918,1445.1551467311529,21,49945.473582246006,48612.1252263956,47278.77687054519,1333.34835585041,0.0,380.6441771412786,48992.76940353688,3859.6591756731436,0.0,3,1.1766633999941405,1.2915068000002066,0,differential_evolution_staged_direct_search,True,17,-4454.7555365699045,0.0,differential_evolution_staged_direct_search,True,42.0,-2699.749059919909,0.0,differential_evolution_staged_direct_search,True,182.0,-248.5690338938919
2025-02-21,M612,1445.1551467311529,1422.4148873640986,21,18459.48694488568,18322.92410299545,18186.361261105216,136.56284189023197,0.0,0.0,18322.92410299545,254.2596199780897,0.0,3,1.1767405999999028,1.329099699993094,0,differential_evolution_staged_direct_search,True,17,-3122.3730804594747,0.0,differential_evolution_staged_direct_search,True,32.0,-3170.6806497359858,0.0,differential_evolution_staged_direct_search,True,182.0,-302.60631851343595
2025-02-22,M612,1422.4148873640986,1653.3835376066838,21,18930.275587045115,18705.02391176557,18479.772234486023,225.25167627954505,9.999995258525018e-07,0.0,18705.02391176557,556.5912588708188,9.663231636010067e-07,3,1.1251775000127964,1.2535762000043178,0,differential_evolution_staged_direct_search,True,17,-2888.767141585803,0.0,differential_evolution_staged_direct_search,True,32.0,-3313.012492811579,0.0,differential_evolution_staged_direct_search,True,182.0,-485.6948169515839
2025-02-23,M612,1653.3835376066838,1391.8095268518518,21,49169.212294433106,48200.36561496314,46983.25578015781,1092.9782571376468,124.13157766768492,234.31801040661284,48434.683625369755,2967.4976110192274,174.3340711522469,3,1.3575511999952141,1.4802632999999332,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,92.0,-2444.319025123072,0.0,differential_evolution_staged_direct_search,True,182.0,-227.6836207189609
2025-02-24,M612,1391.8095268518518,1584.1578609244332,21,47659.901079130155,46830.50341853004,46001.105752363845,829.3976633831562,2.7830428342667803e-06,214.48406303409166,47044.98748156413,2112.117368821804,2.1573975459432404e-06,3,1.1368195000031847,1.2638828000053763,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,32.0,-2559.886516694879,0.0,differential_evolution_staged_direct_search,True,182.0,-360.85017292960373
2025-02-25,M612,1584.1578609244332,1286.0486744020775,21,49331.21449836561,46819.95648201083,44308.698465656045,2511.258016354781,0.0,236.14782917210357,47056.104311182935,7189.933708808827,0.0,3,1.1797319000033895,1.3006495000008726,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,42.0,-2921.9609915081974,0.0,differential_evolution_staged_direct_search,True,182.0,-312.14447904776677
2025-02-26,M612,1286.0486744020775,2117.144019715889,21,45117.08595206709,46786.092370417464,45117.085952067086,0.0,1669.0064183503755,0.0,46786.092370417464,0.0,2024.2192534013143,3,1.3503471000003628,1.4754804999975022,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,92.0,-2667.4474364708167,0.0,differential_evolution_staged_direct_search,True,182.0,-254.13793863380275
2025-02-27,M612,2117.144019715889,1836.7929957437511,21,45571.760071550976,45266.41563407354,44961.071196596095,305.3444374774382,0.0,197.5802237597885,45463.99585783333,988.2247836854183,0.0,3,1.1419154000031995,1.2690415000033681,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,42.0,-2481.333304027277,0.0,differential_evolution_staged_direct_search,True,182.0,-386.59679032328603
2025-02-28,M612,1836.7929957437511,1552.8437509259263,21,18106.443875806683,17903.93121648857,17701.41855717046,202.51265931811218,0.0,250.8828276127584,18154.814044101327,403.9539952295145,0.0,3,1.2644282999972347,1.3943103000055999,0,differential_evolution_staged_direct_search,True,12,-2713.6643867161793,0.0,differential_evolution_staged_direct_search,True,92.0,-3660.8275584006255,0.0,differential_evolution_staged_direct_search,True,142.0,-585.5493166257966
2025-03-01,M612,1552.8437509259263,1560.4269693045858,21,20772.654327712033,20327.82096762678,19882.98760754153,444.83336008525225,0.0,74.3917567333385,20402.212724360117,1326.4800390664918,0.0,3,1.396405200001027,1.5296745000014198,0,differential_evolution_staged_direct_search,True,17,-4103.428826920349,0.0,differential_evolution_staged_direct_search,True,82.0,-4454.7355838136555,0.0,differential_evolution_staged_direct_search,True,182.0,-519.7531622959534
2025-03-02,M612,1560.4269693045858,1529.3859882888594,21,51967.61468702054,51323.84207912134,49322.28791660796,1322.6633852062903,678.8907773070962,0.0,51323.84207912134,4124.002308560119,550.5159708889977,3,1.4672948999941582,1.6169362000000547,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,92.0,-1688.7098043487383,0.0,differential_evolution_staged_direct_search,True,182.0,-282.49928548304365
2025-03-03,M612,1529.3859882888594,1606.0151511111117,21,53487.55439183915,51514.28225070179,48661.630409283214,2412.96199127797,439.68985014061144,0.0,51514.28225070179,7390.9559739700935,359.93876419294236,3,1.3385029999990365,1.4714056000011624,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,42.0,-2647.4261854059446,0.0,differential_evolution_staged_direct_search,True,182.0,-283.720455002866
2025-03-04,M612,1606.0151511111117,1462.7169561768217,21,47594.32363875832,47286.60270443394,46294.81377641172,649.7549311732944,342.0339968489258,0.0,47286.60270443394,1945.7434050319685,323.8266623405783,3,1.5292482000077143,1.6751428999996278,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,92.0,-1888.5328325045166,0.0,differential_evolution_staged_direct_search,True,182.0,-353.6177265316092
2025-03-05,M612,1462.7169561768217,1545.2717996296296,21,49946.1109136048,47274.859677816174,44603.60844202754,2671.2512357886385,0.0,673.665343999991,47948.52502181617,8107.0512667685825,0.0,3,1.2491537999958382,1.3829374999986612,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,0.0,differential_evolution_staged_direct_search,True,52.0,-2645.884473306618,0.0,differential_evolution_staged_direct_search,True,182.0,-404.67079618968285
