plan_date,daily_mean,daily_std,daily_min,daily_max,daily_range
2025-01-30,0.9012687499999996,0.3758404464346744,0.3665,1.5522,1.1857
2025-01-31,0.71170625,0.3221423667803202,0.2432,1.4161,1.1728999999999998
2025-02-01,0.6508347222222222,0.2817478663331032,0.2537,1.1766,0.9229
2025-02-02,0.8361326388888888,0.324678798932683,0.3697,1.3998,1.0301
2025-02-03,0.8450208333333333,0.3261635894240377,0.3709,1.3447,0.9738
2025-02-04,0.848897916666667,0.3276257321134621,0.381,1.3987,1.0177
2025-02-05,0.8479861111111111,0.32398699811255954,0.3423,1.3848,1.0425
2025-02-06,0.8451118055555554,0.3252749788632962,0.3383,1.447,1.1087
2025-02-07,0.6439465277777778,0.28219075131342014,0.2631,1.2102,0.9470999999999999
2025-02-08,0.6421812499999998,0.2787245342051573,0.2752,1.1675,0.8923
2025-02-09,0.8408666666666669,0.3242802339626775,0.3001,1.3378,1.0377
2025-02-10,0.8177388888888886,0.31710122750890496,0.3637,1.352,0.9883000000000001
2025-02-11,0.8293388888888887,0.319020850309347,0.3603,1.343,0.9826999999999999
2025-02-12,0.825922916666667,0.32265858756215404,0.36,1.3314,0.9713999999999999
2025-02-13,0.8156909722222224,0.3202257187675061,0.358,1.3496,0.9915999999999999
2025-02-14,0.6309881944444444,0.2692940241777583,0.2247,1.1609,0.9362
2025-02-15,0.6369256944444448,0.2686259573548237,0.2846,1.1564,0.8718000000000001
2025-02-16,0.8304569444444443,0.3241216750381753,0.34,1.3733,1.0332999999999999
2025-02-17,0.8169451388888889,0.3108959494191883,0.3597,1.3221,0.9624
2025-02-18,0.8152333333333337,0.3198636588888738,0.3707,1.3605,0.9898
2025-02-19,0.8160826388888887,0.32277007604525326,0.3736,1.3304,0.9568000000000001
2025-02-20,0.8177118055555557,0.31773837147541856,0.3296,1.3465,1.0169000000000001
2025-02-21,0.620804861111111,0.26590266528736634,0.2473,1.1504,0.9031000000000001
2025-02-22,0.6346770833333332,0.2781050258042888,0.2472,1.2217,0.9745
2025-02-23,0.8153145833333336,0.3174013659059977,0.3868,1.375,0.9882
2025-02-24,0.8078319444444444,0.31540210152473486,0.3649,1.3842,1.0193
2025-02-25,0.79478125,0.3149583098445002,0.3959,1.3107,0.9148000000000001
2025-02-26,0.8051597222222222,0.3140789546699834,0.3378,1.3369,0.9991
2025-02-27,0.7986305555555553,0.3205779629300149,0.3714,1.3501,0.9787000000000001
2025-02-28,0.6167479166666667,0.27232898685045087,0.2409,1.1629,0.922
2025-03-01,0.6134895833333336,0.27728690660045346,0.2405,1.1576,0.9171
2025-03-02,0.8122736111111105,0.3196096840475268,0.3093,1.3111,1.0017999999999998
2025-03-03,0.812107638888889,0.31863817778857756,0.3264,1.3164,0.99
2025-03-04,0.8002590277777779,0.3090326365839939,0.3381,1.3441,1.006
2025-03-05,0.7943305555555557,0.3193020749049092,0.3644,1.3305,0.9661
2025-03-06,0.7927569444444447,0.3134829878985058,0.3462,1.3434,0.9971999999999999
2025-03-07,0.6084152777777779,0.28139136455187697,0.1545,1.1883,1.0337999999999998
2025-03-08,0.596691666666667,0.2701617580008523,0.21,1.1729,0.9629000000000001
2025-03-09,0.7841229166666667,0.3142975606453288,0.3641,1.3356,0.9714999999999999
2025-03-10,0.8016388888888887,0.30703728128480656,0.3691,1.3308,0.9617
2025-03-11,0.7901840277777779,0.3112291123431227,0.3822,1.3372,0.955
2025-03-12,0.7800493055555555,0.3158894563144342,0.35,1.3485,0.9985
2025-03-13,0.8001319444444445,0.3110920792262803,0.3604,1.3317,0.9713
2025-03-14,0.5911090277777773,0.28037714206671566,0.1602,1.1955,1.0352999999999999
2025-03-15,0.6039819444444449,0.26407104569414064,0.2699,1.1777,0.9077999999999999
2025-03-16,0.7853777777777776,0.3140847288030476,0.3598,1.3095,0.9497000000000001
2025-03-17,0.7602333333333333,0.3067796168804788,0.367,1.3189,0.9519
2025-03-18,0.7760590277777775,0.31090828305797,0.3707,1.3196,0.9489000000000001
2025-03-19,0.7715020833333336,0.30991905539743353,0.3401,1.3494,1.0092999999999999
2025-03-20,0.7798194444444443,0.3072028531040148,0.3484,1.3228,0.9743999999999999
2025-03-21,0.5701381944444446,0.27869206248826356,0.1352,1.1788,1.0436
2025-03-22,0.5869854166666664,0.27608699715064405,0.1546,1.1642,1.0095999999999998
2025-03-23,0.7667562499999998,0.30446772491758967,0.3404,1.3289,0.9884999999999999
2025-03-24,0.7671111111111111,0.3113844807894947,0.3336,1.3583,1.0247000000000002
2025-03-25,0.7716118055555558,0.3103808309284758,0.3706,1.3143,0.9437
2025-03-26,0.7568125,0.31551635101911396,0.3654,1.3062,0.9408000000000001
2025-03-27,0.7670006944444447,0.3101657132119789,0.3405,1.3182,0.9777
2025-03-28,0.5747784722222223,0.2839064828334994,0.1269,1.1837,1.0568
2025-03-29,0.5622750000000001,0.27857125796443705,0.0913,1.1833,1.092
2025-03-30,0.7521076388888891,0.3104350795612553,0.3471,1.3168,0.9697
2025-03-31,0.7604541666666667,0.3048183425043239,0.3473,1.3379,0.9906000000000001
2025-04-01,0.772909027777778,0.29565074809486747,0.3582,1.3193,0.9610999999999998
2025-04-02,0.7729402777777782,0.3038681967837199,0.3693,1.3316,0.9622999999999999
2025-04-03,0.7649611111111112,0.31071913901265463,0.3669,1.3867,1.0198
2025-04-04,0.5594270833333334,0.27327315476225483,0.0905,1.2001,1.1096
2025-04-05,0.5749083333333332,0.27300406425037377,0.1482,1.1736,1.0253999999999999
2025-04-06,0.7559284722222223,0.29760230586005454,0.3579,1.3107,0.9528
2025-04-07,0.7514576388888892,0.3011938240798931,0.3671,1.3349,0.9678
2025-04-08,0.7516756944444447,0.3150774724497946,0.3246,1.3574,1.0328
2025-04-09,0.7666347222222222,0.30093948111599994,0.3756,1.321,0.9454
2025-04-10,0.7588756944444446,0.31293661992453925,0.3341,1.3433,1.0091999999999999
2025-04-11,0.5514027777777781,0.27013794057245716,0.1092,1.1471,1.0379
2025-04-12,0.5626777777777776,0.26293285249819864,0.214,1.1558,0.9418
2025-04-13,0.7564784722222225,0.2966212107411654,0.3493,1.3312,0.9819
2025-04-14,0.7465666666666667,0.29701771598864457,0.3437,1.3446,1.0009000000000001
2025-04-15,0.7388159722222224,0.30747736223428673,0.3275,1.3283,1.0008
2025-04-16,0.7620083333333338,0.2967393467852815,0.3669,1.364,0.9971000000000001
2025-04-17,0.7487527777777777,0.3009735250317904,0.338,1.3148,0.9767999999999999
2025-04-18,0.5593631944444446,0.26350653290091725,0.1948,1.1711,0.9763000000000001
2025-04-19,0.5574965277777779,0.2715370246427411,0.1113,1.1659,1.0546
2025-04-20,0.744901388888889,0.29882107522407275,0.3618,1.3046,0.9428
2025-04-21,0.734440277777778,0.2993233497127415,0.2898,1.3263,1.0365
2025-04-22,0.7506937499999997,0.29737210070950165,0.3534,1.3399,0.9865000000000002
2025-04-23,0.7479305555555557,0.2962447119260288,0.3289,1.3932,1.0643
2025-04-24,0.7370166666666667,0.2985268743718432,0.3209,1.349,1.0281
2025-04-25,0.5411562500000001,0.27417327771126326,0.1126,1.1686,1.056
2025-04-26,0.5364916666666665,0.2832630622417183,0.0076,1.196,1.1884
2025-04-27,0.7336256944444445,0.3092562082253267,0.272,1.3177,1.0457
2025-04-28,0.7660902777777778,0.29900542853661927,0.3592,1.3403,0.9811000000000001
2025-04-29,0.7308993055555557,0.2995267685349044,0.3089,1.3284,1.0195
2025-04-30,0.7289,0.2961465517930081,0.3282,1.3318,1.0036
2025-05-01,0.748404861111111,0.3073299288788889,0.3405,1.3606,1.0201
2025-05-02,0.5866729166666667,0.2664878075225201,0.2486,1.2187,0.9701
2025-05-03,0.5692423611111109,0.27444814364968556,0.14,1.2238,1.0838
2025-05-04,0.7459201388888891,0.2967847729743309,0.3732,1.3892,1.016
2025-05-05,0.7606173611111112,0.3119018807898703,0.3375,1.3756,1.0381
2025-05-06,0.7528361111111113,0.3093216989126528,0.3324,1.343,1.0106
2025-05-07,0.7590986111111111,0.30670925360685,0.347,1.3712,1.0242
2025-05-08,0.7624076388888885,0.30251080652870466,0.3622,1.4134,1.0512
2025-05-09,0.5669187500000001,0.2749075170167713,0.1705,1.1847,1.0142
2025-05-10,0.5743486111111111,0.28061986891773066,0.1241,1.1933,1.0692
2025-05-11,0.7606062499999999,0.3062250264689963,0.3089,1.3772,1.0683
2025-05-12,0.75199375,0.29701213083595646,0.3229,1.3827,1.0598
2025-05-13,0.7563277777777778,0.3059144491530554,0.2841,1.3607,1.0766
2025-05-14,0.7476201388888888,0.30327079565497717,0.2722,1.3983,1.1261
2025-05-15,0.7531722222222222,0.2984743920349236,0.3356,1.3271,0.9914999999999999
2025-05-16,0.5456541666666668,0.28322578053633574,0.0992,1.2252,1.1260000000000001
2025-05-17,0.5726576388888887,0.2729217357238815,0.2134,1.2422,1.0288
2025-05-18,0.7506770833333332,0.2980078878334222,0.377,1.3468,0.9698
2025-05-19,0.7317013888888889,0.30993755351909896,0.2653,1.3957,1.1303999999999998
2025-05-20,0.7569243055555552,0.3016186833953242,0.3146,1.373,1.0584
2025-05-21,0.7457166666666665,0.3040522287005602,0.311,1.3612,1.0502
2025-05-22,0.746840972222222,0.29993419426721163,0.3239,1.3576,1.0336999999999998
2025-05-23,0.556879861111111,0.27105047540896354,0.1593,1.188,1.0287
2025-05-24,0.5526645833333332,0.2768566800983935,0.1275,1.1755,1.048
2025-05-25,0.7379513888888888,0.30453914385011305,0.3608,1.4094,1.0486
2025-05-26,0.7520555555555559,0.2966607646364638,0.3289,1.3799,1.051
2025-05-27,0.7434534722222224,0.3077121196817811,0.3312,1.3497,1.0185
2025-05-28,0.7507819444444449,0.3036357399758197,0.2285,1.3888,1.1603
2025-05-29,0.7604791666666668,0.3114829919725866,0.3164,1.3731,1.0567
2025-05-30,0.5608923611111112,0.27629336564597545,0.0389,1.2666,1.2277
2025-05-31,0.565120138888889,0.2792699723236413,0.1409,1.2,1.0591
2025-06-01,0.8194423611111109,0.3017501964419551,0.3697,1.406,1.0363
2025-06-02,0.8104694444444442,0.31797643306230217,0.3546,1.3869,1.0323
2025-06-03,0.8059138888888885,0.31171728390462494,0.3586,1.4412,1.0826
2025-06-04,0.8132486111111109,0.30549304274359124,0.3598,1.4185,1.0587
2025-06-05,0.822817361111111,0.3146042984912117,0.3403,1.4022,1.0618999999999998
2025-06-06,0.6496256944444444,0.2790753991970946,0.2445,1.2673,1.0228000000000002
2025-06-07,0.6494263888888886,0.27775451241111754,0.2901,1.2859,0.9958
2025-06-08,0.7969048611111109,0.3031273768131011,0.3642,1.4164,1.0522
2025-06-09,0.819732638888889,0.3126149408239625,0.3522,1.4169,1.0647
2025-06-10,0.8167763888888887,0.3133565383663789,0.377,1.4372,1.0602
2025-06-11,0.8311326388888891,0.3224816236861544,0.2889,1.442,1.1531
2025-06-12,0.8234381944444445,0.3202259911627793,0.3069,1.4394,1.1325
2025-06-13,0.639670138888889,0.28355389750251997,0.2565,1.298,1.0415
2025-06-14,0.6360215277777778,0.27429985775991633,0.2585,1.238,0.9795
2025-06-15,0.8178277777777778,0.31446995118869037,0.3571,1.4464,1.0893
2025-06-16,0.8230819444444442,0.3106934210700625,0.3023,1.3988,1.0965
2025-06-17,0.8287381944444446,0.3156146047785459,0.3465,1.4509,1.1044
2025-06-18,0.8200673611111109,0.3105968928329462,0.3499,1.4109,1.061
2025-06-19,0.8083083333333337,0.3144001492039156,0.3554,1.4236,1.0682
2025-06-20,0.621715972222222,0.275362633797889,0.2668,1.2402,0.9734
2025-06-21,0.608973611111111,0.2802017467592946,0.1828,1.2633,1.0805
2025-06-22,0.8072506944444444,0.3108182485161205,0.3355,1.4122,1.0766999999999998
2025-06-23,0.805011111111111,0.3146189068431996,0.3539,1.4023,1.0484
2025-06-24,0.8404277777777778,0.31900038585061236,0.3611,1.4158,1.0547
2025-06-25,0.8165333333333336,0.31721110412993647,0.3384,1.4004,1.062
2025-06-26,0.806436111111111,0.31553842313380065,0.3376,1.417,1.0794000000000001
2025-06-27,0.6056222222222224,0.278939992661814,0.1708,1.2437,1.0729
2025-06-28,0.6224104166666666,0.2820872955700923,0.1995,1.2402,1.0407
2025-06-29,0.8113750000000001,0.31068952895580143,0.3508,1.3938,1.043
2025-06-30,0.8095395833333332,0.3097607551757463,0.3316,1.4347,1.1031
2025-07-01,0.8910652777777778,0.36541854984680927,0.3868,1.7322,1.3454
2025-07-02,0.8750458333333337,0.3566680011413898,0.4184,1.727,1.3086000000000002
2025-07-03,0.9021166666666662,0.36744983312162643,0.3737,1.7936,1.4199000000000002
2025-07-04,0.6902256944444444,0.34653139743642275,0.1337,1.5677,1.4340000000000002
2025-07-05,0.6840215277777775,0.32879028083668455,0.168,1.5334,1.3654000000000002
2025-07-06,0.8988659722222222,0.37110921201836006,0.4315,1.7731,1.3416
2025-07-07,0.8769097222222221,0.35892340337293654,0.3983,1.7052,1.3069000000000002
2025-07-08,0.883742361111111,0.3693843732745406,0.3935,1.7507,1.3572
2025-07-09,0.8796423611111112,0.3650348180843433,0.3976,1.7416,1.344
2025-07-10,0.8778145833333328,0.3655677376752401,0.4072,1.7648,1.3576
2025-07-11,0.7063437500000002,0.3323622554530318,0.2855,1.5451,1.2595999999999998
2025-07-12,0.6939930555555557,0.3360045937708412,0.2556,1.5783,1.3227
2025-07-13,0.854577777777778,0.36875601528887414,0.3392,1.7345,1.3953
2025-07-14,0.8725326388888889,0.367811253647442,0.3522,1.7345,1.3822999999999999
2025-07-15,0.8716965277777778,0.3596925960712832,0.3419,1.7416,1.3997000000000002
2025-07-16,0.8756409722222225,0.35436316106291194,0.3718,1.6813,1.3094999999999999
2025-07-17,0.8757611111111117,0.36487293224093614,0.3696,1.7092,1.3396000000000001
2025-07-18,0.6941513888888889,0.33431384767620825,0.3031,1.5835,1.2804
2025-07-19,0.6792444444444444,0.34145361218574244,0.1583,1.5795,1.4211999999999998
2025-07-20,0.8680034722222224,0.3594454214892858,0.3497,1.7018,1.3521
2025-07-21,0.8790875000000001,0.36011365950268626,0.3888,1.7317,1.3429
2025-07-22,0.8749027777777771,0.3588227878045645,0.3953,1.7059,1.3106
2025-07-23,0.8756020833333332,0.3635552383271408,0.4298,1.7196,1.2898
2025-07-24,0.8786499999999999,0.3627950877485036,0.4138,1.7129,1.2991000000000001
2025-07-25,0.6767062500000001,0.3410668067945759,0.192,1.5162,1.3242
2025-07-26,0.6870111111111109,0.3297949927419371,0.2778,1.5779,1.3001
2025-07-27,0.8772951388888888,0.36592506620016046,0.3756,1.6917,1.3161
2025-07-28,0.8863993055555554,0.36140365734339824,0.3783,1.7444,1.3660999999999999
2025-07-29,0.8846034722222226,0.3657145286234566,0.4164,1.7497,1.3333
2025-07-30,0.8796305555555556,0.36202427333401926,0.3727,1.6898,1.3171
2025-07-31,0.8822409722222221,0.36830169310053607,0.381,1.7439,1.3629
2025-08-01,0.6665923611111106,0.3366710245344731,0.1568,1.5892,1.4324
2025-08-02,0.6608506944444444,0.34436193249991115,0.1219,1.5378,1.4159000000000002
2025-08-03,0.8339375000000001,0.3657116602664743,0.3408,1.692,1.3512
2025-08-04,0.8443208333333336,0.3581456998816962,0.374,1.6947,1.3207
2025-08-05,0.8448881944444444,0.36117032714198855,0.3346,1.7018,1.3672
2025-08-06,0.8574687500000002,0.3638786640467361,0.3616,1.7116,1.35
2025-08-07,0.842166666666667,0.36094189148362615,0.3292,1.7422,1.413
2025-08-08,0.6377083333333334,0.341481336219289,0.0665,1.5268,1.4603
2025-08-09,0.6525652777777781,0.3371059684034921,0.1714,1.5586,1.3872
2025-08-10,0.8485354166666665,0.361541244855647,0.3761,1.7523,1.3761999999999999
2025-08-11,0.8400625000000002,0.36746208683402526,0.3636,1.7686,1.405
2025-08-12,0.8569854166666672,0.36546802584128524,0.3472,1.7091,1.3619
2025-08-13,0.8529562499999997,0.3603368799391354,0.3789,1.7327,1.3538
2025-08-14,0.8510673611111118,0.35989627707736477,0.3843,1.7384,1.3540999999999999
2025-08-15,0.6508493055555558,0.3467865629999172,0.1119,1.6114,1.4994999999999998
2025-08-16,0.6472562500000003,0.3446137297594443,0.0685,1.5409,1.4724
2025-08-17,0.8392159722222224,0.36994430580516563,0.3386,1.7136,1.375
2025-08-18,0.8479909722222221,0.36904198269024036,0.3325,1.7616,1.4291
2025-08-19,0.8429194444444448,0.35697448229642764,0.4324,1.7202,1.2877999999999998
2025-08-20,0.8662319444444443,0.36933103708160614,0.4085,1.7251,1.3166000000000002
2025-08-21,0.8477604166666669,0.35886063184185796,0.4163,1.7157,1.2993999999999999
2025-08-22,0.6605930555555555,0.3388143786001698,0.1444,1.5612,1.4167999999999998
2025-08-23,0.6586270833333333,0.34533418279712724,0.1405,1.5209,1.3803999999999998
2025-08-24,0.8408881944444443,0.36955991742742095,0.3394,1.7075,1.3681
2025-08-25,0.8603465277777776,0.3659753380263474,0.3974,1.7083,1.3109
2025-08-26,0.8443548611111117,0.37402617942202426,0.3224,1.6987,1.3763
2025-08-27,0.8532256944444443,0.3752768553471423,0.3375,1.7058,1.3683
2025-08-28,0.864525,0.3672442100178935,0.3748,1.7227,1.3478999999999999
2025-08-29,0.6647333333333333,0.3367291258068816,0.1616,1.5608,1.3992
2025-08-30,0.6535368055555556,0.3446109119851546,0.115,1.5978,1.4828000000000001
2025-08-31,0.8473104166666667,0.36707545048644485,0.4046,1.7034,1.2988
2025-09-01,0.7521652777777775,0.30199667339030695,0.3616,1.367,1.0054
2025-09-02,0.7536791666666669,0.3162348318441974,0.3185,1.3791,1.0606
2025-09-03,0.7610104166666666,0.3098827445625267,0.3744,1.3826,1.0082
2025-09-04,0.7572090277777781,0.3189601154779723,0.3556,1.3949,1.0393
2025-09-05,0.5588180555555556,0.2794115820326654,0.1454,1.2232,1.0778
2025-09-06,0.5651111111111109,0.295452246590599,0.07,1.2147,1.1446999999999998
2025-09-07,0.759495138888889,0.3190547025828933,0.3572,1.3878,1.0306
2025-09-08,0.7728243055555556,0.31727270237625055,0.3635,1.358,0.9945000000000002
2025-09-09,0.7523791666666666,0.31710203205378373,0.2568,1.377,1.1202
2025-09-10,0.7820611111111113,0.3197721951968114,0.3604,1.3717,1.0112999999999999
2025-09-11,0.7534118055555555,0.31657653794069723,0.301,1.368,1.0670000000000002
2025-09-12,0.5754513888888888,0.28578199805925086,0.112,1.219,1.107
2025-09-13,0.56566875,0.29651835980929253,0.0376,1.2673,1.2297
2025-09-14,0.775982638888889,0.31752928546694303,0.3774,1.3811,1.0037
2025-09-15,0.761451388888889,0.31823677920215304,0.3138,1.3666,1.0528
2025-09-16,0.7778569444444445,0.31319956600579624,0.3741,1.3713,0.9972
2025-09-17,0.7783743055555559,0.3155520191194332,0.3228,1.3545,1.0317
2025-09-18,0.7703000000000001,0.3215357445137321,0.3582,1.4221,1.0638999999999998
2025-09-19,0.593104861111111,0.28024120596021607,0.2021,1.2857,1.0836000000000001
2025-09-20,0.5869236111111112,0.29184878409177717,0.0958,1.2367,1.1408999999999998
2025-09-21,0.7739826388888891,0.31583365222716114,0.36,1.3742,1.0142000000000002
2025-09-22,0.7823458333333334,0.3192886287590918,0.381,1.3934,1.0124
2025-09-23,0.7816312500000001,0.32533834342725887,0.3271,1.3866,1.0595
2025-09-24,0.775645833333333,0.3148408060863193,0.3701,1.3677,0.9975999999999999
2025-09-25,0.7787611111111111,0.31588017311226124,0.362,1.3825,1.0205000000000002
2025-09-26,0.5927375000000001,0.28187130014201517,0.1786,1.1987,1.0201
2025-09-27,0.5987944444444441,0.2832482119139839,0.208,1.2231,1.0151000000000001
2025-09-28,0.7892256944444443,0.3150261897724907,0.3864,1.3665,0.9801
2025-09-29,0.7877951388888891,0.3164933842405497,0.3708,1.3651,0.9943
2025-09-30,0.7943701388888886,0.32882124599339285,0.3589,1.3781,1.0192
2025-10-01,0.7379291666666665,0.3119122033866707,0.2329,1.3138,1.0809000000000002
2025-10-02,0.7426673611111111,0.31138446556152455,0.3234,1.3383,1.0149
2025-10-03,0.5585291666666667,0.282638583479906,0.0924,1.1747,1.0823
2025-10-04,0.5845666666666666,0.2804740785705516,0.132,1.1845,1.0525000000000002
2025-10-05,0.7526736111111111,0.30826874706129015,0.3247,1.303,0.9783
2025-10-06,0.7683750000000003,0.3050580005188449,0.3294,1.3468,1.0173999999999999
2025-10-07,0.7655368055555558,0.30899927515793446,0.341,1.3141,0.9731000000000001
2025-10-08,0.7606819444444447,0.3037244560939281,0.37,1.3239,0.9539000000000001
2025-10-09,0.7586006944444442,0.30920065704807637,0.3337,1.3793,1.0455999999999999
2025-10-10,0.5595875000000001,0.2858238635153844,0.039,1.1569,1.1179000000000001
2025-10-11,0.5840152777777777,0.277936962856949,0.155,1.184,1.029
2025-10-12,0.7660499999999998,0.3124916407770863,0.3076,1.3451,1.0375
2025-10-13,0.7650340277777774,0.312541513056709,0.3599,1.3254,0.9654999999999999
2025-10-14,0.7732243055555557,0.313680376349019,0.3194,1.3729,1.0535
2025-10-15,0.7760166666666666,0.3163188791920794,0.3279,1.3505,1.0226
2025-10-16,0.7826791666666668,0.31912213677067797,0.3224,1.3193,0.9968999999999999
2025-10-17,0.5888208333333335,0.2775563723710014,0.1661,1.1647,0.9986
2025-10-18,0.5820979166666665,0.27274491656041666,0.1762,1.1522,0.9759999999999999
2025-10-19,0.7894131944444448,0.3222342049069555,0.3396,1.3441,1.0045000000000002
2025-10-20,0.7873548611111112,0.319758450898196,0.3284,1.3294,1.001
2025-10-21,0.7957937500000003,0.3163550631847136,0.3639,1.3281,0.9642000000000001
2025-10-22,0.7924333333333333,0.3230187432212289,0.3376,1.3348,0.9972
2025-10-23,0.7817451388888893,0.31844242825863905,0.3637,1.3254,0.9616999999999999
2025-10-24,0.5965333333333335,0.28013294785194803,0.1355,1.1463,1.0108000000000001
2025-10-25,0.5978673611111112,0.2785230415936746,0.1778,1.172,0.9942
2025-10-26,0.7873555555555554,0.31460886734734644,0.3661,1.3094,0.9432999999999999
2025-10-27,0.7829715277777777,0.3244647972822995,0.3474,1.3209,0.9735
2025-10-28,0.792902777777778,0.3197212839908041,0.3814,1.363,0.9816
2025-10-29,0.8066986111111112,0.3235723150296183,0.3617,1.3399,0.9782000000000001
2025-10-30,0.792911111111111,0.3182081518944773,0.3217,1.3188,0.9971
2025-10-31,0.6180215277777779,0.2802370896429572,0.2016,1.1689,0.9673
2025-11-01,0.6036868055555554,0.2799812191733501,0.2088,1.193,0.9842000000000001
2025-11-02,0.8025090277777777,0.32098401957305756,0.3823,1.3248,0.9425
2025-11-03,0.8058756944444443,0.32124126712006756,0.3502,1.3314,0.9811999999999999
2025-11-04,0.7967986111111109,0.3232636522824053,0.3421,1.335,0.9928999999999999
2025-11-05,0.8093638888888892,0.31782390577940567,0.3759,1.328,0.9521000000000001
2025-11-06,0.8152000000000003,0.3206589374501616,0.3886,1.3718,0.9831999999999999
2025-11-07,0.615347222222222,0.28627565434395874,0.2158,1.1963,0.9804999999999999
2025-11-08,0.6169916666666669,0.2798343548968846,0.242,1.2197,0.9777
2025-11-09,0.8102375,0.3256992908162289,0.3516,1.3403,0.9887
2025-11-10,0.8196527777777777,0.323539029919379,0.2992,1.3367,1.0375
2025-11-11,0.8131111111111108,0.32543414488083605,0.3475,1.3296,0.9821
2025-11-12,0.8125187500000001,0.32846382452781225,0.3489,1.3537,1.0048
2025-11-13,0.819114583333334,0.32205300481803667,0.3456,1.3222,0.9766
2025-11-14,0.6295652777777777,0.27700138545568187,0.2419,1.1899,0.948
2025-11-15,0.6281034722222222,0.273048069489298,0.2532,1.1995,0.9463
2025-11-16,0.8204708333333331,0.33165269859091895,0.3594,1.3416,0.9822
2025-11-17,0.8159319444444448,0.3248051904716583,0.3623,1.3437,0.9813999999999998
2025-11-18,0.8219131944444446,0.3219918326790569,0.3257,1.3419,1.0162
2025-11-19,0.8287715277777776,0.31937402808358184,0.3761,1.3453,0.9692
2025-11-20,0.8218555555555557,0.3271856194157518,0.3658,1.4244,1.0586000000000002
2025-11-21,0.6329118055555558,0.27691128756349626,0.2524,1.1626,0.9102000000000001
2025-11-22,0.6357222222222226,0.28181369078121177,0.2376,1.1753,0.9377
2025-11-23,0.8265284722222221,0.32864854806870203,0.3495,1.346,0.9965000000000002
2025-11-24,0.8211180555555554,0.3255075696023693,0.3605,1.3475,0.9869999999999999
2025-11-25,0.8243229166666666,0.3262799213011289,0.3452,1.3383,0.9931000000000001
2025-11-26,0.8297083333333334,0.333260104560487,0.2983,1.3677,1.0694
2025-11-27,0.8293270833333329,0.32842686743414307,0.3512,1.3841,1.0329000000000002
2025-11-28,0.6339249999999998,0.2824486852362154,0.2408,1.184,0.9431999999999999
2025-11-29,0.6497243055555556,0.27906929452261686,0.2736,1.1734,0.8997999999999999
2025-11-30,0.8395104166666665,0.33413040050894927,0.3651,1.3886,1.0235
2025-12-01,0.9075243055555556,0.3753397006280754,0.361,1.5873,1.2263
2025-12-02,0.9154388888888888,0.3745167788688792,0.378,1.584,1.206
2025-12-03,0.9122361111111112,0.372357511079203,0.3713,1.584,1.2127000000000001
2025-12-04,0.9052750000000002,0.3771424006223939,0.3853,1.5836,1.1983
2025-12-05,0.7174347222222223,0.3347121967118925,0.2354,1.4106,1.1752
2025-12-06,0.7264583333333331,0.3295872168966307,0.3005,1.4053,1.1048
